Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,289,289.000,1009,13231,21887,35756,37657,80112,101971,232668,241310,288,1,232668,21887,35756,37657,80112,101971
1,648,648.000,1065,2936,8151,14961,22090,38965,52221,68226,75944,647,1,68226,8151,14961,22090,38965,52221
2,640,640.000,748,2231,7889,15500,18676,38397,69166,92817,111765,639,1,92817,7889,15500,18676,38397,69166
3,948,948.000,589,2002,6561,10536,14023,26084,36900,55664,71977,948,0,55664,6561,10536,14023,26084,36900
4,843,843.000,536,1771,6522,12106,14731,30927,48117,77582,108513,842,1,77582,6522,12106,14731,30927,48117
5,844,844.000,528,1622,7142,11498,15533,27877,40564,76546,106899,844,0,76546,7142,11498,15533,27877,40564
6,893,893.000,819,1639,6107,11573,15838,28292,41602,75756,98822,892,1,75756,6107,11573,15838,28292,41602
7,860,860.000,673,1693,5791,11399,10748,36189,51083,81423,96822,859,1,81423,5791,11399,10748,36189,51083
8,652,652.000,706,1584,5594,15300,15907,47407,72204,94957,104614,652,0,94957,5594,15300,15907,47407,72204
9,872,872.000,686,1519,4782,11388,9723,31307,52930,106552,124081,871,1,106552,4782,11388,9723,31307,52930
10,897,897.000,668,1569,5678,11432,12188,31978,46857,89660,105759,896,1,89660,5678,11432,12188,31978,46857
11,567,567.000,760,1516,6285,16868,18325,59300,73560,100938,142881,567,0,100938,6285,16868,18325,59300,73560
12,815,815.000,635,1627,5182,12249,10194,35648,62739,98743,107009,814,1,98743,5182,12249,10194,35648,62739
13,868,868.000,741,1415,4937,11678,11890,29361,51665,93993,112464,867,1,93993,4937,11678,11890,29361,51665
14,863,863.000,810,1598,5395,11644,10348,39204,52481,82555,120817,862,1,82555,5395,11644,10348,39204,52481
15,1027,1027.000,559,1424,4937,9848,11481,26951,39739,65357,86075,1026,1,65357,4937,9848,11481,26951,39739
16,820,820.000,754,1552,4630,23475,10885,38545,60003,1010048,1030598,819,1,1010048,4630,23475,10885,38545,60003
17,49,49.000,1039,1808,4841,11647,9186,35336,58042,61497,61497,48,1,61497,4841,11647,9186,35336,58042
18,649,649.000,709,1630,4956,15367,16383,48370,65508,119882,147587,648,1,119882,4956,15367,16383,48370,65508
19,596,596.000,740,1699,7457,16599,24549,47707,65089,98841,108990,595,1,98841,7457,16599,24549,47707,65089
20,936,936.000,658,1461,4605,10699,9628,24424,43541,92846,104420,935,1,92846,4605,10699,9628,24424,43541
21,771,771.000,665,1561,5346,13151,15775,40406,57930,87602,95945,770,1,87602,5346,13151,15775,40406,57930
22,795,795.000,583,1495,5295,12236,12402,34095,54492,100273,127589,794,1,100273,5295,12236,12402,34095,54492
23,846,846.000,763,1509,5269,11860,11960,36693,63129,78701,100475,846,0,78701,5269,11860,11960,36693,63129
24,963,963.000,613,1420,4271,10860,11157,31514,47969,85885,104701,963,0,85885,4271,10860,11157,31514,47969
25,675,675.000,650,1468,4620,16133,14563,50796,65108,94327,989318,675,0,94327,4620,16133,14563,50796,65108
26,102,102.000,861,1689,6703,87237,24963,98424,835008,835725,894423,101,1,835725,6703,87237,24963,98424,835008
27,628,628.000,627,1470,4814,15687,16012,56077,77661,90716,102451,627,1,90716,4814,15687,16012,56077,77661
28,814,814.000,636,1503,5383,12169,13820,34828,54149,83031,103600,813,1,83031,5383,12169,13820,34828,54149
29,853,853.000,631,1354,3920,11838,9936,34004,55922,127296,139085,853,0,127296,3920,11838,9936,34004,55922
30,632,632.000,591,1504,5193,15434,12671,54186,89139,106702,112149,632,0,106702,5193,15434,12671,54186,89139
31,705,705.000,611,1472,5055,14463,12687,46306,71599,112678,146130,704,1,112678,5055,14463,12687,46306,71599
32,1022,1022.000,667,1455,4680,9569,10229,28017,42852,60577,68768,1022,0,60577,4680,9569,10229,28017,42852
33,984,984.000,647,1448,4594,10396,11722,27315,46240,75442,90541,983,1,75442,4594,10396,11722,27315,46240
34,673,673.000,683,1473,5488,28130,15429,44288,70859,1012334,1026305,672,1,1012334,5488,28130,15429,44288,70859
35,95,95.000,980,1335,6546,9828,10304,31579,34018,36635,36635,95,0,36635,6546,9828,10304,31579,34018
36,1104,1104.000,622,1412,4272,9357,8427,22313,40882,75986,117651,1103,1,75986,4272,9357,8427,22313,40882
37,841,841.000,592,1498,4678,11495,11855,32471,54587,82767,99771,840,1,82767,4678,11495,11855,32471,54587
38,1063,1063.000,625,1381,4096,9433,8344,22401,43395,69157,88362,1062,1,69157,4096,9433,8344,22401,43395
39,591,591.000,634,1582,6396,16967,18711,54007,77275,105926,121777,590,1,105926,6396,16967,18711,54007,77275
40,745,745.000,710,1613,6175,13754,17122,37440,58125,87576,107990,744,1,87576,6175,13754,17122,37440,58125
41,978,978.000,645,1456,5299,12390,10923,21689,36036,65887,1025579,978,0,65887,5299,12390,10923,21689,36036
42,431,431.000,802,1454,6168,17046,17001,34104,64567,287762,323211,430,1,287762,6168,17046,17001,34104,64567
43,766,766.000,644,1402,4893,13289,9791,37249,73648,108896,145766,765,1,108896,4893,13289,9791,37249,73648
44,658,658.000,613,1455,5996,15276,16229,45046,80732,112068,134958,658,0,112068,5996,15276,16229,45046,80732
45,147,147.000,773,1335,4857,80999,8308,86111,1026810,1113466,1113544,146,1,1113466,4857,80999,8308,86111,1026810
46,751,751.000,675,1448,5506,10587,12572,28494,47370,65933,66961,750,1,65933,5506,10587,12572,28494,47370
47,683,683.000,623,1507,6193,15134,17782,44850,74084,95897,114406,682,1,95897,6193,15134,17782,44850,74084
48,690,690.000,592,1654,6345,14057,17582,43885,56312,82046,122010,689,1,82046,6345,14057,17582,43885,56312
49,863,863.000,659,1394,4703,11395,13754,31273,46150,75946,93918,862,1,75946,4703,11395,13754,31273,46150
50,674,674.000,640,1452,5993,14914,17194,36502,60762,162576,184084,673,1,162576,5993,14914,17194,36502,60762
