Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,27.200,14.591,0.748,2.156,3.183,18.006,36.401,60.903,75.066,198.203,0.069
5,30.200,11.368,0.686,1.457,2.240,20.100,35.801,40.730,55.021,55.401,0.088
10,30.600,7.447,0.828,1.293,1.751,6.600,21.983,37.424,54.191,57.183,0.134
15,26.800,10.102,0.559,1.226,1.786,13.412,35.336,42.712,51.503,59.273,0.099
20,37.800,9.234,0.741,1.265,1.754,15.519,30.037,38.226,50.180,56.497,0.108
25,25.600,9.217,0.640,1.385,1.788,18.154,31.010,34.263,42.162,43.610,0.108
30,34.200,10.005,0.611,1.418,1.873,15.035,30.743,38.056,59.253,72.668,0.100
35,30.000,9.183,0.625,1.248,1.697,14.810,28.631,35.728,48.439,52.942,0.109
40,32.000,6.574,0.737,1.224,1.717,9.643,20.753,30.220,44.563,47.425,0.152
45,26.200,11.950,0.748,1.306,1.927,16.785,28.253,44.148,99.440,123.512,0.084
50,32.000,9.208,0.628,1.293,2.207,17.053,26.770,29.049,37.423,40.468,0.109
55,33.400,8.786,0.616,1.289,1.744,14.702,26.958,31.766,40.715,49.014,0.114
60,27.800,9.264,0.681,1.337,2.234,16.519,24.660,28.283,44.200,44.724,0.108
65,35.800,8.463,0.659,1.309,1.777,14.482,23.678,35.785,53.563,72.191,0.118
70,38.400,7.656,0.608,1.152,1.695,12.856,25.657,30.037,38.911,40.418,0.131
75,38.400,7.730,0.693,1.227,1.722,12.031,23.009,28.017,35.804,54.371,0.129
80,48.400,8.933,0.595,1.232,1.756,15.685,25.539,32.180,43.115,57.775,0.112
85,38.200,7.652,0.579,1.203,1.597,13.806,23.302,31.068,38.239,53.251,0.131
90,37.000,7.913,0.617,1.253,1.641,11.748,24.572,30.558,38.042,38.596,0.126
95,176.800,1.751,0.036,0.208,0.468,1.041,2.442,8.715,26.955,36.604,0.571
100,444.600,0.556,0.037,0.230,0.431,0.713,0.925,1.037,1.218,40.401,1.800
105,395.800,0.525,0.039,0.270,0.494,0.750,0.955,1.049,1.156,3.181,1.905
110,416.000,0.522,0.040,0.297,0.508,0.732,0.933,1.035,1.101,3.208,1.917
115,406.400,0.515,0.037,0.248,0.471,0.737,0.938,1.041,1.159,2.772,1.941
