Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,946.000,10.565,0.414,0.779,10.469,16.201,22.713,29.200,46.749,137.962,0.095
5,1101.600,9.061,0.447,0.686,10.198,15.341,19.038,22.625,32.524,58.229,0.110
10,1091.000,9.159,0.447,0.679,10.167,15.311,19.220,22.909,33.216,102.229,0.109
15,1099.400,9.078,0.445,0.694,10.379,15.426,18.736,21.248,30.846,80.711,0.110
20,1119.000,8.926,0.454,0.682,10.254,15.092,18.494,21.115,32.753,83.939,0.112
25,707.000,14.133,0.432,0.693,10.369,15.621,18.904,22.226,36.536,1041.100,0.071
30,1100.000,9.081,0.447,0.678,10.308,15.340,18.562,21.110,31.882,89.035,0.110
35,1088.800,9.174,0.431,0.693,10.432,15.327,18.928,21.306,31.584,89.490,0.109
40,963.200,10.375,0.452,0.677,9.916,14.770,18.202,20.242,28.686,1025.518,0.096
45,1116.600,8.946,0.447,0.683,10.167,15.061,18.564,21.169,31.445,83.159,0.112
50,977.800,10.216,0.455,0.686,10.112,15.072,18.759,21.339,32.481,1022.191,0.098
55,1143.400,8.734,0.459,0.683,9.917,14.985,18.298,20.396,29.978,86.113,0.114
60,1120.400,8.918,0.439,0.679,10.238,15.180,18.531,21.016,31.224,75.532,0.112
65,1117.400,8.939,0.460,0.671,10.256,15.182,18.448,20.648,30.939,91.896,0.112
70,948.000,10.534,0.442,0.669,10.181,15.066,18.691,21.719,32.743,1023.476,0.095
75,1123.200,8.902,0.457,0.671,10.177,15.197,18.556,20.672,29.995,105.449,0.112
80,1117.200,8.944,0.452,0.675,10.224,15.189,18.503,20.957,30.716,92.499,0.112
85,1151.800,8.752,0.443,0.670,10.224,14.872,18.229,20.403,29.427,79.361,0.114
90,903.600,10.953,0.453,0.684,10.388,15.193,18.684,20.889,31.288,1019.294,0.091
95,957.400,10.812,0.428,0.675,10.445,15.336,18.933,21.803,34.596,1031.284,0.092
100,1085.600,8.882,0.453,0.676,10.193,15.002,18.499,20.750,31.386,185.901,0.113
105,1107.600,9.044,0.430,0.685,10.364,15.249,18.735,21.109,30.594,82.900,0.111
110,899.800,11.076,0.437,0.688,10.467,15.497,19.054,22.037,36.621,1014.318,0.090
115,861.600,11.556,0.456,0.695,10.872,15.434,18.854,21.234,33.701,1119.660,0.087
