Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,202.200,19.100,1.241,5.510,12.149,22.613,51.955,62.949,79.207,101.345,0.052
5,281.400,11.980,0.893,3.259,7.276,14.963,31.095,39.659,55.960,72.992,0.083
10,178.800,17.883,0.944,2.883,7.311,27.324,52.601,62.588,96.265,139.247,0.056
15,186.800,20.807,0.936,4.364,13.779,30.801,43.864,48.291,112.834,270.043,0.048
20,155.600,25.249,0.984,5.359,14.497,36.487,61.694,79.007,111.890,126.423,0.040
25,145.400,25.665,1.021,6.404,17.935,42.981,52.478,60.333,73.208,88.458,0.039
30,171.000,23.037,1.007,7.701,16.840,36.616,45.731,50.642,74.261,138.188,0.043
35,192.800,21.281,1.015,6.688,15.674,35.441,44.406,51.398,61.723,110.200,0.047
40,173.800,22.734,0.993,5.975,16.342,35.829,44.733,51.142,60.382,211.214,0.044
45,150.400,26.580,1.088,6.892,22.144,36.141,45.385,57.039,234.275,312.060,0.038
50,137.200,30.411,1.077,6.826,24.462,42.998,59.406,75.646,184.794,311.010,0.033
55,123.600,29.772,1.138,6.672,32.055,48.755,59.949,72.725,90.291,107.726,0.034
60,162.400,25.482,1.087,6.552,18.991,38.880,49.004,57.135,84.310,1023.270,0.039
65,174.400,23.355,1.101,7.809,19.710,36.591,45.676,53.008,64.325,91.133,0.043
70,159.600,25.136,0.989,7.461,21.732,35.793,45.882,54.492,178.472,816.319,0.040
75,234.000,17.040,0.764,6.978,11.630,21.428,35.480,44.611,59.075,303.832,0.059
80,188.800,22.086,0.749,5.129,14.637,34.252,43.297,51.034,179.397,291.480,0.045
85,167.200,24.114,1.016,7.362,16.627,36.147,46.106,53.884,74.586,242.222,0.041
90,122.600,34.625,1.042,6.476,27.029,44.586,59.484,75.366,208.493,440.638,0.029
95,131.800,30.254,1.037,7.494,32.188,49.104,59.006,67.034,94.229,98.663,0.033
100,151.200,26.984,0.877,9.248,29.661,39.274,48.964,56.289,73.095,110.443,0.037
105,186.200,23.083,1.032,7.363,16.325,36.041,45.202,51.403,62.642,267.707,0.043
110,147.000,30.481,1.063,8.163,25.833,41.652,53.451,64.014,215.091,244.779,0.033
115,138.400,28.746,1.150,7.880,26.916,36.490,50.252,58.100,199.668,226.761,0.035
