Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,37.000,19.032,1.147,9.540,15.528,25.467,35.656,44.303,78.340,78.894,0.053
5,35.800,15.061,1.927,5.907,12.676,20.201,28.472,34.531,66.090,79.172,0.066
10,43.600,14.558,0.998,5.981,12.932,20.443,27.902,34.235,51.600,66.616,0.069
15,36.200,13.309,1.048,6.869,12.120,18.747,23.719,26.785,37.576,39.934,0.075
20,39.000,14.199,1.479,6.581,12.693,19.420,26.382,32.167,39.685,49.032,0.070
25,38.800,13.304,0.995,5.217,10.402,19.851,26.790,30.262,53.854,67.258,0.075
30,36.400,11.005,0.704,3.918,9.635,16.725,22.026,24.594,39.261,40.576,0.091
35,34.000,9.612,0.655,3.005,8.227,14.980,20.625,23.669,26.204,27.255,0.104
40,35.000,9.260,0.683,2.696,7.702,14.625,18.010,23.010,32.127,52.778,0.108
45,35.800,7.884,0.654,2.232,5.991,11.886,18.315,21.599,24.747,27.040,0.127
50,23.800,19.501,0.627,2.870,5.342,14.416,18.908,24.022,677.173,680.047,0.051
55,29.600,7.684,0.729,2.795,6.559,11.817,16.192,18.823,20.873,23.410,0.130
60,40.600,6.064,0.749,2.074,4.424,9.467,13.683,15.258,19.143,21.320,0.165
65,47.000,9.206,0.589,3.388,7.236,12.499,21.526,26.030,29.940,38.786,0.109
70,47.000,11.960,0.656,5.995,11.051,16.205,22.858,25.610,32.143,40.876,0.084
75,53.400,11.517,0.791,5.331,9.773,15.299,21.278,26.867,32.627,78.221,0.087
80,48.400,11.137,0.716,5.475,9.754,15.756,20.432,23.516,32.966,35.146,0.090
85,58.200,11.918,0.712,5.762,10.448,16.689,22.788,25.884,33.523,70.015,0.084
90,52.200,12.044,0.751,6.205,11.114,16.644,22.893,25.465,29.995,33.442,0.083
95,53.800,12.817,0.747,6.333,10.610,17.222,22.721,26.835,54.411,77.762,0.078
100,55.000,12.358,0.778,4.897,10.803,16.530,22.388,25.494,83.544,86.448,0.081
105,55.200,11.282,0.763,4.985,9.529,15.173,23.443,26.696,36.281,71.750,0.089
110,64.200,11.444,0.752,5.616,10.791,16.243,21.395,24.226,26.937,38.628,0.087
115,67.000,11.325,0.671,4.758,9.470,16.622,22.623,26.122,31.272,65.498,0.088
