Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,22.200,5.524,2.074,3.114,4.128,5.625,8.897,10.615,30.680,46.923,0.181
5,39.000,2.321,1.344,1.848,2.182,2.500,3.027,3.543,5.775,6.637,0.431
10,42.000,1.920,1.096,1.569,1.764,2.015,2.583,3.208,4.314,5.870,0.521
15,40.800,1.765,1.151,1.516,1.730,1.958,2.266,2.404,2.743,3.030,0.567
20,37.600,1.805,1.179,1.535,1.740,1.922,2.342,2.540,3.315,3.723,0.554
25,40.800,1.724,1.092,1.461,1.679,1.886,2.118,2.469,3.151,3.862,0.580
30,52.600,1.751,1.174,1.483,1.694,1.886,2.137,2.374,3.658,3.928,0.571
35,45.800,1.755,1.131,1.485,1.681,1.923,2.181,2.410,3.169,4.645,0.570
40,55.200,1.743,1.155,1.484,1.679,1.897,2.189,2.458,3.017,3.839,0.574
45,34.600,1.722,1.193,1.492,1.645,1.866,2.176,2.540,3.418,3.573,0.581
50,55.400,1.690,1.117,1.465,1.624,1.844,2.145,2.293,3.002,4.801,0.592
55,43.400,1.687,1.035,1.445,1.610,1.877,2.117,2.407,2.776,3.716,0.593
60,51.600,1.744,1.096,1.482,1.671,1.885,2.228,2.542,2.981,3.522,0.573
65,44.400,1.671,1.035,1.460,1.618,1.812,2.094,2.204,2.571,2.831,0.598
70,53.600,1.713,1.077,1.467,1.651,1.881,2.119,2.327,3.051,3.192,0.584
75,39.800,1.798,1.138,1.456,1.681,1.961,2.313,2.638,4.867,6.687,0.556
80,44.400,1.730,1.067,1.474,1.661,1.870,2.153,2.378,3.345,4.440,0.578
85,54.400,1.705,1.061,1.472,1.627,1.856,2.118,2.431,3.039,3.593,0.586
90,43.400,1.761,1.124,1.512,1.698,1.894,2.229,2.497,3.302,3.975,0.568
95,51.400,1.798,1.023,1.509,1.709,1.928,2.349,2.845,3.184,4.060,0.556
100,46.400,1.758,1.200,1.463,1.640,1.864,2.202,2.692,3.722,5.574,0.569
105,50.000,1.742,1.106,1.459,1.653,1.896,2.217,2.510,3.550,4.438,0.574
110,35.200,1.728,1.156,1.454,1.641,1.903,2.253,2.482,3.268,3.332,0.579
115,54.600,1.728,1.184,1.495,1.658,1.850,2.124,2.374,3.373,4.589,0.579
