Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,407.200,9.188,1.258,4.958,7.362,10.923,16.104,20.243,33.535,113.581,0.109
5,431.800,6.417,1.383,4.463,5.871,8.191,10.059,11.053,13.600,18.033,0.156
10,440.400,6.041,1.356,3.883,5.129,8.073,10.010,10.996,12.731,63.006,0.166
15,488.200,5.486,1.472,3.727,4.690,7.071,9.284,10.242,12.170,17.180,0.182
20,430.400,6.143,1.475,3.990,5.391,8.230,9.953,10.959,12.803,65.311,0.163
25,411.400,6.204,1.409,4.066,5.442,8.206,9.958,10.963,12.952,67.677,0.161
30,456.200,5.816,1.396,3.907,5.009,7.726,9.606,10.562,12.676,15.626,0.172
35,340.200,6.264,1.501,4.089,5.594,8.230,10.198,11.277,13.773,16.233,0.160
40,393.800,6.317,1.531,4.087,5.611,8.304,10.086,11.110,14.178,39.208,0.158
45,405.600,6.253,1.333,4.169,5.666,8.160,10.059,10.860,12.860,68.752,0.160
50,339.000,6.541,1.369,4.399,6.044,8.477,10.239,11.348,13.464,16.929,0.153
55,273.000,8.815,1.501,4.437,6.419,8.821,10.378,11.485,13.338,989.017,0.113
60,428.800,6.238,1.431,4.052,5.439,8.210,9.940,10.960,14.170,39.738,0.160
65,538.400,5.760,1.027,3.711,4.753,7.386,9.762,11.087,14.342,38.369,0.174
70,622.800,5.728,1.105,3.370,4.221,6.745,11.711,13.616,16.959,63.785,0.175
75,541.200,6.286,1.024,3.257,4.096,6.163,10.726,13.289,18.171,1021.222,0.159
80,484.000,6.505,0.928,3.441,4.310,7.832,12.096,14.271,19.754,1008.498,0.154
85,630.600,5.697,1.046,3.279,4.086,6.916,11.535,13.706,18.258,56.947,0.176
90,613.600,5.787,1.022,3.319,4.140,7.435,11.819,13.768,17.188,64.115,0.173
95,623.200,5.836,1.195,3.290,4.115,7.197,11.940,14.053,18.621,72.548,0.171
100,645.400,5.719,1.039,3.313,4.082,6.504,11.600,13.901,18.358,75.882,0.175
105,591.000,6.016,1.241,3.390,4.298,7.675,12.104,14.182,17.729,73.161,0.166
110,671.000,5.520,1.177,3.281,4.039,6.468,11.024,13.349,17.306,29.014,0.181
115,671.000,5.395,1.236,3.272,4.081,5.880,10.930,13.081,16.837,42.822,0.185
