Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1212,1212.000,1383,2406,3576,8174,12274,15773,18169,29753,132655
1,1847,1847.000,1131,1842,2346,5354,9069,11420,12919,17395,34736
2,1751,1751.000,1183,2045,2840,5673,6020,15182,19887,29385,43049
3,1773,1773.000,992,1963,2580,5657,6380,15079,19708,30423,40238
4,1792,1792.000,1156,2007,2740,5515,5659,14095,18381,29079,72006
5,1779,1779.000,1117,2007,2785,5605,6781,15060,18775,25178,41119
6,1878,1878.000,1111,2077,2722,5311,5334,14089,17809,24916,35315
7,1879,1879.000,1269,2079,2820,5304,6205,14032,16931,22689,29405
8,1767,1767.000,1131,2084,2841,5665,6967,14821,18304,25653,46083
9,1767,1767.000,1195,2039,2698,5617,6059,15497,18605,28059,41923
10,1963,1963.000,1303,2030,2621,5074,5770,13511,16827,21536,24012
11,1579,1579.000,1069,2174,3317,6658,8719,14161,18325,23009,992340
12,1010,1010.000,1327,2098,4637,9364,15257,21914,27228,35363,45074
13,1534,1534.000,1305,1952,2649,6538,8284,19043,22808,31023,45539
14,1629,1629.000,1115,1914,2595,6084,7843,17179,20579,27303,46629
15,1711,1711.000,1182,2006,2673,5854,7767,16423,20125,25765,35597
16,1879,1879.000,1069,2017,2632,5296,6188,14504,17683,22741,28050
17,1832,1832.000,1110,2118,2817,5467,6356,14673,17631,22209,33108
18,1779,1779.000,1115,2111,2840,5567,6366,15174,18612,23149,34848
19,1844,1844.000,1195,2191,2954,5409,6111,14343,17739,23522,32132
20,1589,1589.000,1089,2269,3381,6613,7997,14297,17491,23569,1024100
21,1153,1153.000,1177,2221,3499,8208,12860,20319,24606,38062,53165
22,1835,1835.000,1254,2187,3030,5426,6681,13638,17058,21485,27500
23,1848,1848.000,1147,2154,2888,5406,6248,13960,17752,22047,34494
24,1855,1855.000,1221,2134,2891,5360,6343,13981,17563,22145,30364
25,1713,1713.000,1148,2158,2887,5833,6267,15298,19122,26407,59479
26,1868,1868.000,1079,2179,2837,5354,5826,13602,17453,24132,47601
27,1904,1904.000,1265,2136,2794,5222,5913,13661,17103,22071,36820
28,1630,1630.000,1123,2082,2877,6109,6640,16963,22171,29178,40508
29,1589,1589.000,1175,1913,2573,6284,7527,18818,22381,29332,41487
30,1746,1746.000,1212,1984,2553,5706,6150,16457,19966,27904,36351
31,1779,1779.000,1175,2082,2745,5613,6532,15578,19283,23576,44151
