Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,464.200,21.480,0.886,1.436,22.611,32.574,48.600,57.538,87.948,269.738,0.047
5,513.800,19.426,0.775,1.236,23.486,32.387,40.699,49.266,82.348,191.424,0.051
10,521.200,19.158,0.809,1.220,23.787,32.307,37.786,48.315,66.149,242.540,0.052
15,515.600,20.497,0.765,1.183,23.775,32.356,36.248,48.613,107.302,1034.890,0.049
20,472.800,19.907,0.809,1.185,23.769,32.378,33.772,41.243,57.564,847.808,0.050
25,472.600,21.170,0.753,1.176,23.605,32.271,33.750,41.317,74.749,1051.165,0.047
30,542.200,18.418,0.738,1.167,23.679,32.242,33.583,40.949,66.246,274.260,0.054
35,561.200,17.799,0.737,1.167,23.705,32.264,33.583,40.977,66.501,115.311,0.056
40,543.800,18.367,0.784,1.164,23.823,32.275,33.574,40.755,58.491,214.111,0.054
45,571.200,17.551,0.710,1.156,23.523,32.297,33.488,40.748,65.981,134.005,0.057
50,541.200,20.262,0.679,1.153,23.645,32.234,33.566,40.910,73.691,1046.801,0.049
55,475.000,18.917,0.821,1.180,23.874,32.396,33.822,41.713,65.249,633.083,0.053
60,498.200,20.026,0.724,1.204,24.020,32.476,33.763,41.645,65.555,314.961,0.050
65,524.600,19.028,0.748,1.187,23.954,32.389,33.743,41.875,67.255,158.690,0.053
70,540.800,18.481,0.700,1.181,23.635,32.279,33.708,41.085,69.405,266.369,0.054
75,549.600,18.200,0.768,1.184,23.748,32.309,34.212,41.940,65.086,149.389,0.055
80,554.400,17.989,0.687,1.192,23.781,32.264,33.607,40.701,57.569,98.854,0.056
85,530.000,18.845,0.792,1.169,23.532,32.278,33.611,41.095,91.238,356.198,0.053
90,552.800,18.069,0.694,1.196,23.667,32.270,33.649,40.835,66.769,133.664,0.055
95,524.600,19.184,0.694,1.194,23.817,32.247,33.631,41.021,107.378,182.369,0.052
100,525.000,20.423,0.723,1.175,23.470,32.218,33.625,42.447,75.001,1033.615,0.049
105,410.600,22.460,0.797,1.181,23.895,32.596,35.461,43.507,191.620,1050.164,0.045
110,524.000,19.034,0.744,1.181,23.983,32.715,34.559,42.090,74.091,235.708,0.053
115,517.400,19.200,0.737,1.190,24.073,32.554,33.908,41.308,65.581,218.856,0.052
