Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,489,489.000,2909,14615,18236,20578,22932,28851,32990,108931,110811,488,1,108931,18236,20578,22932,28851,32990
1,597,597.000,1413,13233,16319,16713,19508,22660,25088,32101,39742,597,0,32101,16319,16713,19508,22660,25088
2,599,599.000,1882,13530,16819,16668,19647,22786,24416,27739,31143,599,0,27739,16819,16668,19647,22786,24416
3,593,593.000,1669,13846,16897,16852,20402,23263,24513,28133,32005,593,0,28133,16897,16852,20402,23263,24513
4,604,604.000,1435,13572,16679,16485,19662,21795,23706,26612,64032,604,0,26612,16679,16485,19662,21795,23706
5,631,631.000,1782,12751,15540,15776,18903,21672,22789,25641,29921,631,0,25641,15540,15776,18903,21672,22789
6,541,541.000,2532,14277,17769,18467,21008,24143,27285,61915,70129,541,0,61915,17769,18467,21008,24143,27285
7,606,606.000,2265,13281,16689,16426,19310,21945,23253,25649,27198,606,0,25649,16689,16426,19310,21945,23253
8,627,627.000,1274,13117,16259,15975,18985,21257,22560,24909,27617,627,0,24909,16259,15975,18985,21257,22560
9,628,628.000,1808,13207,16039,15841,19019,21685,23044,25108,27789,628,0,25108,16039,15841,19019,21685,23044
10,592,592.000,1570,13099,16089,17005,19889,23325,30341,37707,41900,591,1,37707,16089,17005,19889,23325,30341
11,411,411.000,1193,21110,25632,24247,28909,31898,34978,45159,51067,410,1,45159,25632,24247,28909,31898,34978
12,477,477.000,1366,17280,21561,20989,25108,29962,31957,35398,39230,476,1,35398,21561,20989,25108,29962,31957
13,538,538.000,1136,15346,19167,18472,22201,25341,27823,31486,38146,538,0,31486,19167,18472,22201,25341,27823
14,586,586.000,1258,13530,17348,17079,20903,24447,27566,34211,42623,585,1,34211,17348,17079,20903,24447,27566
15,596,596.000,1216,12713,16942,16718,20628,23867,26127,39378,49052,595,1,39378,16942,16718,20628,23867,26127
16,618,618.000,1287,12714,16775,16086,20310,23316,24988,28593,37156,618,0,28593,16775,16086,20310,23316,24988
17,647,647.000,1531,12065,15607,15476,19265,22909,24750,30939,33567,646,1,30939,15607,15476,19265,22909,24750
18,636,636.000,1198,12568,15577,15760,19756,23358,25330,29503,35397,635,1,29503,15577,15760,19756,23358,25330
19,627,627.000,1265,12778,16099,15889,19218,23029,25598,32821,40992,627,0,32821,16099,15889,19218,23029,25598
20,648,648.000,1161,12326,15760,15414,19198,22702,24534,28546,31079,648,0,28546,15760,15414,19198,22702,24534
21,659,659.000,1524,11509,15017,15093,19146,22161,24485,29550,34875,659,0,29550,15017,15093,19146,22161,24485
22,560,560.000,1525,13497,17460,19261,20784,24059,27289,53628,990695,559,1,53628,17460,19261,20784,24059,27289
23,464,464.000,1201,15186,19734,19930,24192,29387,32667,39023,53024,463,1,39023,19734,19930,24192,29387,32667
24,648,648.000,1340,12145,15698,15411,18805,21716,24030,39210,47491,647,1,39210,15698,15411,18805,21716,24030
25,506,506.000,1201,13271,19581,19769,25916,31410,35119,39041,44359,506,0,39041,19581,19769,25916,31410,35119
26,489,489.000,1424,18227,21416,20533,24317,26791,29390,33074,51323,489,0,33074,21416,20533,24317,26791,29390
27,540,540.000,1419,15424,19200,18399,22347,25720,27199,30135,42563,540,0,30135,19200,18399,22347,25720,27199
28,586,586.000,1316,14062,17455,17083,20929,23508,25991,29672,41330,585,1,29672,17455,17083,20929,23508,25991
29,598,598.000,1260,13169,16763,16596,20531,23975,26650,31148,49098,597,1,31148,16763,16596,20531,23975,26650
30,620,620.000,1290,12971,16323,16115,19657,23287,25942,30845,35835,620,0,30845,16323,16115,19657,23287,25942
31,636,636.000,1284,12243,15735,15802,19641,23443,25221,31293,38830,635,1,31293,15735,15802,19641,23443,25221
