Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,576.400,17.341,1.413,13.676,16.953,20.190,23.436,25.793,33.300,110.811,0.058
5,606.600,16.441,1.274,13.228,16.396,19.434,21.996,23.590,27.523,70.129,0.061
10,520.800,19.198,1.136,14.670,19.210,23.325,28.369,30.748,37.707,51.067,0.052
15,624.800,15.975,1.198,12.550,16.141,19.792,23.252,25.309,30.843,49.052,0.063
20,595.800,16.769,1.161,12.608,16.356,20.033,23.806,26.979,37.535,990.695,0.060
25,543.800,18.358,1.201,14.261,18.876,22.536,26.389,29.044,37.044,51.323,0.054
30,637.000,15.692,1.246,12.186,15.779,19.521,23.035,24.834,28.929,38.830,0.064
35,598.800,16.665,1.269,12.076,15.922,19.922,24.038,27.585,42.135,1026.798,0.060
40,531.800,18.802,0.977,14.687,19.040,23.120,27.088,29.207,36.657,52.458,0.053
45,607.600,16.427,1.201,12.587,16.144,19.915,23.316,25.768,31.813,934.778,0.061
50,616.600,16.203,1.133,12.194,16.137,20.017,23.620,26.500,33.519,62.453,0.062
55,522.800,19.125,1.096,14.612,18.763,23.493,27.291,29.950,35.115,901.376,0.052
60,634.400,15.735,1.094,12.305,15.857,19.400,22.792,24.746,29.757,56.211,0.064
65,561.400,17.791,1.221,12.625,16.333,20.996,27.362,33.289,45.611,888.548,0.056
70,543.600,18.367,1.474,14.394,18.683,22.734,26.476,28.797,32.907,51.352,0.054
75,585.000,17.076,1.138,12.427,16.037,19.853,23.642,25.759,34.895,973.753,0.059
80,536.400,18.605,1.212,13.895,18.934,23.245,27.363,30.008,34.780,58.715,0.054
85,610.400,16.381,1.267,12.712,16.681,20.400,23.677,25.595,30.130,44.920,0.061
90,636.400,15.692,1.290,12.314,15.744,19.097,22.530,25.141,30.806,63.135,0.064
95,526.600,18.978,1.228,14.121,18.797,23.238,27.794,30.463,36.451,887.539,0.053
100,618.400,16.149,1.368,12.842,16.329,19.873,23.001,25.138,29.262,58.325,0.062
105,634.200,15.747,1.093,12.207,15.896,19.446,22.956,24.860,29.361,66.292,0.064
110,539.800,18.494,1.192,13.814,18.527,23.210,27.646,30.295,36.340,46.549,0.054
115,604.400,16.460,1.217,12.801,16.160,19.534,22.919,24.890,28.938,994.282,0.061
