Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,33.800,4.735,1.650,2.611,3.222,5.116,7.293,9.539,17.045,85.274,0.211
5,31.400,2.148,1.335,1.803,2.034,2.446,2.765,3.171,4.194,4.606,0.466
10,48.200,1.924,1.138,1.540,1.767,2.108,2.649,3.058,4.415,5.321,0.520
15,40.800,1.840,1.022,1.476,1.732,2.053,2.461,2.751,3.991,4.675,0.544
20,35.000,1.732,1.034,1.399,1.614,1.917,2.251,2.886,3.715,4.325,0.577
25,47.400,1.793,1.087,1.460,1.633,1.945,2.479,2.757,4.081,5.238,0.558
30,39.200,1.880,1.112,1.468,1.672,2.087,2.887,3.194,3.678,4.882,0.532
35,38.800,1.833,1.107,1.499,1.674,2.005,2.477,3.090,3.983,4.548,0.545
40,33.800,1.858,0.936,1.418,1.653,2.169,2.737,3.428,4.078,4.407,0.538
45,35.600,1.843,1.004,1.446,1.661,2.040,2.585,3.292,3.965,4.201,0.542
50,18.000,1.869,1.113,1.425,1.680,2.209,2.767,3.088,3.715,3.715,0.535
55,31.600,1.846,1.053,1.388,1.604,1.994,2.910,3.326,4.911,5.033,0.542
60,39.000,1.762,1.038,1.445,1.614,1.893,2.430,2.969,3.365,3.595,0.567
65,51.000,1.819,1.049,1.442,1.682,1.981,2.522,3.171,3.928,5.736,0.550
70,50.000,1.673,1.087,1.403,1.558,1.800,2.179,2.430,3.329,4.221,0.598
75,63.600,1.663,1.066,1.429,1.577,1.795,2.083,2.452,3.166,4.136,0.601
80,48.600,1.667,1.083,1.395,1.561,1.791,2.163,2.567,2.953,3.946,0.600
85,55.200,1.663,1.023,1.407,1.561,1.782,2.113,2.478,3.653,3.843,0.601
90,60.600,1.664,1.031,1.411,1.562,1.773,2.137,2.476,2.931,4.208,0.601
95,58.400,1.652,1.064,1.412,1.567,1.793,2.031,2.308,4.008,4.942,0.605
100,57.000,1.643,1.021,1.416,1.587,1.759,2.045,2.268,2.822,3.848,0.609
105,58.200,1.711,1.062,1.421,1.585,1.824,2.184,2.725,3.862,4.291,0.584
110,62.400,1.646,1.079,1.412,1.557,1.787,2.053,2.381,3.150,4.537,0.608
115,61.400,1.758,1.099,1.392,1.532,1.704,2.044,2.467,3.348,45.954,0.569
