Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,30.000,5.027,2.162,3.830,4.673,5.873,7.381,8.196,10.349,11.413,0.199
5,43.400,4.164,2.129,3.415,4.008,4.726,5.516,6.012,6.656,8.387,0.240
10,42.200,4.189,2.138,3.374,3.999,4.827,5.704,6.169,7.360,8.646,0.239
15,40.200,4.133,2.135,3.309,3.869,5.012,5.478,6.174,6.955,9.149,0.242
20,38.600,4.051,2.091,3.269,3.795,4.812,5.690,6.277,7.743,7.805,0.247
25,43.200,4.270,1.920,3.268,4.073,5.027,6.044,6.745,8.036,9.463,0.234
30,33.000,4.057,2.070,3.310,3.837,4.625,5.813,6.402,8.268,9.150,0.246
35,43.200,4.067,1.776,3.320,3.788,4.606,5.734,6.597,8.623,9.906,0.246
40,31.600,4.368,2.194,3.370,4.225,5.145,6.169,6.713,8.043,8.283,0.229
45,36.400,4.045,1.902,3.134,3.782,4.749,5.847,6.683,7.941,7.961,0.247
50,20.600,3.936,2.118,3.051,3.764,4.649,5.564,6.003,7.031,7.668,0.254
55,31.200,4.158,2.042,3.352,3.919,4.922,5.923,6.589,7.507,7.892,0.240
60,45.000,4.220,1.931,3.254,4.121,5.019,5.770,6.187,7.947,9.192,0.237
65,49.600,4.414,1.413,3.542,4.179,5.153,6.119,6.582,8.606,10.034,0.227
70,45.800,4.760,2.351,4.051,4.649,5.451,6.165,6.637,7.308,7.973,0.210
75,56.000,4.627,2.215,3.962,4.590,5.271,6.013,6.217,6.958,7.157,0.216
80,41.800,4.650,2.341,3.850,4.542,5.296,6.078,6.530,7.132,7.990,0.215
85,53.200,4.714,2.509,3.891,4.542,5.388,6.119,6.758,8.918,10.458,0.212
90,60.000,4.552,2.410,3.867,4.521,5.215,5.771,6.130,7.182,8.509,0.220
95,56.400,4.786,2.338,3.903,4.533,5.317,5.995,6.453,6.907,46.003,0.209
100,55.600,4.499,2.357,3.749,4.348,5.113,5.859,6.404,7.631,7.658,0.222
105,57.800,4.565,2.471,3.807,4.513,5.178,5.878,6.349,8.064,9.383,0.219
110,59.800,4.526,2.414,3.855,4.359,5.189,5.781,6.082,7.560,8.865,0.221
115,59.400,4.661,2.012,3.673,4.134,4.745,5.597,6.029,46.583,48.944,0.215
