Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,533,533.000,644,5047,18239,18897,25589,33692,40612,119494,147016
1,647,647.000,550,1274,16699,15544,23115,30359,34371,50556,64837
2,657,657.000,579,3958,16608,15089,22390,26871,31125,36530,40660
3,693,693.000,543,5297,16491,14450,20997,25178,27475,33760,38069
4,718,718.000,477,3455,15449,13844,20431,24340,27504,34904,40829
5,672,672.000,515,3546,15918,14903,21339,25850,31431,51183,61104
6,685,685.000,526,5732,15792,14578,21010,25909,29482,36542,47843
7,706,706.000,540,4929,16003,14161,20732,25301,27413,32116,41649
8,720,720.000,432,5622,15536,13814,19900,24433,26909,32415,36928
9,701,701.000,505,3350,15749,14322,20491,25150,27694,54298,69179
10,723,723.000,533,3349,15332,13718,20330,24665,27265,30619,35762
11,670,670.000,457,6477,15975,15009,21493,25928,30225,46598,51786
12,684,684.000,480,4080,16453,14558,21379,25345,28089,38190,45696
13,753,753.000,482,3463,14675,13257,19655,24431,27374,31333,37441
14,727,727.000,485,5407,15183,13833,20039,24210,26956,32649,67243
15,586,586.000,521,8424,18602,16913,25235,28946,31799,43217,45189
16,564,564.000,547,9519,21227,17718,25292,28096,30216,34289,43347
17,612,612.000,483,6705,19050,16414,23915,27806,29941,33392,37644
18,615,615.000,484,8695,18591,16236,23298,26916,29056,33734,49667
19,629,629.000,500,8529,18180,15814,22594,26633,29400,34146,38809
20,684,684.000,529,5539,16233,14665,21668,26425,28920,33541,36891
21,696,696.000,477,6400,16567,14440,21172,24962,26781,32174,34249
22,700,700.000,482,6856,15869,14144,20579,24901,27384,32276,42150
23,723,723.000,507,3849,15923,13866,20738,24693,27149,30908,36885
24,697,697.000,503,6005,15940,14397,20810,25661,27739,32443,37125
25,710,710.000,498,4738,15056,13963,20310,25315,28120,32439,49689
26,693,693.000,482,6292,16284,14425,21203,25064,27061,31660,36934
27,718,718.000,478,5702,15188,13972,20475,24831,27545,32117,44062
28,721,721.000,493,3748,15616,13809,20172,24684,26944,31310,45703
29,640,640.000,479,9022,16345,15695,21719,26390,28270,69550,81892
30,600,600.000,537,10075,17411,16563,22664,27592,32009,56808,64878
31,718,718.000,470,1745,14664,14238,19484,23331,25673,30237,954688
