Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,33.600,29.730,8.091,16.633,24.905,33.354,66.577,75.378,108.309,108.323,0.034
5,34.600,28.860,7.992,16.663,24.922,33.395,58.285,66.642,124.811,141.555,0.035
10,34.800,28.888,8.071,16.628,24.888,33.356,58.373,83.173,124.817,124.965,0.035
15,47.800,20.857,8.107,8.303,8.398,24.920,58.182,75.075,116.677,116.771,0.048
20,86.800,11.435,7.968,8.288,8.348,8.421,8.583,25.100,100.126,141.663,0.087
25,85.800,11.618,7.698,8.298,8.339,8.393,16.588,33.317,91.690,100.053,0.086
30,88.400,11.309,8.103,8.288,8.338,8.385,8.492,33.298,83.431,116.777,0.088
35,92.200,10.799,8.098,8.292,8.315,8.372,8.507,25.018,66.604,108.259,0.093
40,87.800,11.439,8.120,8.296,8.316,8.372,8.614,33.288,75.256,108.498,0.087
45,77.000,12.865,8.087,8.295,8.318,8.398,24.945,41.590,91.610,133.382,0.078
50,86.200,11.571,8.109,8.295,8.315,8.371,8.485,25.553,74.962,191.605,0.086
55,81.600,12.233,8.021,8.292,8.314,8.385,16.498,33.533,66.810,362.555,0.082
60,86.200,11.585,8.088,8.292,8.307,8.368,16.639,33.280,75.042,100.202,0.086
65,90.000,11.056,8.098,8.292,8.307,8.364,16.537,25.124,58.425,100.192,0.090
70,89.200,11.197,7.979,8.291,8.310,8.369,8.476,33.204,83.313,125.098,0.089
75,87.000,11.504,8.110,8.299,8.317,8.365,16.618,33.297,66.749,91.848,0.087
80,90.000,11.045,7.959,8.302,8.315,8.362,16.563,33.249,66.675,83.330,0.091
85,86.200,11.574,8.019,8.280,8.328,8.419,16.655,33.408,66.725,83.187,0.086
90,90.600,11.030,8.040,8.285,8.321,8.403,8.745,25.219,66.707,83.239,0.091
95,91.400,11.004,7.983,8.279,8.318,8.404,8.521,33.300,66.442,83.469,0.091
100,89.400,11.082,8.003,8.283,8.323,8.393,8.524,25.032,74.931,99.939,0.090
105,101.800,9.799,8.143,8.303,8.317,8.351,8.402,8.428,41.696,324.181,0.102
110,107.800,9.254,8.108,8.306,8.317,8.345,8.394,8.486,41.635,67.109,0.108
115,105.600,9.272,8.050,8.295,8.317,8.369,8.445,8.497,41.700,100.099,0.108
