Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,176,176.000,15449,27327,33489,77338,60596,146502,485552,583827,586973
1,61,61.000,1837,27045,78157,109047,160247,279290,292688,373763,373763
2,93,93.000,9455,21589,65355,170309,141423,478798,830824,884472,884472
3,35,35.000,13932,24493,45217,116470,166751,184152,700415,739613,739613
4,125,125.000,740,17544,38426,108579,99726,434676,457707,489122,493215
5,99,99.000,2167,19338,36356,96004,89644,363273,528184,562455,562455
6,87,87.000,3704,23395,55739,126927,112801,580514,581127,617040,617040
7,128,128.000,1335,17559,33309,65735,74330,122617,329895,386664,408583
8,118,118.000,6254,19514,42037,86763,101502,192393,420352,446372,447903
9,120,120.000,905,19550,38895,59509,85280,144197,161703,347204,368960
10,134,134.000,772,22051,55324,76791,83015,112630,356407,368834,371277
11,113,113.000,1039,24378,60082,86681,91507,117689,391610,394465,396360
12,112,112.000,8766,38894,61754,111043,110570,148066,580104,582386,599762
13,132,132.000,714,24367,53493,57648,79428,122507,137713,138312,139975
14,94,94.000,2977,27907,53767,113183,112563,552075,575318,575693,575693
15,134,134.000,3048,37429,55367,69070,81324,147866,158596,171104,172854
16,91,91.000,921,27139,45963,110495,112275,480512,570970,592420,592420
17,107,107.000,665,36688,111527,93979,136590,170392,178589,203938,206291
18,75,75.000,7585,30101,69371,136334,102423,643684,645854,649862,649862
19,145,145.000,664,30990,64003,66583,94995,125888,135827,138273,188769
20,79,79.000,1600,41318,68762,133478,181728,452488,490833,511791,511791
21,112,112.000,648,52623,77787,85238,111566,167835,177712,193348,222159
22,128,128.000,833,39740,52711,87505,121275,144999,169257,522149,1011763
23,113,113.000,2291,15199,27444,80547,80805,176541,471965,512135,513684
24,112,112.000,710,69575,95967,91526,111024,136325,143935,144185,149929
