Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,98.000,109.696,0.740,23.129,39.250,116.487,407.045,477.995,830.824,884.472,0.009
5,110.400,83.950,0.905,19.338,40.109,98.931,174.773,408.583,580.816,617.040,0.012
10,117.000,86.788,0.714,26.396,55.240,91.113,137.470,371.277,580.104,599.762,0.012
15,110.400,89.214,0.664,33.819,61.927,108.222,146.505,178.484,645.053,649.862,0.011
20,108.800,93.098,0.648,35.660,75.238,112.149,165.043,185.535,511.443,1011.763,0.011
25,97.000,103.323,0.696,51.579,79.816,133.935,185.540,252.230,535.444,561.468,0.010
30,111.800,88.065,0.650,57.632,79.264,118.970,153.096,168.516,207.064,229.079,0.011
35,96.000,104.336,0.717,53.161,81.331,117.127,155.640,191.664,688.028,689.411,0.010
40,89.000,113.416,0.813,55.000,84.328,127.566,155.844,353.514,797.494,805.791,0.009
45,117.200,86.268,0.695,36.931,58.769,103.752,144.871,326.860,488.752,498.741,0.012
50,126.600,77.980,9.034,36.641,53.193,77.098,130.462,161.449,752.804,754.957,0.013
55,137.600,71.810,0.565,35.578,58.713,85.289,110.340,142.054,501.824,1024.516,0.014
60,117.800,85.226,0.723,43.934,66.790,94.030,136.446,153.436,566.306,590.452,0.012
65,261.000,38.154,0.561,13.054,19.280,36.059,72.287,112.322,486.418,544.469,0.026
70,224.400,44.509,0.509,13.915,20.876,50.554,86.609,134.938,431.159,563.318,0.022
75,118.800,84.102,0.669,43.105,60.848,92.685,123.110,158.869,675.040,677.673,0.012
80,146.600,68.652,0.644,39.735,52.042,75.531,107.713,125.616,725.432,742.107,0.015
85,173.200,58.275,0.423,20.822,51.005,75.852,111.386,135.197,423.715,1010.413,0.017
90,125.000,78.423,0.881,42.636,59.603,85.774,125.968,134.159,735.827,751.461,0.013
95,127.400,80.208,0.689,42.597,66.132,92.434,125.845,166.048,775.775,777.700,0.012
100,143.400,68.842,0.660,42.270,54.125,76.276,117.358,151.269,433.974,458.720,0.015
105,126.000,78.860,0.721,42.469,65.168,92.806,127.982,167.789,500.661,501.401,0.013
110,129.200,77.312,0.624,40.646,50.797,75.639,127.224,208.566,792.099,794.298,0.013
115,137.800,71.973,0.620,42.699,60.209,92.373,114.706,143.529,324.705,334.780,0.014
