Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,459,459.000,1525,11552,17687,22154,25349,35107,44647,166253,179663,458,1,166253,17687,22154,25349,35107,44647
1,447,447.000,2390,16740,18159,22038,27271,36159,44069,60501,106227,447,0,60501,18159,22038,27271,36159,44069
2,554,554.000,1061,11647,17903,18068,24529,26436,29574,43525,45448,553,1,43525,17903,18068,24529,26436,29574
3,589,589.000,999,6508,17670,17015,23223,26018,27317,42419,44450,588,1,42419,17670,17015,23223,26018,27317
4,623,623.000,754,5957,17385,15973,21985,23681,26154,30137,43283,623,0,30137,17385,15973,21985,23681,26154
5,592,592.000,874,16475,17318,16739,20874,25485,26552,38999,45312,592,0,38999,17318,16739,20874,25485,26552
6,565,565.000,859,16589,17274,17754,21688,25973,31625,42938,51902,565,0,42938,17274,17754,21688,25973,31625
7,596,596.000,1004,5968,17261,16680,21623,25824,33961,35171,49109,596,0,35171,17261,16680,21623,25824,33961
8,608,608.000,866,6710,17199,16479,22010,25573,26110,36864,67665,607,1,36864,17199,16479,22010,25573,26110
9,589,589.000,963,11752,17095,16889,21297,25749,33570,41867,48371,588,1,41867,17095,16889,21297,25749,33570
10,611,611.000,845,5520,17191,16468,22856,25578,27815,60809,71656,610,1,60809,17191,16468,22856,25578,27815
11,625,625.000,1356,5415,17389,15856,22068,25384,26352,34556,50995,624,1,34556,17389,15856,22068,25384,26352
12,587,587.000,4139,16297,17169,17075,22198,25375,25998,35126,50866,586,1,35126,17169,17075,22198,25375,25998
13,604,604.000,679,9897,17107,16495,21367,25487,26330,33850,44769,603,1,33850,17107,16495,21367,25487,26330
14,625,625.000,766,5430,17140,15983,21362,25418,26123,34811,43196,624,1,34811,17140,15983,21362,25418,26123
15,634,634.000,730,5865,17061,15724,21126,25049,25762,29854,37811,633,1,29854,17061,15724,21126,25049,25762
16,615,615.000,773,16313,16936,16241,17414,21633,25258,54516,61108,614,1,54516,16936,16241,17414,21633,25258
17,643,643.000,797,16365,16892,15503,17436,21010,24701,25917,32111,642,1,25917,16892,15503,17436,21010,24701
18,643,643.000,840,16230,16984,15651,17582,21868,25097,26006,32220,642,1,26006,16984,15651,17582,21868,25097
19,612,612.000,773,16342,17019,16279,20302,24870,25303,26383,41407,611,1,26383,17019,16279,20302,24870,25303
20,570,570.000,729,16649,16949,17447,17906,25046,25652,33270,41370,569,1,33270,16949,17447,17906,25046,25652
21,544,544.000,782,16679,16989,18354,23985,25616,29393,37348,53083,543,1,37348,16989,18354,23985,25616,29393
22,595,595.000,719,16545,16949,16835,20605,25188,25647,33134,39163,594,1,33134,16949,16835,20605,25188,25647
23,613,613.000,776,16472,16933,16330,19837,24563,25478,27036,37659,612,1,27036,16933,16330,19837,24563,25478
24,533,533.000,707,16719,17000,18715,17930,25168,25486,41864,53620,532,1,41864,17000,18715,17930,25168,25486
25,544,544.000,781,5431,17016,18341,21546,25445,33032,158749,160408,544,0,158749,17016,18341,21546,25445,33032
26,670,670.000,988,5237,17091,14883,21263,22128,25152,26053,33836,669,1,26053,17091,14883,21263,22128,25152
27,657,657.000,991,5063,17148,15270,21060,22145,25149,41400,102575,656,1,41400,17148,15270,21060,22145,25149
28,663,663.000,745,5332,17068,14968,21375,22310,25046,26448,34022,662,1,26448,17068,14968,21375,22310,25046
29,682,682.000,781,5162,16963,14710,20942,21939,22581,33608,36723,681,1,33608,16963,14710,20942,21939,22581
30,683,683.000,842,5211,17035,14629,21010,21753,22581,25430,26304,683,0,25430,17035,14629,21010,21753,22581
31,630,630.000,834,16530,16887,15848,17618,21300,24899,25588,34136,629,1,25588,16887,15848,17618,21300,24899
32,553,553.000,4273,16649,16977,18099,20261,24961,25223,67327,84590,552,1,67327,16977,18099,20261,24961,25223
33,602,602.000,757,16631,16911,16653,17463,24515,24875,25327,46999,601,1,25327,16911,16653,17463,24515,24875
34,571,571.000,800,16659,16798,17410,16983,17359,24549,33685,33960,570,1,33685,16798,17410,16983,17359,24549
35,586,586.000,684,16653,16778,17043,16911,17163,17361,25493,50105,585,1,25493,16778,17043,16911,17163,17361
36,585,585.000,780,16672,16784,17053,16905,17112,17317,36029,44691,584,1,36029,16784,17053,16905,17112,17317
37,490,490.000,735,16663,16814,20413,17042,17554,33488,149732,150187,489,1,149732,16814,20413,17042,17554,33488
38,564,564.000,716,16649,16799,17713,17037,24753,25229,33438,34434,563,1,33438,16799,17713,17037,24753,25229
39,546,546.000,789,16647,16796,18267,17129,24737,25265,50181,51338,545,1,50181,16796,18267,17129,24737,25265
40,565,565.000,868,16656,16815,17638,17032,24600,25126,25662,33544,564,1,25662,16815,17638,17032,24600,25126
41,572,572.000,777,16681,16790,17450,16936,17357,25132,25493,25657,571,1,25493,16790,17450,16936,17357,25132
42,566,566.000,5038,16643,16791,17643,16949,17476,25289,33651,33843,565,1,33651,16791,17643,16949,17476,25289
43,514,514.000,4888,16645,16806,19347,17048,24779,25335,108343,109231,513,1,108343,16806,19347,17048,24779,25335
44,573,573.000,768,16641,16787,17588,16965,17364,25482,33763,34286,572,1,33763,16787,17588,16965,17364,25482
45,595,595.000,1130,16621,16764,16760,16914,17123,17304,17569,24499,594,1,17569,16764,16760,16914,17123,17304
46,561,561.000,16031,16642,16784,17752,16996,21077,25280,33399,33655,560,1,33399,16784,17752,16996,21077,25280
47,447,447.000,819,16647,16844,22448,24980,33054,42193,108531,108743,446,1,108531,16844,22448,24980,33054,42193
48,560,560.000,16000,16649,16777,17803,16952,24942,25145,25340,25733,559,1,25340,16777,17803,16952,24942,25145
49,541,541.000,764,16651,16778,18413,17009,25133,25504,33618,33979,540,1,33618,16778,18413,17009,25133,25504
50,555,555.000,14766,16628,16798,17970,16978,25004,25334,33433,34035,554,1,33433,16798,17970,16978,25004,25334
51,515,515.000,878,16640,16790,19515,16997,25159,25715,83144,125218,514,1,83144,16790,19515,16997,25159,25715
52,556,556.000,900,16661,16774,17915,16945,24975,25170,25391,25516,555,1,25391,16774,17915,16945,24975,25170
53,568,568.000,781,16637,16775,17539,16966,17432,25017,25327,50239,567,1,25327,16775,17539,16966,17432,25017
54,571,571.000,847,16629,16803,17618,17047,25073,25210,25443,25706,570,1,25443,16803,17618,17047,25073,25210
55,581,581.000,735,16637,16781,17239,16969,24333,25393,40634,50358,580,1,40634,16781,17239,16969,24333,25393
56,535,535.000,892,16649,16772,18552,16986,25170,25562,58236,58895,534,1,58236,16772,18552,16986,25170,25562
57,520,520.000,931,16650,16823,19164,17122,24972,25500,83398,83697,519,1,83398,16823,19164,17122,24972,25500
