Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,276,276.000,1259,24408,25321,36933,41675,50262,108998,188628,189019
1,432,432.000,1159,16800,24975,22932,25226,33363,41561,58290,67866
2,449,449.000,8081,24352,24948,22136,25083,33150,33452,49981,50302
3,434,434.000,434,16741,24971,23063,25137,33212,33433,83599,83685
4,454,454.000,619,16828,24950,22032,25100,32953,33322,49977,50297
5,451,451.000,7493,24162,24948,22104,25052,25233,33362,66664,66849
6,440,440.000,627,24367,24946,22769,25114,33332,41264,58207,58585
7,416,416.000,7287,24663,24974,23999,25110,33283,50470,74939,75073
8,440,440.000,8084,24635,24969,22710,25060,25247,33307,83305,83360
9,456,456.000,7393,24171,24947,21878,25049,25315,33360,50098,50379
10,450,450.000,7462,23794,24940,22277,25079,33035,33379,58340,58698
11,446,446.000,8121,24595,24937,22287,25045,25273,33408,50044,50585
12,433,433.000,7388,16749,24957,23058,25065,33233,33462,83259,83409
13,449,449.000,556,16707,24961,22351,25100,33215,33463,50022,50499
14,449,449.000,395,16734,24945,21991,25033,32508,33387,50726,50864
15,441,441.000,600,24278,24957,22798,25059,33252,41739,58436,58804
16,423,423.000,7258,24626,24958,23548,25075,33169,33480,83434,83587
17,444,444.000,7364,24696,24969,22475,25056,33185,33361,58473,58731
18,371,371.000,550,24763,24998,27090,25160,50556,58597,83341,83875
19,447,447.000,7656,16659,24962,22263,25051,25644,33361,58469,66920
20,436,436.000,8157,24684,24969,22921,25052,33118,33346,83353,83461
21,438,438.000,7440,24038,24955,22894,25089,33452,33784,50012,51324
22,439,439.000,8081,24552,24957,22707,25054,25308,33322,83372,83479
23,452,452.000,8070,24693,24964,22113,25057,25301,33369,58142,58288
24,441,441.000,8204,24738,24964,22714,25049,33224,33435,58183,58406
25,448,448.000,6620,24192,24956,22289,25046,25304,33363,66683,66817
26,423,423.000,8111,24516,24965,23563,25059,33153,33466,91879,116949
27,444,444.000,8206,24708,24967,22507,25063,33268,33396,58263,58461
28,432,432.000,8145,24616,24962,23134,25062,33239,33410,91717,91940
29,453,453.000,560,16725,24963,22351,25064,33220,33429,58293,58591
30,432,432.000,8176,24677,24963,23133,25052,33295,33400,83328,83374
31,437,437.000,8127,24583,24983,22505,25075,33293,33584,49918,50143
32,396,396.000,8099,24584,24980,25249,25258,41838,50326,58405,66968
