Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1652397941.798844,189019,2,1
2,Payment,1652397941.798844,188386,9,1
2,Payment,1652397941.798847,188374,6,1
2,Payment,1652397941.798848,188374,5,1
2,Payment,1652397941.798849,188238,8,1
2,Payment,1652397941.798853,146135,7,1
2,Payment,1652397941.798887,188326,4,1
2,Payment,1652397941.798898,188670,3,1
2,Payment,1652397941.798940,188628,0,1
2,Payment,1652397941.798940,188334,1,1
2,Payment,1652397941.945378,15688,7,1
2,Payment,1652397941.961135,24812,7,1
2,Payment,1652397941.986142,41523,7,1
2,Payment,1652397941.987162,109016,8,1
2,Payment,1652397941.987308,108695,6,1
2,Payment,1652397941.987308,109012,9,1
2,Payment,1652397941.987322,108998,4,1
2,Payment,1652397941.987338,109000,1,1
2,Payment,1652397941.987340,108906,5,1
2,Payment,1652397941.987652,108626,0,1
2,Payment,1652397941.987653,108626,3,1
2,Payment,1652397941.987925,107251,2,1
2,Payment,1652397942.027730,50078,7,1
2,Payment,1652397942.077872,16604,7,1
2,Payment,1652397942.094558,16562,7,1
2,Payment,1652397942.095231,41800,2,1
2,Payment,1652397942.096062,41437,6,1
2,Payment,1652397942.096232,41058,8,1
2,Payment,1652397942.096288,41247,5,1
2,Payment,1652397942.096353,40659,3,1
2,Payment,1652397942.096353,41182,0,1
2,Payment,1652397942.096376,41292,9,1
2,Payment,1652397942.096379,41222,4,1
2,Payment,1652397942.096389,41058,1,1
2,Payment,1652397942.111205,8151,7,1
2,Payment,1652397942.119429,16665,7,1
2,Payment,1652397942.136161,8250,7,1
2,Payment,1652397942.137068,33443,3,1
2,Payment,1652397942.137091,33437,2,1
2,Payment,1652397942.137349,33161,8,1
2,Payment,1652397942.137493,33219,1,1
2,Payment,1652397942.137555,33453,6,1
2,Payment,1652397942.137576,33113,5,1
2,Payment,1652397942.137610,33328,0,1
2,Payment,1652397942.137662,33177,4,1
2,Payment,1652397942.137702,33206,9,1
2,Payment,1652397942.144470,8522,7,1
2,Payment,1652397942.153055,16468,7,1
2,Payment,1652397942.169584,16593,7,1
2,Payment,1652397942.170584,50309,8,1
2,Payment,1652397942.170595,49901,2,1
2,Payment,1652397942.170596,49922,3,1
2,Payment,1652397942.170747,49787,5,1
2,Payment,1652397942.170747,50249,1,1
2,Payment,1652397942.170886,50090,4,1
2,Payment,1652397942.170944,50032,9,1
2,Payment,1652397942.171010,49566,0,1
2,Payment,1652397942.171074,49883,6,1
2,Payment,1652397942.186239,16681,7,1
2,Payment,1652397942.202974,16601,7,1
2,Payment,1652397942.219630,16630,7,1
2,Payment,1652397942.220552,42297,2,1
2,Payment,1652397942.220566,41675,3,1
2,Payment,1652397942.220590,41657,5,1
2,Payment,1652397942.220633,41319,0,1
2,Payment,1652397942.220942,41719,8,1
2,Payment,1652397942.221006,41048,6,1
2,Payment,1652397942.221022,41827,9,1
2,Payment,1652397942.221022,41848,4,1
2,Payment,1652397942.221036,41618,1,1
2,Payment,1652397942.236319,16827,7,1
2,Payment,1652397942.253202,8244,7,1
2,Payment,1652397942.261504,8308,7,1
2,Payment,1652397942.262011,41779,0,1
2,Payment,1652397942.262099,42078,6,1
2,Payment,1652397942.262300,41942,3,1
2,Payment,1652397942.262308,41846,5,1
2,Payment,1652397942.262688,41445,1,1
2,Payment,1652397942.262718,41762,8,1
2,Payment,1652397942.262899,41270,2,1
2,Payment,1652397942.262899,41580,9,1
2,Payment,1652397942.262925,41251,4,1
2,Payment,1652397942.269854,16685,7,1
2,Payment,1652397942.286629,16690,7,1
2,Payment,1652397942.303421,16611,7,1
2,Payment,1652397942.303851,41664,0,1
2,Payment,1652397942.304196,41738,1,1
2,Payment,1652397942.304212,41675,2,1
2,Payment,1652397942.304212,41560,5,1
2,Payment,1652397942.304235,41389,4,1
2,Payment,1652397942.304238,41766,6,1
2,Payment,1652397942.304299,41628,3,1
2,Payment,1652397942.304560,41163,8,1
2,Payment,1652397942.304560,41222,9,1
2,Payment,1652397942.320087,16503,7,1
2,Payment,1652397942.336655,8309,7,1
2,Payment,1652397942.345028,8348,7,1
2,Payment,1652397942.345577,24871,0,1
2,Payment,1652397942.345685,25571,4,1
2,Payment,1652397942.345779,25349,8,1
