Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,176.600,56.972,4.722,25.819,42.424,83.752,117.555,142.797,167.501,181.511,0.018
5,136.400,74.011,25.336,42.132,58.811,92.722,142.383,167.427,208.725,208.859,0.014
10,117.600,84.017,17.574,41.985,75.565,117.044,150.422,175.463,267.186,267.326,0.012
15,248.200,40.038,16.619,17.001,17.182,34.007,109.012,142.139,192.043,308.678,0.025
20,246.000,40.744,16.230,16.971,17.098,50.107,108.656,142.024,191.888,242.121,0.025
25,255.800,38.961,16.368,16.891,17.042,41.973,108.658,141.945,166.987,225.320,0.026
30,180.200,56.397,16.450,16.896,17.334,83.619,141.987,175.325,216.845,258.622,0.018
35,258.000,38.066,16.482,16.854,16.967,33.726,108.418,133.673,200.374,317.437,0.026
40,259.800,38.517,15.871,16.829,16.952,33.673,117.125,158.441,191.917,225.278,0.026
45,226.200,44.201,16.384,16.830,17.004,66.871,108.541,150.118,166.929,225.046,0.023
50,227.800,43.791,16.305,16.845,25.141,58.493,93.203,133.323,158.803,183.551,0.023
55,305.800,32.764,16.019,16.791,16.920,33.525,75.395,108.454,150.154,167.037,0.031
60,234.000,42.692,16.444,16.861,25.059,58.379,99.855,124.923,225.344,233.405,0.023
65,264.000,37.807,16.432,16.801,16.929,50.143,91.854,116.767,141.980,166.952,0.026
70,296.000,34.084,16.311,16.766,16.895,41.675,83.411,108.397,141.829,183.457,0.029
75,306.200,32.322,16.400,16.762,16.888,33.615,75.104,91.813,125.102,141.643,0.031
80,292.000,34.194,16.024,16.758,16.867,41.929,75.155,100.041,141.739,142.043,0.029
85,298.000,33.571,16.084,16.757,16.876,41.807,83.288,91.847,133.550,183.511,0.030
90,299.600,33.460,15.541,16.739,16.833,33.526,75.069,108.516,159.027,200.166,0.030
95,192.000,52.101,16.415,16.882,41.685,83.272,108.454,125.139,133.510,150.359,0.019
100,268.000,37.356,15.313,16.731,16.842,41.510,91.734,133.519,175.309,232.834,0.027
105,266.000,37.632,16.333,16.729,16.864,33.586,100.115,133.323,191.718,225.013,0.027
110,279.400,35.795,16.371,16.712,16.798,25.142,100.086,141.761,183.471,241.769,0.028
115,270.600,35.822,16.307,16.715,16.835,33.523,92.347,125.214,174.851,183.424,0.028
