Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,25.800,5.801,1.035,4.659,5.586,6.615,7.921,9.385,11.500,12.751,0.172
5,31.000,6.002,0.825,4.137,4.879,5.899,9.405,15.203,24.769,29.809,0.167
10,35.400,4.716,0.662,4.146,4.601,5.219,5.884,6.475,8.244,9.455,0.212
15,32.000,4.412,0.696,3.995,4.425,4.895,5.501,5.644,7.495,7.503,0.227
20,38.600,4.743,1.503,4.103,4.621,5.270,6.240,6.583,7.381,8.658,0.211
25,29.600,4.503,0.603,3.904,4.423,5.070,6.153,6.535,7.969,8.366,0.222
30,41.400,4.677,0.547,4.059,4.562,5.377,6.106,6.637,7.320,9.329,0.214
35,33.800,4.474,0.616,3.873,4.382,4.958,5.837,6.267,8.197,11.421,0.224
40,40.800,4.768,0.630,4.151,4.717,5.445,6.134,6.625,7.197,8.846,0.210
45,42.400,4.460,0.611,3.794,4.370,4.942,5.962,6.468,8.466,9.958,0.224
50,35.000,4.502,0.565,3.905,4.358,5.092,5.912,6.342,7.630,9.368,0.222
55,33.400,4.518,0.625,3.979,4.426,5.007,5.706,6.231,7.660,8.554,0.221
60,36.600,4.575,1.305,4.032,4.509,5.034,5.884,6.582,7.471,7.859,0.219
65,42.800,5.107,0.603,4.226,4.930,5.821,7.084,7.900,9.428,10.898,0.196
70,31.400,4.811,0.723,4.101,4.767,5.444,6.378,6.863,8.159,8.533,0.208
75,36.800,4.432,0.619,3.900,4.395,5.081,5.618,6.002,7.780,8.010,0.226
80,34.200,5.279,0.656,4.128,4.785,5.787,7.020,8.739,13.845,21.985,0.189
85,32.400,4.709,0.597,4.061,4.644,5.398,5.953,6.260,7.824,8.080,0.212
90,38.000,4.863,0.861,4.043,4.706,5.352,6.621,7.652,8.407,9.912,0.206
95,33.800,5.198,1.604,4.209,4.776,5.629,6.838,8.214,12.715,14.503,0.192
100,33.000,4.700,0.657,4.050,4.711,5.416,6.176,6.521,7.482,8.041,0.213
105,38.400,4.829,0.542,4.105,4.684,5.476,6.337,7.306,9.010,9.074,0.207
110,37.600,5.530,0.713,4.197,4.861,5.844,8.163,9.716,20.469,24.231,0.181
115,39.800,4.907,0.624,4.268,4.694,5.591,6.572,7.194,10.454,12.149,0.204
