Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,381,381.000,7928,23982,24890,26593,25275,33684,66986,108227,108361
1,468,468.000,8038,24175,24922,21338,25066,25289,33190,33394,33752
2,420,420.000,6978,24522,24981,23792,25108,33324,50059,58500,58964
3,422,422.000,8182,24637,24979,23574,25073,33341,49912,58300,58363
4,457,457.000,7975,16744,24963,21700,25042,25355,33340,33484,33530
5,432,432.000,8095,24729,24978,23146,25088,33299,41811,58258,74562
6,453,453.000,7998,24622,24964,22337,25036,33162,33373,58304,58353
7,446,446.000,8099,24617,24956,22291,25051,25203,33350,50078,50171
8,454,454.000,8110,24589,24964,22124,25058,33219,33344,50061,50094
9,458,458.000,8165,16800,24953,21704,25054,25324,33337,33452,33575
10,454,454.000,8192,24588,24976,22123,25053,32359,33406,49832,49979
11,447,447.000,8053,16849,24950,22636,25060,33060,33404,75149,75403
12,444,444.000,8096,24507,24950,21941,25049,33123,33401,41750,41814
13,456,456.000,8038,24654,24969,21918,25054,25243,33329,49972,49988
14,426,426.000,7980,24740,24980,23698,25100,33326,33516,83398,83502
15,449,449.000,8110,16816,24941,22090,25118,33280,33396,33619,34643
16,415,415.000,8068,24777,24976,24733,25082,33406,58263,74971,75145
17,408,408.000,8179,24658,24968,23963,25141,33579,41999,58328,58472
18,447,447.000,8213,24639,24963,22209,25042,33227,33425,49924,50094
19,446,446.000,8204,24557,24973,22301,25060,25339,33414,58197,67644
20,438,438.000,8173,23670,24957,23048,25066,33207,33445,91519,91718
21,450,450.000,7942,24451,24963,22034,25064,25423,33375,50070,50218
22,441,441.000,8031,24732,24979,22721,25062,33103,33412,58306,58557
23,447,447.000,8200,24626,24965,22531,25063,25270,33340,75121,83309
24,461,461.000,8111,24595,24965,21519,25048,25225,33333,33428,33543
25,451,451.000,8107,24624,24962,22106,25053,25258,33321,58270,58472
26,432,432.000,7995,24395,24965,23154,25117,33298,33623,66548,66778
27,440,440.000,8119,24615,24967,22720,25076,33309,33623,58376,58423
28,447,447.000,8123,24555,24958,22339,25048,25311,33386,66634,66767
29,456,456.000,8175,24569,24976,21920,25054,25249,33319,49974,50177
30,377,377.000,7968,24607,25002,26593,25246,49814,58640,91531,91697
31,444,444.000,8129,24672,24970,22514,25057,33287,33512,58303,58472
32,438,438.000,8176,24619,24975,22746,25064,33297,33458,58369,58440
33,449,449.000,8175,24674,24956,22353,25062,33064,33443,58361,58408
34,451,451.000,7903,24553,24971,22115,25074,32659,33391,50005,50222
35,444,444.000,8145,24653,24968,22509,25078,33232,33437,50010,58317
36,452,452.000,8202,24730,24975,23221,25042,33298,33538,74951,75192
37,432,432.000,8163,24609,24965,22174,25069,33092,33384,50003,50232
38,429,429.000,8218,24422,24978,23163,25052,33260,33401,83201,91560
39,456,456.000,8081,24411,24967,21920,25053,25363,33387,41683,42041
40,463,463.000,8124,16710,24975,21532,25044,25158,33253,33415,33918
41,452,452.000,8055,24569,24959,22112,25084,25497,33409,57988,58418
42,441,441.000,8192,24695,24980,22724,25055,33280,33521,58275,58512
43,441,441.000,8140,24740,24974,22495,25036,25202,33415,58322,58406
44,451,451.000,8221,24514,24973,22105,25040,25183,33304,58234,58378
45,423,423.000,7853,24398,24964,23869,25149,33403,50020,66774,66969
46,432,432.000,8112,24655,24971,22894,25072,25358,33327,83254,83470
47,452,452.000,8218,24646,24969,22666,25052,33169,33444,58229,58560
48,428,428.000,8226,24641,24974,22924,25045,33254,33386,83173,83263
49,460,460.000,8164,24297,24978,21622,25036,25290,33327,33404,33602
50,452,452.000,8174,24462,24971,22223,25044,25376,33404,58287,58382
51,436,436.000,8242,24572,24956,22811,25043,25289,33490,83308,83642
52,444,444.000,8178,24537,24962,22908,25072,25652,33460,74995,75191
53,440,440.000,8135,24592,24958,22313,25046,33269,33405,50029,50118
54,456,456.000,8214,24533,24961,22029,25065,25424,33351,50025,50115
55,448,448.000,8068,24699,24963,22201,25066,25363,33324,58228,58483
56,435,435.000,8031,24552,24953,22916,25042,25415,33486,83498,91823
57,461,461.000,8205,24529,24955,21809,25039,33174,33365,33520,33648
58,415,415.000,8026,24557,24974,23944,25072,33322,33686,108269,116772
59,453,453.000,8209,24616,24964,22119,25043,33211,33370,49981,50441
60,451,451.000,8093,24254,24956,22884,25079,32955,33490,83432,83564
61,449,449.000,8178,24186,24966,21569,25048,25207,33332,33542,33713
62,374,374.000,8047,24626,24983,26603,25122,49879,50204,116621,133213
63,444,444.000,8127,24629,24964,22511,25081,33277,33411,49972,50107
64,449,449.000,8113,24620,24963,22316,25072,25273,33325,66557,66747
65,403,403.000,8123,24523,24979,25160,25330,41457,41757,83324,83616
66,444,444.000,8153,24594,24958,22137,25070,25230,33354,58324,58508
67,437,437.000,8086,24614,24963,23022,25088,33257,33422,75106,83416
68,439,439.000,8091,24644,24970,22614,25038,25223,33456,58418,58462
69,442,442.000,8069,24492,24964,22727,25056,25224,33350,83341,83591
70,446,446.000,8119,24753,24967,22484,25053,33281,33396,58388,58452
