Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,305,305.000,1188,15209,22675,33337,34842,53428,153202,176195,222540,304,1,176195,22675,33337,34842,53428,153202
1,603,603.000,647,1359,11765,16431,23169,37591,61400,114521,147616,602,1,114521,11765,16431,23169,37591,61400
2,615,615.000,525,1277,11952,16426,23645,44778,59079,78303,102025,614,1,78303,11952,16426,23645,44778,59079
3,478,478.000,656,1394,14548,20742,36465,54776,62542,77898,104787,477,1,77898,14548,20742,36465,54776,62542
4,489,489.000,545,1280,16602,20480,37679,51070,56996,64745,76105,489,0,64745,16602,20480,37679,51070,56996
5,420,420.000,721,1330,17004,23627,39799,58108,65946,86401,93693,419,1,86401,17004,23627,39799,58108,65946
6,443,443.000,796,1286,17267,22478,43266,53291,61159,75643,83903,442,1,75643,17267,22478,43266,53291,61159
7,345,345.000,760,1422,28726,29193,48749,61787,65517,80112,91969,345,0,80112,28726,29193,48749,61787,65517
8,331,331.000,820,1609,28185,29677,46341,63226,71079,94742,113703,331,0,94742,28185,29677,46341,63226,71079
9,374,374.000,786,1413,27654,27069,43913,55751,66447,83135,84199,373,1,83135,27654,27069,43913,55751,66447
10,304,304.000,827,1849,35172,32599,53982,67174,70464,86416,87234,304,0,86416,35172,32599,53982,67174,70464
11,314,314.000,799,1489,35911,31933,53117,62495,68460,79401,96275,314,0,79401,35911,31933,53117,62495,68460
12,298,298.000,795,2261,40004,33667,51977,61416,67577,86392,98335,297,1,86392,40004,33667,51977,61416,67577
13,328,328.000,754,1439,33035,30290,46591,62932,72571,89396,114102,327,1,89396,33035,30290,46591,62932,72571
14,355,355.000,785,1538,30403,28474,45822,58820,66328,79943,96243,354,1,79943,30403,28474,45822,58820,66328
15,321,321.000,712,6341,33729,30657,44252,60661,68078,93954,110633,320,1,93954,33729,30657,44252,60661,68078
16,451,451.000,761,1517,25836,22206,35139,43186,45126,54644,64959,451,0,54644,25836,22206,35139,43186,45126
17,444,444.000,750,1972,26123,22370,34756,38781,45026,53861,59721,444,0,53861,26123,22370,34756,38781,45026
18,421,421.000,710,1478,25857,26783,35176,44138,51635,242592,260665,420,1,242592,25857,26783,35176,44138,51635
19,377,377.000,774,1755,26284,22894,35467,42375,45341,64789,78877,376,1,64789,26284,22894,35467,42375,45341
20,414,414.000,706,9307,27004,24416,35324,43794,45378,54763,77316,414,0,54763,27004,24416,35324,43794,45378
21,188,188.000,776,21049,43382,53424,61211,176699,196764,207362,208386,188,0,207362,43382,53424,61211,176699,196764
22,378,378.000,754,1245,18240,26352,43653,68801,86590,110606,112450,377,1,110606,18240,26352,43653,68801,86590
23,530,530.000,683,1159,13308,18595,25467,53642,66026,87636,106439,530,0,87636,13308,18595,25467,53642,66026
24,673,673.000,600,1133,14872,15012,26101,33573,35747,44286,61399,672,1,44286,14872,15012,26101,33573,35747
25,418,418.000,739,7022,25811,24113,33263,37375,73382,91705,125137,418,0,91705,25811,24113,33263,37375,73382
26,193,193.000,827,35152,65024,54824,76971,93014,101214,153572,175183,193,0,153572,65024,54824,76971,93014,101214
27,197,197.000,750,27821,55164,47050,65276,73800,80647,112727,123090,196,1,112727,55164,47050,65276,73800,80647
28,363,363.000,681,1238,20603,27895,44033,62425,70078,90736,1027036,362,1,90736,20603,27895,44033,62425,70078
29,269,269.000,872,11619,41735,37119,56091,66652,74020,77268,78032,268,1,77268,41735,37119,56091,66652,74020
30,262,262.000,856,21427,46290,38347,54930,57987,68559,81841,85273,262,0,81841,46290,38347,54930,57987,68559
31,275,275.000,955,1774,43059,36476,54561,65675,73007,93438,134095,275,0,93438,43059,36476,54561,65675,73007
32,273,273.000,759,17006,41057,36062,54315,63609,64943,69779,79892,272,1,69779,41057,36062,54315,63609,64943
33,257,257.000,856,11335,44624,39531,50478,75471,111665,138717,138777,257,0,138717,44624,39531,50478,75471,111665
34,299,299.000,756,9732,37695,33081,49956,57749,63581,79590,81644,299,0,79590,37695,33081,49956,57749,63581
35,303,303.000,798,18325,36842,32674,45831,55591,62679,69552,70975,303,0,69552,36842,32674,45831,55591,62679
36,295,295.000,741,17411,36839,34657,52555,59642,62457,77559,80094,294,1,77559,36839,34657,52555,59642,62457
37,309,309.000,820,12383,36602,31485,45282,53968,61558,64401,71631,309,0,64401,36602,31485,45282,53968,61558
38,297,297.000,967,6106,36830,34989,53006,70182,79052,90030,102841,297,0,90030,36830,34989,53006,70182,79052
39,297,297.000,827,19598,36250,32745,45600,53898,59131,69024,82126,297,0,69024,36250,32745,45600,53898,59131
40,326,326.000,688,8917,34458,30248,45028,56374,61869,78303,81290,326,0,78303,34458,30248,45028,56374,61869
41,325,325.000,675,9967,35284,31599,45105,59384,62322,70297,108108,324,1,70297,35284,31599,45105,59384,62322
42,314,314.000,806,9843,35430,31684,49378,55102,62015,68529,75978,314,0,68529,35430,31684,49378,55102,62015
43,297,297.000,741,17560,41864,34096,51893,55849,61224,63503,64244,296,1,63503,41864,34096,51893,55849,61224
44,259,259.000,855,11989,36090,37611,51754,62938,91496,150086,150840,258,1,150086,36090,37611,51754,62938,91496
45,295,295.000,831,20169,35704,34307,45145,58564,70434,81111,85231,295,0,81111,35704,34307,45145,58564,70434
46,283,283.000,760,17767,41704,34693,50293,60603,61723,77245,121823,283,0,77245,41704,34693,50293,60603,61723
47,414,414.000,744,1520,26868,24238,35469,43899,46588,61898,81427,413,1,61898,26868,24238,35469,43899,46588
48,397,397.000,777,8989,27149,24850,35969,44169,45279,53815,70602,396,1,53815,27149,24850,35969,44169,45279
49,311,311.000,840,7479,31844,32868,48085,77189,92363,94315,103864,311,0,94315,31844,32868,48085,77189,92363
50,394,394.000,685,14336,26930,24968,35588,43274,44282,52456,60871,393,1,52456,26930,24968,35588,43274,44282
51,243,243.000,770,25139,42356,42615,60535,77251,81346,146426,170316,243,0,146426,42356,42615,60535,77251,81346
52,234,234.000,813,25889,48808,40541,55895,68466,76312,95494,102920,234,0,95494,48808,40541,55895,68466,76312
53,342,342.000,740,9059,26677,29349,35238,60803,84740,134680,144963,342,0,134680,26677,29349,35238,60803,84740
54,474,474.000,746,6568,25519,21151,32870,35745,38392,55549,61443,474,0,55549,25519,21151,32870,35745,38392
55,493,493.000,705,7451,25556,20378,27967,35287,36170,44950,45359,493,0,44950,25556,20378,27967,35287,36170
56,462,462.000,726,8337,26040,21685,32911,35941,42759,50770,62220,462,0,50770,26040,21685,32911,35941,42759
57,209,209.000,864,18021,56881,49309,69662,77984,92162,108461,109474,209,0,108461,56881,49309,69662,77984,92162
58,231,231.000,882,13895,53250,43792,64173,71713,85621,112178,113399,231,0,112178,53250,43792,64173,71713,85621
59,247,247.000,898,18637,43451,40144,59138,67850,83925,106465,107313,247,0,106465,43451,40144,59138,67850,83925
60,230,230.000,875,30717,49799,42670,58067,65753,68130,78357,88421,229,1,78357,49799,42670,58067,65753,68130
61,266,266.000,865,21390,40655,36562,49425,58747,68132,94173,94275,266,0,94173,40655,36562,49425,58747,68132
62,261,261.000,858,17376,44711,38788,56527,65999,72710,82314,91073,261,0,82314,44711,38788,56527,65999,72710
63,273,273.000,752,11938,44305,36221,56079,62225,64282,71664,72820,273,0,71664,44305,36221,56079,62225,64282
64,270,270.000,754,27162,37956,37177,53733,64883,74419,80760,82802,270,0,80760,37956,37177,53733,64883,74419
65,298,298.000,793,11093,37463,33322,46473,57350,63410,73863,80810,298,0,73863,37463,33322,46473,57350,63410
66,304,304.000,877,22375,37505,33843,46888,55281,61999,63474,65407,304,0,63474,37505,33843,46888,55281,61999
67,259,259.000,768,17559,43909,37369,52899,64759,77315,83975,85375,258,1,83975,43909,37369,52899,64759,77315
68,281,281.000,717,19200,42620,35676,53312,54923,58261,79752,89508,281,0,79752,42620,35676,53312,54923,58261
69,259,259.000,870,16821,44225,38923,53452,62112,75426,104645,122749,259,0,104645,44225,38923,53452,62112,75426
70,281,281.000,937,25707,42764,35809,52616,58321,61649,63765,71333,281,0,63765,42764,35809,52616,58321,61649
71,304,304.000,831,17456,37073,32913,45118,54356,63601,72385,97470,304,0,72385,37073,32913,45118,54356,63601
72,315,315.000,767,17916,36132,31962,44689,53181,60714,68225,78112,314,1,68225,36132,31962,44689,53181,60714
73,318,318.000,773,9986,34241,30729,44195,58683,62179,70209,119776,318,0,70209,34241,30729,44195,58683,62179
74,330,330.000,777,9839,35034,30800,45104,53545,59805,68465,71648,330,0,68465,35034,30800,45104,53545,59805
75,292,292.000,770,17190,35715,34508,50194,53472,59388,136678,138803,292,0,136678,35715,34508,50194,53472,59388
76,322,322.000,733,8093,34962,30843,49874,59961,62228,69768,86718,322,0,69768,34962,30843,49874,59961,62228
77,319,319.000,803,6538,32751,31276,43928,58665,62101,141696,145017,318,1,141696,32751,31276,43928,58665,62101
78,335,335.000,746,7118,34081,29444,44554,52646,57117,61981,67394,335,0,61981,34081,29444,44554,52646,57117
79,284,284.000,744,18524,42239,35209,52086,59307,61089,69100,70172,284,0,69100,42239,35209,52086,59307,61089
80,323,323.000,754,10161,34967,31268,44170,57228,60179,68698,75836,323,0,68698,34967,31268,44170,57228,60179
81,245,245.000,792,18005,36161,40290,51772,83257,102755,158859,160929,245,0,158859,36161,40290,51772,83257,102755
82,363,363.000,717,1290,21752,28351,50569,61911,80312,101989,126968,363,0,101989,21752,28351,50569,61911,80312
83,386,386.000,703,1276,20373,25380,36096,51621,60707,182720,202011,386,0,182720,20373,25380,36096,51621,60707
84,231,231.000,760,26618,43605,42740,59005,83503,86764,109989,128158,231,0,109989,43605,42740,59005,83503,86764
85,242,242.000,877,2473,42908,41827,58672,74754,86219,193722,194253,242,0,193722,42908,41827,58672,74754,86219
86,323,323.000,721,2813,27726,30544,44609,62461,77637,93062,110420,322,1,93062,27726,30544,44609,62461,77637
87,436,436.000,711,7558,26001,23100,33852,36317,43306,103467,118899,436,0,103467,26001,23100,33852,36317,43306
88,477,477.000,717,6933,25838,20712,32289,35260,36320,44216,47169,477,0,44216,25838,20712,32289,35260,36320
