time_bucket,throughput,throughput_sec,tpmC,latency,window,success,failed
0,305,305.000,305.000,176195,176195,304,1
1,603,603.000,603.000,114521,114521,602,1
2,615,615.000,615.000,78303,78303,614,1
3,478,478.000,478.000,77898,77898,477,1
4,489,489.000,489.000,64745,64745,489,0
5,420,420.000,420.000,86401,86401,419,1
6,443,443.000,443.000,75643,75643,442,1
7,345,345.000,345.000,80112,80112,345,0
8,331,331.000,331.000,94742,94742,331,0
9,374,374.000,374.000,83135,83135,373,1
10,304,304.000,304.000,86416,86416,304,0
11,314,314.000,314.000,79401,79401,314,0
12,298,298.000,298.000,86392,86392,297,1
13,328,328.000,328.000,89396,89396,327,1
14,355,355.000,355.000,79943,79943,354,1
15,321,321.000,321.000,93954,93954,320,1
16,451,451.000,451.000,54644,54644,451,0
17,444,444.000,444.000,53861,53861,444,0
18,421,421.000,421.000,242592,242592,420,1
19,377,377.000,377.000,64789,64789,376,1
20,414,414.000,414.000,54763,54763,414,0
21,188,188.000,188.000,207362,207362,188,0
22,378,378.000,378.000,110606,110606,377,1
23,530,530.000,530.000,87636,87636,530,0
24,673,673.000,673.000,44286,44286,672,1
25,418,418.000,418.000,91705,91705,418,0
26,193,193.000,193.000,153572,153572,193,0
27,197,197.000,197.000,112727,112727,196,1
28,363,363.000,363.000,90736,90736,362,1
29,269,269.000,269.000,77268,77268,268,1
30,262,262.000,262.000,81841,81841,262,0
31,275,275.000,275.000,93438,93438,275,0
32,273,273.000,273.000,69779,69779,272,1
33,257,257.000,257.000,138717,138717,257,0
34,299,299.000,299.000,79590,79590,299,0
35,303,303.000,303.000,69552,69552,303,0
36,295,295.000,295.000,77559,77559,294,1
37,309,309.000,309.000,64401,64401,309,0
38,297,297.000,297.000,90030,90030,297,0
39,297,297.000,297.000,69024,69024,297,0
40,326,326.000,326.000,78303,78303,326,0
41,325,325.000,325.000,70297,70297,324,1
42,314,314.000,314.000,68529,68529,314,0
43,297,297.000,297.000,63503,63503,296,1
44,259,259.000,259.000,150086,150086,258,1
45,295,295.000,295.000,81111,81111,295,0
46,283,283.000,283.000,77245,77245,283,0
47,414,414.000,414.000,61898,61898,413,1
48,397,397.000,397.000,53815,53815,396,1
49,311,311.000,311.000,94315,94315,311,0
50,394,394.000,394.000,52456,52456,393,1
51,243,243.000,243.000,146426,146426,243,0
52,234,234.000,234.000,95494,95494,234,0
53,342,342.000,342.000,134680,134680,342,0
54,474,474.000,474.000,55549,55549,474,0
55,493,493.000,493.000,44950,44950,493,0
56,462,462.000,462.000,50770,50770,462,0
57,209,209.000,209.000,108461,108461,209,0
58,231,231.000,231.000,112178,112178,231,0
59,247,247.000,247.000,106465,106465,247,0
60,230,230.000,230.000,78357,78357,229,1
61,266,266.000,266.000,94173,94173,266,0
62,261,261.000,261.000,82314,82314,261,0
63,273,273.000,273.000,71664,71664,273,0
64,270,270.000,270.000,80760,80760,270,0
65,298,298.000,298.000,73863,73863,298,0
66,304,304.000,304.000,63474,63474,304,0
67,259,259.000,259.000,83975,83975,258,1
68,281,281.000,281.000,79752,79752,281,0
69,259,259.000,259.000,104645,104645,259,0
70,281,281.000,281.000,63765,63765,281,0
71,304,304.000,304.000,72385,72385,304,0
72,315,315.000,315.000,68225,68225,314,1
73,318,318.000,318.000,70209,70209,318,0
74,330,330.000,330.000,68465,68465,330,0
75,292,292.000,292.000,136678,136678,292,0
76,322,322.000,322.000,69768,69768,322,0
77,319,319.000,319.000,141696,141696,318,1
78,335,335.000,335.000,61981,61981,335,0
79,284,284.000,284.000,69100,69100,284,0
80,323,323.000,323.000,68698,68698,323,0
81,245,245.000,245.000,158859,158859,245,0
82,363,363.000,363.000,101989,101989,363,0
83,386,386.000,386.000,182720,182720,386,0
84,231,231.000,231.000,109989,109989,231,0
85,242,242.000,242.000,193722,193722,242,0
86,323,323.000,323.000,93062,93062,322,1
87,436,436.000,436.000,103467,103467,436,0
88,477,477.000,477.000,44216,44216,477,0
89,489,489.000,489.000,75591,75591,489,0
90,207,207.000,207.000,127235,127235,206,1
91,238,238.000,238.000,84723,84723,238,0
92,230,230.000,230.000,71837,71837,230,0
93,279,279.000,279.000,80221,80221,278,1
94,283,283.000,283.000,75881,75881,283,0
95,260,260.000,260.000,72429,72429,260,0
96,269,269.000,269.000,84921,84921,269,0
97,285,285.000,285.000,74296,74296,285,0
98,284,284.000,284.000,66482,66482,283,1
99,306,306.000,306.000,78480,78480,306,0
100,296,296.000,296.000,111958,111958,296,0
101,305,305.000,305.000,65101,65101,305,0
102,284,284.000,284.000,63468,63468,284,0
103,299,299.000,299.000,74626,74626,298,1
104,336,336.000,336.000,65401,65401,336,0
105,297,297.000,297.000,69880,69880,297,0
106,296,296.000,296.000,77867,77867,295,1
107,319,319.000,319.000,67726,67726,319,0
108,299,299.000,299.000,74545,74545,299,0
109,323,323.000,323.000,69207,69207,322,1
110,296,296.000,296.000,68041,68041,296,0
111,284,284.000,284.000,108921,108921,284,0
112,314,314.000,314.000,120201,120201,313,1
113,258,258.000,258.000,102485,102485,258,0
114,315,315.000,315.000,79126,79126,314,1
115,312,312.000,312.000,87316,87316,311,1
116,296,296.000,296.000,160704,160704,296,0
117,425,425.000,425.000,62333,62333,424,1
118,251,251.000,251.000,263124,263124,251,0
119,206,206.000,206.000,105067,105067,206,0
