Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,405.000,15.033,0.585,5.603,7.490,18.952,35.483,48.430,81.032,178.924,0.067
5,534.400,11.939,0.496,4.839,5.912,14.923,26.787,39.783,68.675,116.007,0.084
10,440.400,14.968,0.665,4.784,5.879,15.187,27.171,40.222,59.534,960.780,0.067
15,561.800,11.303,0.602,4.746,5.884,14.929,26.056,37.752,59.037,86.489,0.088
20,556.000,11.110,0.583,4.637,5.755,14.700,23.927,37.124,60.312,72.837,0.090
25,467.000,14.502,0.606,4.822,5.798,14.087,24.843,38.490,57.190,1026.168,0.069
30,579.800,10.751,0.602,4.728,5.768,14.310,24.067,34.174,55.761,85.953,0.093
35,574.200,10.733,0.598,4.686,5.698,14.186,24.751,33.599,56.928,72.744,0.093
40,547.000,11.285,0.590,4.619,5.786,15.125,25.293,36.214,58.243,85.699,0.089
45,566.400,11.102,0.612,4.718,5.800,15.300,24.933,36.114,54.185,86.697,0.090
50,614.200,10.016,0.648,4.527,5.567,13.494,21.832,30.187,52.261,75.316,0.100
55,543.800,14.858,0.583,4.663,5.777,14.478,28.118,39.772,80.145,1020.419,0.067
60,544.200,9.425,0.588,4.578,5.445,10.841,21.337,30.459,46.794,82.703,0.106
65,572.400,11.384,0.605,4.678,5.739,14.864,26.361,38.216,60.125,80.995,0.088
70,559.000,11.456,0.603,4.704,5.852,15.004,24.545,35.879,66.886,134.780,0.087
75,562.600,10.998,0.584,4.747,5.812,14.654,24.365,33.176,56.532,101.656,0.091
80,495.000,13.699,0.614,4.662,5.653,13.107,21.382,31.572,54.141,1044.308,0.073
85,3264.200,1.249,0.037,0.073,0.110,0.142,3.052,5.949,24.540,80.019,0.801
90,4450.000,0.137,0.038,0.105,0.138,0.160,0.182,0.188,0.214,4.320,7.278
95,4336.800,0.140,0.039,0.116,0.140,0.165,0.183,0.188,0.213,4.015,7.133
100,4324.200,0.142,0.036,0.117,0.141,0.165,0.183,0.188,0.212,4.166,7.059
105,4365.800,0.143,0.036,0.111,0.139,0.164,0.182,0.188,0.213,52.633,6.979
110,4296.200,0.140,0.038,0.111,0.139,0.163,0.182,0.186,0.209,38.432,7.128
115,4287.400,0.138,0.037,0.114,0.139,0.165,0.182,0.187,0.211,3.426,7.224
