Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,270,270.000,6309,25205,32349,37293,45673,64827,75629,94424,108740,269,1,94424,32349,37293,45673,64827,75629
1,304,304.000,6255,25161,26214,32796,41146,50820,56594,67680,71716,304,0,67680,26214,32796,41146,50820,56594
2,339,339.000,4227,24986,25440,29517,33842,44503,50803,60571,69437,338,1,60571,25440,29517,33842,44503,50803
3,358,358.000,5731,24783,25322,27822,32968,41989,50052,66731,74346,357,1,66731,25322,27822,32968,41989,50052
4,364,364.000,4386,24827,25295,27546,32537,41981,43142,58343,65666,363,1,58343,25295,27546,32537,41981,43142
5,321,321.000,3311,24561,25240,30904,26091,41358,52122,182744,197960,320,1,182744,25240,30904,26091,41358,52122
6,389,389.000,3504,24550,25277,25848,25913,33913,41799,49831,58499,389,0,49831,25277,25848,25913,33913,41799
7,391,391.000,3172,24444,25205,25486,25592,33591,41826,50939,67745,391,0,50939,25205,25486,25592,33591,41826
8,387,387.000,3166,24582,25207,25806,25756,33758,41525,59068,68385,386,1,59068,25207,25806,25756,33758,41525
9,341,341.000,5278,24659,25264,29322,26134,43296,58520,108519,130151,340,1,108519,25264,29322,26134,43296,58520
10,391,391.000,3564,24814,25227,25555,25689,33584,41206,58149,66912,390,1,58149,25227,25555,25689,33584,41206
11,383,383.000,4604,24739,25245,25892,25848,33640,42045,58341,64679,382,1,58341,25245,25892,25848,33640,42045
12,395,395.000,5822,24660,25187,25291,25498,33202,41587,58301,58915,394,1,58301,25187,25291,25498,33202,41587
13,332,332.000,3153,24794,25215,30211,25519,34193,49344,183835,191424,332,0,183835,25215,30211,25519,34193,49344
14,390,390.000,3195,24810,25204,25523,25569,33385,41731,56680,75797,389,1,56680,25204,25523,25569,33385,41731
15,395,395.000,6628,24771,25190,25388,25527,33248,41685,50321,59229,394,1,50321,25190,25388,25527,33248,41685
16,400,400.000,3004,24747,25177,24849,25410,32987,34186,50921,57837,399,1,50921,25177,24849,25410,32987,34186
17,392,392.000,4033,24684,25177,25580,25494,32991,41345,67205,83613,391,1,67205,25177,25580,25494,32991,41345
18,391,391.000,2861,24633,25207,25341,25518,33384,41599,50112,58074,391,0,50112,25207,25341,25518,33384,41599
19,397,397.000,3548,24719,25221,25363,25742,33681,41183,49392,51669,396,1,49392,25221,25363,25742,33681,41183
20,391,391.000,2789,24925,25217,25444,25487,33124,34037,54760,74899,390,1,54760,25217,25444,25487,33124,34037
21,339,339.000,3256,24880,25233,29628,25686,33809,43407,175397,183690,338,1,175397,25233,29628,25686,33809,43407
22,336,336.000,3543,24734,25223,29601,25745,33623,49600,166827,175526,335,1,166827,25223,29601,25745,33623,49600
23,392,392.000,3342,24557,25197,25334,25564,33551,41781,58178,76049,391,1,58178,25197,25334,25564,33551,41781
24,388,388.000,2788,24657,25183,25846,25437,33478,48194,67828,74514,387,1,67828,25183,25846,25437,33478,48194
25,401,401.000,3392,24675,25175,25021,25446,33370,34210,50788,67311,400,1,50788,25175,25021,25446,33370,34210
26,388,388.000,4238,24768,25200,25642,25474,33292,41930,59268,84204,388,0,59268,25200,25642,25474,33292,41930
27,410,410.000,3599,24632,25173,24435,25463,29924,33650,49704,58241,409,1,49704,25173,24435,25463,29924,33650
28,384,384.000,4914,24370,25197,26532,25515,33812,50260,92077,93178,383,1,92077,25197,26532,25515,33812,50260
