Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,19.200,5.610,1.632,3.163,4.143,6.813,9.234,11.482,42.437,42.437,0.178
5,15.200,2.446,1.410,2.025,2.434,2.760,3.062,3.631,3.942,3.942,0.409
10,18.000,2.097,1.345,1.725,1.985,2.268,2.639,3.220,5.962,5.962,0.477
15,19.400,1.837,1.217,1.587,1.735,1.986,2.244,2.675,3.331,3.331,0.544
20,25.400,1.834,1.220,1.505,1.687,1.968,2.647,2.954,3.731,3.784,0.545
25,21.200,1.647,1.186,1.405,1.552,1.748,2.093,2.324,3.086,3.264,0.607
30,14.800,1.691,1.214,1.371,1.531,1.938,2.325,2.614,3.374,3.374,0.592
35,23.400,1.654,1.107,1.435,1.573,1.773,2.103,2.324,2.392,2.885,0.605
40,25.800,1.648,1.145,1.401,1.558,1.744,2.069,2.407,2.981,3.504,0.607
45,24.000,1.639,1.099,1.393,1.547,1.803,2.150,2.484,2.852,2.931,0.610
50,21.200,1.664,1.161,1.358,1.564,1.795,2.299,2.505,2.928,3.116,0.601
55,18.800,1.605,1.126,1.355,1.541,1.723,2.062,2.407,3.261,3.261,0.623
60,24.400,1.755,1.164,1.456,1.655,1.889,2.297,2.751,3.468,3.732,0.570
65,16.400,1.721,1.219,1.443,1.569,1.783,2.118,2.238,5.894,5.894,0.581
70,20.200,1.713,1.118,1.474,1.635,1.799,2.231,2.404,3.597,3.684,0.584
75,20.600,1.629,1.174,1.387,1.604,1.784,1.982,2.197,2.488,2.625,0.614
80,15.200,1.617,1.191,1.391,1.571,1.790,2.048,2.213,2.496,2.496,0.618
85,21.000,1.616,1.159,1.405,1.508,1.650,2.115,2.482,2.730,3.007,0.619
90,15.400,1.625,1.143,1.345,1.490,1.767,2.142,2.477,3.092,3.092,0.615
95,24.400,1.733,1.128,1.405,1.599,1.892,2.467,2.745,3.197,3.405,0.577
100,16.800,1.596,1.104,1.386,1.529,1.730,1.872,2.055,3.927,3.927,0.627
105,20.200,1.531,1.079,1.322,1.486,1.668,1.782,2.093,2.541,2.639,0.653
110,16.800,1.607,1.172,1.342,1.493,1.722,1.980,2.214,3.640,3.640,0.622
115,14.600,1.493,1.051,1.340,1.455,1.549,1.804,2.132,2.576,2.576,0.670
