Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,296,296.000,2696,9419,16248,35552,36655,107020,150224,219603,235488,295,1,219603,16248,35552,36655,107020,150224
1,360,360.000,1394,7453,15910,26038,30928,76418,94959,110841,152064,359,1,110841,15910,26038,30928,76418,94959
2,431,431.000,1112,5746,13095,23293,24751,62634,103545,140913,169048,430,1,140913,13095,23293,24751,62634,103545
3,416,416.000,1030,5608,15707,24021,30954,68530,76455,92194,111248,416,0,92194,15707,24021,30954,68530,76455
4,395,395.000,858,5863,16674,25121,33012,66843,76154,87087,92008,394,1,87087,16674,25121,33012,66843,76154
5,290,290.000,1209,8550,24577,35201,56057,85813,105888,114842,124837,289,1,114842,24577,35201,56057,85813,105888
6,399,399.000,1190,5250,15437,25009,32985,65849,93012,123240,128896,398,1,123240,15437,25009,32985,65849,93012
7,438,438.000,1146,4431,13062,22890,25113,64037,82823,170356,179746,438,0,170356,13062,22890,25113,64037,82823
8,402,402.000,1067,4941,17007,24874,32015,62403,81695,98713,111561,402,0,98713,17007,24874,32015,62403,81695
9,468,468.000,1143,4195,13739,20854,24954,61395,68570,107345,132970,467,1,107345,13739,20854,24954,61395,68570
10,510,510.000,668,3897,12416,19533,23130,61730,78069,104721,110239,509,1,104721,12416,19533,23130,61730,78069
11,510,510.000,1046,5076,14713,19898,25297,51394,60921,92200,99929,509,1,92200,14713,19898,25297,51394,60921
12,541,541.000,990,4094,13678,18377,24289,51662,65806,80381,97016,540,1,80381,13678,18377,24289,51662,65806
13,714,714.000,1100,3935,8337,14096,16084,26062,57808,90848,100621,713,1,90848,8337,14096,16084,26062,57808
14,326,326.000,632,12410,24472,30581,46513,74387,83450,93758,101557,325,1,93758,24472,30581,46513,74387,83450
15,543,543.000,1029,3764,8325,18230,17732,45226,63690,162635,183549,543,0,162635,8325,18230,17732,45226,63690
16,327,327.000,1167,7445,18616,30357,36889,68947,96940,194903,209434,326,1,194903,18616,30357,36889,68947,96940
17,503,503.000,1189,4028,14159,20154,24948,62876,73697,82931,88843,502,1,82931,14159,20154,24948,62876,73697
18,524,524.000,611,3414,11652,18893,25145,52058,70955,86401,88407,523,1,86401,11652,18893,25145,52058,70955
19,526,526.000,611,4222,13380,18856,20087,55449,73293,101538,105904,525,1,101538,13380,18856,20087,55449,73293
20,633,633.000,626,3320,8651,15866,17094,40771,65360,78160,99800,632,1,78160,8651,15866,17094,40771,65360
21,586,586.000,520,3031,11582,16911,22712,46162,62451,88763,109520,585,1,88763,11582,16911,22712,46162,62451
22,568,568.000,1145,4362,10793,17858,24100,44780,59472,100579,119376,567,1,100579,10793,17858,24100,44780,59472
23,355,355.000,588,3474,10320,29361,26711,69501,91331,370137,374294,354,1,370137,10320,29361,26711,69501,91331
