Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,621.800,16.089,1.865,9.242,11.383,14.594,19.512,23.968,65.686,1023.486,0.062
5,849.200,11.748,1.706,8.985,10.923,13.165,16.008,19.238,28.586,76.356,0.085
10,711.800,14.042,1.030,8.792,10.719,12.937,15.824,19.609,28.591,1017.654,0.071
15,711.400,14.041,1.711,8.890,10.878,13.116,15.883,19.378,28.869,1009.699,0.071
20,877.000,11.391,1.548,8.634,10.696,12.846,15.390,18.109,25.923,101.842,0.088
25,862.800,11.581,1.627,8.852,10.824,12.891,15.369,18.189,26.396,99.571,0.086
30,705.600,14.165,1.573,8.764,10.689,12.859,15.554,18.855,32.781,1018.287,0.071
35,580.000,17.226,1.846,8.812,10.727,13.011,16.131,20.062,40.815,1028.227,0.058
40,712.800,14.010,1.890,8.704,10.666,12.981,15.411,18.290,28.480,1013.465,0.071
45,854.000,11.701,1.649,8.760,10.663,12.993,15.924,19.556,29.195,88.373,0.085
50,715.600,13.962,1.726,8.682,10.668,12.811,15.184,17.857,26.571,1015.351,0.072
55,876.800,11.390,1.564,8.776,10.661,12.820,15.238,18.389,26.346,87.507,0.088
60,879.400,11.361,1.918,8.742,10.633,12.749,15.137,17.671,27.338,87.621,0.088
65,883.000,11.314,1.630,8.698,10.559,12.646,14.906,17.485,25.892,85.734,0.088
70,886.200,11.279,1.623,8.584,10.535,12.840,15.201,17.879,24.189,98.787,0.089
75,724.000,13.793,1.756,8.849,10.774,12.837,15.282,17.894,26.201,1022.245,0.073
80,585.000,17.077,1.755,8.712,10.652,12.877,15.757,19.257,65.719,1024.859,0.059
85,885.600,11.282,1.673,8.756,10.658,12.743,14.923,17.421,25.735,81.747,0.089
90,805.800,12.399,1.996,9.182,11.205,13.509,16.109,20.006,47.342,96.895,0.081
95,767.800,13.015,1.906,8.919,10.869,13.080,15.909,18.714,29.019,1016.371,0.077
100,689.600,14.499,1.652,9.016,10.967,13.109,16.110,19.138,31.275,1025.394,0.069
105,872.600,11.446,1.808,8.853,10.711,12.835,15.509,18.424,25.572,72.174,0.087
110,862.000,11.587,1.719,8.834,10.707,12.866,15.424,18.045,25.655,96.388,0.086
115,881.200,11.319,1.687,8.807,10.716,12.750,15.094,17.644,24.586,78.018,0.088
