Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,765,765.000,2160,9164,11365,13105,14996,19611,23631,38557,67953
1,799,799.000,1975,8964,11109,12514,14277,19673,23711,39374,46423
2,788,788.000,1865,9446,11533,12703,14353,19104,23087,32276,57892
3,632,632.000,2016,8966,11159,27557,14010,19243,30982,964038,1023486
4,125,125.000,5192,11286,13360,20560,16729,22289,26460,31709,751808
5,845,845.000,2038,8879,11019,11824,13476,16465,19524,31236,60853
6,832,832.000,2157,9195,11231,11927,13548,16778,20514,28536,35193
7,854,854.000,1830,9077,10957,11721,13165,16288,19928,26833,55538
8,814,814.000,2769,9042,10895,12281,13286,15719,20939,74418,76356
9,901,901.000,1706,8785,10570,11055,12711,14674,17522,22479,33603
10,888,888.000,1030,8572,10470,11288,12833,15517,19586,26625,37800
11,867,867.000,1794,8931,10733,11475,12943,15731,18936,27202,36039
12,747,747.000,1699,8805,10839,21240,13153,16308,20830,90213,1017654
13,155,155.000,4805,10218,12603,26747,15543,20749,24582,701078,716179
14,902,902.000,2836,8652,10546,11074,12532,14768,17888,25630,37718
15,550,550.000,2870,8917,10928,26650,12949,15553,19675,885494,1009699
16,441,441.000,1729,9366,11320,12075,13739,16818,19964,28869,37049
17,882,882.000,2345,8702,10727,12028,13185,16075,18995,73293,91015
18,805,805.000,1954,8958,10936,11610,13042,15966,19857,27428,44146
19,879,879.000,1711,8837,10671,11381,12858,15398,18797,26433,38172
20,878,878.000,1548,8809,10987,11397,13197,15543,18141,24893,34139
21,813,813.000,2074,8742,10750,12282,12846,16088,19429,78502,101842
22,886,886.000,1949,8570,10520,11226,12883,15772,18300,26297,34452
23,896,896.000,2887,8554,10720,11188,12711,14910,17941,25477,35871
24,912,912.000,1958,8475,10325,10949,12629,14788,17461,22723,29332
25,827,827.000,2592,8829,10992,12085,12868,15681,19426,70290,83335
26,903,903.000,1905,8629,10705,11049,12518,15055,17100,22334,34389
27,898,898.000,1627,8659,10611,11138,12880,15248,17332,23683,30593
28,877,877.000,1878,9035,10803,11419,12820,15352,18429,27646,33930
29,809,809.000,2434,9257,11097,12326,13164,15709,18681,75578,99571
30,669,669.000,2800,8849,10553,25159,12973,15883,20298,942792,1018287
31,272,272.000,2459,8867,11080,11578,12768,15948,19374,24292,34006
32,861,861.000,2718,8789,10632,11590,12814,15363,19781,37232,44348
33,890,890.000,1573,8637,10648,11230,12777,15603,18556,24631,36498
34,836,836.000,1682,8802,10921,11984,12962,15162,18075,68352,83474
35,915,915.000,3196,8477,10293,10852,12443,14471,17403,22018,28693
36,644,644.000,1846,8648,10575,23421,12571,16235,21544,728722,1016800
37,309,309.000,3296,9211,11229,29433,13743,18553,25996,963889,1028227
38,166,166.000,3190,10498,12821,35286,16290,20517,32791,737867,789474
39,866,866.000,2463,9051,10943,11536,13086,15709,18649,29644,42782
40,786,786.000,2909,9045,11108,12669,13465,16862,21039,81940,97909
41,900,900.000,2072,8746,10586,11123,12781,14655,16940,24253,37154
42,756,756.000,2457,8465,10211,22772,12434,15110,17870,872111,1013465
43,233,233.000,2650,9506,11163,11933,13943,16241,19040,21641,34657
44,889,889.000,1890,8621,10611,11212,12976,15236,17587,24900,34914
45,763,763.000,2768,9398,11292,13109,14046,19045,22785,75770,82032
46,853,853.000,2498,8656,10684,11701,13211,17339,21558,29645,34921
47,904,904.000,2131,8660,10588,11058,12824,14920,17047,21873,29357
48,848,848.000,2948,8522,10501,11761,12622,14620,17616,78860,88373
49,902,902.000,1649,8733,10421,11095,12640,14898,17940,25751,36298
50,910,910.000,1914,8681,10640,13166,12597,14569,16771,21901,1015351
51,50,50.000,6137,8487,10689,161511,13783,961455,980678,1008771,1008771
52,865,865.000,2181,8775,10857,11454,13242,16187,18558,25238,33373
53,843,843.000,1726,8504,10687,11842,12853,15506,18609,68932,82205
54,910,910.000,2373,8740,10517,10995,12567,14816,16759,22449,27078
55,917,917.000,1846,8745,10410,10884,12413,14477,16336,22064,29521
56,899,899.000,1741,8696,10690,11113,12720,14798,16938,23705,34661
57,823,823.000,2602,8950,10791,12141,13091,16146,19865,67325,87507
