Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,426.200,20.012,0.654,4.960,19.159,27.566,37.340,46.160,79.167,242.294,0.050
5,445.200,19.540,0.719,5.514,18.562,26.323,35.680,50.595,73.393,167.949,0.051
10,339.400,26.561,0.706,4.858,24.614,37.888,49.830,60.717,90.038,1037.674,0.038
15,471.200,17.775,0.662,5.870,18.912,26.096,32.618,36.554,46.715,65.080,0.056
20,417.200,21.330,0.736,9.138,20.414,28.816,40.034,52.490,68.192,1020.441,0.047
25,374.000,23.701,0.745,8.541,22.500,33.820,46.179,54.209,91.912,110.665,0.042
30,404.200,21.930,0.732,7.054,19.784,26.643,33.977,38.101,54.440,820.524,0.046
35,447.000,19.251,0.731,8.028,19.152,26.366,34.719,47.374,67.681,83.326,0.052
40,403.200,22.011,0.703,6.999,21.708,31.830,41.883,49.382,71.272,117.573,0.045
45,482.200,17.648,0.726,5.996,18.964,26.206,32.431,36.236,44.267,56.482,0.057
50,377.800,23.477,0.727,8.350,19.699,27.779,39.465,52.662,146.808,631.338,0.043
55,353.600,24.720,0.781,11.247,23.474,33.162,45.454,51.145,115.569,1016.042,0.040
60,466.000,18.283,0.740,6.105,18.766,26.333,32.880,36.944,44.883,1024.705,0.055
65,443.000,19.543,0.725,1.783,18.230,26.673,37.844,57.282,94.481,164.731,0.051
70,210.400,42.615,0.839,15.064,39.472,59.379,80.492,112.327,138.360,718.711,0.023
75,462.800,18.954,0.712,7.467,18.639,26.285,33.992,40.523,59.898,1022.119,0.053
80,362.200,24.411,0.817,8.708,23.720,36.430,48.336,54.894,64.518,106.587,0.041
85,465.600,18.588,0.761,8.724,19.467,26.935,33.538,38.169,48.408,102.427,0.054
90,464.600,18.285,0.675,4.761,18.039,25.898,33.825,42.512,63.399,115.326,0.055
95,367.200,24.046,0.748,10.653,22.869,33.530,46.892,53.679,99.403,106.429,0.042
100,478.200,17.852,0.702,5.394,18.702,25.951,31.885,35.123,45.042,1019.723,0.056
105,453.600,19.248,0.709,8.733,19.427,26.893,35.025,44.266,59.532,94.552,0.052
110,414.600,21.444,0.734,7.419,21.227,31.506,42.493,48.553,61.073,78.902,0.047
115,498.800,17.477,0.730,11.135,17.767,24.286,30.779,35.025,44.722,57.145,0.057
