Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,25.600,8.014,3.933,6.012,7.481,9.248,11.226,11.889,17.109,29.061,0.125
5,27.200,7.371,3.447,5.660,6.680,8.349,10.139,11.858,20.196,20.278,0.136
10,19.000,8.914,1.368,5.446,7.134,9.151,15.483,27.477,35.120,35.120,0.112
15,29.000,10.354,4.056,6.087,7.933,11.222,20.703,27.378,37.832,43.547,0.097
20,26.200,9.014,4.231,6.322,7.933,10.495,13.528,16.534,22.994,39.682,0.111
25,21.000,7.568,3.557,5.701,6.685,8.612,10.874,12.607,18.332,20.333,0.132
30,22.600,8.849,3.803,6.356,8.017,9.902,13.807,17.969,21.726,23.921,0.113
35,28.400,7.875,3.530,5.773,7.187,9.461,11.723,12.829,15.613,16.099,0.127
40,20.200,7.456,4.487,5.703,6.843,8.656,10.431,12.495,14.546,14.979,0.134
45,28.800,7.814,3.926,6.059,7.295,8.782,10.841,12.191,19.747,26.202,0.128
50,20.400,8.556,4.619,6.494,8.135,9.751,11.863,13.240,18.831,21.233,0.117
55,23.400,8.127,4.351,5.838,7.206,9.027,12.793,15.490,19.525,29.907,0.123
60,25.800,8.154,4.056,5.731,6.973,9.293,11.725,15.650,24.631,33.635,0.123
65,24.200,7.449,3.339,5.023,6.580,9.068,11.634,13.691,17.082,18.159,0.134
70,14.400,7.436,2.968,5.607,7.221,8.837,10.297,12.097,15.188,15.188,0.134
75,26.600,8.357,3.863,5.961,7.592,9.992,13.434,15.082,17.018,17.122,0.120
80,21.400,8.430,4.272,5.902,7.639,9.521,12.937,15.518,21.761,26.824,0.119
85,28.400,7.481,3.940,5.800,6.934,8.850,10.765,11.841,14.903,16.975,0.134
90,29.400,7.882,3.852,5.700,7.094,9.045,11.715,14.354,17.317,28.330,0.127
95,23.000,7.764,4.005,5.558,7.125,9.219,11.229,13.998,15.274,15.449,0.129
100,27.200,8.093,4.267,6.099,7.781,9.024,12.215,13.621,15.839,22.006,0.124
105,31.000,7.965,3.443,6.052,7.197,9.050,11.020,14.217,20.742,33.982,0.126
110,21.200,7.668,3.811,5.859,7.303,9.248,11.433,12.177,13.627,15.433,0.130
115,32.600,6.548,3.423,4.963,5.991,7.402,9.357,11.720,13.736,16.385,0.153
