Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,23.200,47.493,1.296,27.863,49.646,62.886,86.238,104.804,130.511,132.387,0.021
5,24.600,40.625,1.610,14.099,43.997,58.590,74.885,83.203,92.013,148.297,0.025
10,22.800,39.720,1.451,3.026,45.247,58.976,74.173,81.514,95.479,97.695,0.025
15,26.400,40.599,1.515,19.980,46.634,59.765,68.616,76.699,101.260,101.976,0.025
20,21.200,38.875,1.457,9.146,45.165,57.430,65.879,71.225,92.548,117.400,0.026
25,20.200,43.867,1.459,11.448,49.368,62.231,76.921,90.350,109.719,110.130,0.023
30,23.200,37.680,1.394,9.521,42.836,57.031,68.731,78.265,96.897,129.874,0.027
35,26.000,41.846,1.427,25.347,48.012,57.380,69.398,79.993,97.936,100.498,0.024
40,23.000,39.935,1.446,8.052,47.902,56.201,67.917,78.313,94.873,95.890,0.025
45,30.800,38.406,1.459,18.051,44.088,55.585,64.703,73.060,83.964,84.902,0.026
50,22.200,46.389,1.441,16.523,50.896,59.561,65.653,72.159,93.612,629.777,0.022
55,21.000,42.055,1.414,3.353,49.533,66.230,81.463,83.522,86.953,87.418,0.024
60,31.000,38.732,1.448,19.934,43.221,55.651,63.887,69.191,80.183,97.054,0.026
65,29.600,38.426,1.467,2.676,45.886,59.808,71.956,89.795,109.496,112.895,0.026
70,13.200,64.020,1.496,41.761,69.999,81.497,117.704,128.611,137.322,137.322,0.016
75,24.200,42.712,1.433,30.909,47.150,60.361,67.793,73.259,82.983,87.187,0.023
80,18.800,44.038,1.475,27.206,48.754,60.421,70.587,85.750,117.114,117.114,0.023
85,26.600,39.080,1.397,9.886,44.989,55.545,69.971,79.832,95.968,97.034,0.026
90,29.400,40.672,1.372,28.801,45.752,55.466,65.958,71.576,88.129,92.861,0.025
95,21.600,41.862,1.404,14.456,49.899,61.764,71.451,76.496,104.872,128.897,0.024
100,30.000,41.148,1.452,18.575,48.308,57.643,66.198,77.408,105.435,109.801,0.024
105,24.000,35.531,1.358,4.616,41.654,52.808,63.141,68.299,90.138,98.118,0.028
110,22.000,41.601,1.438,23.065,44.891,57.593,73.406,82.624,89.023,96.671,0.024
115,25.200,37.069,1.144,25.990,40.751,53.102,62.273,65.236,76.844,77.265,0.027
