Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,439,439.000,4527,12990,17901,22830,27089,42356,51867,89328,111257
1,556,556.000,3880,12609,15865,17859,20737,28139,32092,56298,62474
2,658,658.000,3470,11244,13849,15206,17526,22411,28041,38037,61523
3,627,627.000,3141,11309,13765,15893,16829,23582,28751,70358,81587
4,672,672.000,2673,11218,13664,14796,16826,21219,26795,33182,47508
5,669,669.000,5297,11219,13539,14938,16794,21506,26418,36959,59622
6,630,630.000,1975,11445,13890,15872,17589,24012,29339,54683,69909
7,690,690.000,2899,10925,13326,14559,15920,20167,25769,40152,71307
8,631,631.000,3525,11335,13652,15720,16667,20912,26899,81154,103657
9,681,681.000,4792,10958,13670,21344,15965,19490,24812,35449,1025235
10,114,114.000,8962,12980,15950,47968,19979,27933,34622,888383,931283
11,690,690.000,2772,11172,13555,14417,16211,19509,24124,33345,41967
12,660,660.000,3032,11304,13589,15182,17108,21671,28410,38692,58475
13,652,652.000,3819,11197,13443,15245,16118,20963,27178,67377,78471
14,698,698.000,3300,10927,13180,14309,16016,19754,25424,35936,46896
15,707,707.000,3062,10904,13329,14149,16067,19907,23487,30681,37087
16,704,704.000,3502,11022,13250,14154,15682,18722,23938,33063,45975
17,698,698.000,1507,11136,13308,14401,15858,20211,26407,37765,43694
18,633,633.000,6169,11433,13621,15714,16549,20032,27032,82844,98007
19,704,704.000,3431,11072,13664,14166,16017,19485,21976,29195,40694
20,712,712.000,3280,10958,13224,14076,15987,18965,22858,30408,41889
21,692,692.000,3450,11144,13503,14383,16237,19479,23663,33293,53127
22,699,699.000,3846,11091,13324,14345,16116,19805,25588,32838,41308
23,688,688.000,2462,10640,13131,14493,15834,18729,24111,69401,89536
24,710,710.000,3138,10735,13261,14030,16042,18909,22384,30483,51494
25,705,705.000,3700,11159,13385,14187,15938,18965,22555,34410,44934
26,708,708.000,4660,10971,13556,14096,15968,19115,22124,31849,37800
27,708,708.000,2776,11013,13185,14296,15672,19964,23590,32912,88681
28,639,639.000,2414,10982,13204,15404,16745,21464,29429,75209,82391
29,722,722.000,2510,10550,12980,13866,15924,18840,21953,31192,38979
30,712,712.000,4521,11034,13243,14046,15600,18769,22897,33585,42731
31,698,698.000,3394,11211,13552,14324,16066,19840,23497,33719,49465
32,639,639.000,3033,11131,13607,15582,16356,20141,25448,103366,111736
33,682,682.000,3106,11352,14061,14649,16386,19910,24047,31127,42471
34,437,437.000,4737,10944,13765,32092,16580,20246,27093,942120,1019547
35,383,383.000,3775,11305,13602,15587,16444,19785,24355,38330,444898
36,733,733.000,3068,10806,13100,13612,15380,17891,20539,29812,41522
37,718,718.000,3491,10923,13216,13938,15762,18419,22019,31353,40493
38,677,677.000,4696,10938,13373,14735,15977,18888,22995,69964,77999
39,699,699.000,4315,10909,13546,14314,16094,19380,25238,33948,48289
40,697,697.000,3173,10973,13346,14337,16161,19157,24062,35676,49939
41,712,712.000,2579,10815,13221,13992,15703,19308,22892,31434,52286
42,718,718.000,3581,10864,13106,14274,16017,19572,24717,42750,55066
43,650,650.000,3038,10745,13530,14983,16067,19502,25783,70718,83511
44,718,718.000,3400,10713,13099,13853,15501,18362,22412,34681,42263
45,724,724.000,2676,10647,13263,13828,15829,18573,22257,28084,36908
46,714,714.000,3037,11232,13453,16842,15926,18510,22456,29473,1035865
47,178,178.000,4506,12223,15061,45469,17599,21144,45414,953894,977292
48,654,654.000,4217,10651,13115,15123,16458,20844,24886,75374,86756
49,699,699.000,2822,11273,13340,14248,15917,19677,23176,32269,44648
50,720,720.000,2663,10743,13210,13881,15842,18578,23036,32119,39233
51,709,709.000,2718,10922,13504,14115,15869,19502,23382,32933,40659
52,582,582.000,3058,10735,13137,29712,15931,19064,23463,936254,1051630
53,187,187.000,7580,10935,13651,14265,15941,18959,21591,30703,31741
54,639,639.000,2919,11495,13939,15667,16588,20823,27488,78844,83506
55,671,671.000,3882,10571,12788,18101,15845,20463,25078,36574,1026459
56,267,267.000,4355,10440,13194,29258,16834,22387,31935,679679,710333
57,717,717.000,3181,10793,13223,13909,15716,18809,22471,29562,46690
58,721,721.000,4627,10764,13039,13859,15543,19408,22476,30946,47331
59,649,649.000,2733,11022,13425,15444,16526,20650,26598,83398,103893
60,706,706.000,3539,10977,13508,14114,16024,18844,23029,31229,43917
61,705,705.000,3510,11000,13264,14149,15965,19877,23423,29261,38457
62,706,706.000,5492,10834,13387,14169,16136,19498,24598,30656,44916
63,720,720.000,2479,10548,13109,13889,15938,19007,24766,28669,33929
64,681,681.000,2520,10902,13106,14670,15868,19114,23489,69748,81173
65,716,716.000,3024,10707,13384,13978,15890,18450,22720,30975,47414
66,699,699.000,4514,11202,13516,14238,16260,19221,22422,31911,36437
67,707,707.000,4533,11205,13233,14164,15906,19176,21937,35518,49106
68,718,718.000,2353,10848,13375,13878,15793,18496,21430,28696,41734
69,661,661.000,3249,10899,13148,15161,16378,20742,25111,74714,88049
70,720,720.000,3809,10586,13142,13886,15909,18576,23021,33121,55627
71,718,718.000,3820,10896,13371,13843,15709,18293,22009,30092,33913
72,709,709.000,3584,10963,13434,14094,15907,19183,23906,29572,39158
73,654,654.000,3701,11075,13351,15332,16186,20535,28488,70347,77934
74,697,697.000,4652,10806,12955,17840,15585,18714,23221,34211,1018570
75,158,158.000,4244,11952,14724,47453,19125,26512,34999,806060,831931
76,711,711.000,3269,11105,13252,14075,15821,18673,23164,30120,38595
77,711,711.000,2805,11215,13496,14067,16032,18961,22464,27937,35391
78,714,714.000,4137,10964,13345,13990,15848,18907,22103,31631,45599
79,676,676.000,2401,10854,13338,14785,15857,19014,23370,75370,88657
80,730,730.000,2717,10801,13125,13676,15652,18561,20746,27094,38897
81,736,736.000,3796,10691,12993,13546,15782,17883,20440,27250,39241
82,715,715.000,3360,10824,13227,13970,15763,18706,22826,32534,42181
83,714,714.000,2672,10806,13352,14004,15918,18937,23195,31678,47668
84,660,660.000,3169,11212,13538,15177,15935,19278,24524,85025,92451
85,722,722.000,2427,10594,13220,13762,15777,18578,22318,29707,38607
86,706,706.000,2515,11071,13381,14181,16047,18793,23284,29372,39482
87,701,701.000,2945,10931,13091,14241,15841,19701,24366,36679,47468
88,659,659.000,2947,10920,13517,15239,16342,19909,25454,85369,100939
89,680,680.000,2797,11276,13647,14604,16661,20629,24275,34066,41283
90,713,713.000,3245,11024,13311,14050,15952,19578,22576,29697,36374
91,695,695.000,3647,10942,13642,14302,16265,19339,23204,32703,43401
92,724,724.000,2938,10840,13252,13847,15674,18160,21096,34529,43904
93,656,656.000,2427,10998,13511,15210,16252,20597,26648,74487,88140
94,730,730.000,3225,10834,12885,13688,15670,18197,21240,27597,59975
95,724,724.000,2487,10828,13053,13828,15940,18706,21541,30139,44460
96,707,707.000,3092,10990,13371,14108,16175,19230,22531,30047,36171
97,712,712.000,3289,10958,13107,13976,16160,18972,21852,30611,44103
98,667,667.000,3798,11061,13454,15021,16293,20058,24578,72621,84629
99,744,744.000,3479,10466,12717,13424,15452,18145,20439,29032,38210
100,699,699.000,2856,11207,13429,14242,16238,19513,23437,31817,43209
101,643,643.000,4850,11048,13490,25187,16429,19799,23159,788202,1040846
102,151,151.000,8077,12300,15147,25250,17646,23213,29346,657822,775398
103,709,709.000,4481,10966,13539,14113,16074,18877,21972,32731,38009
104,547,547.000,3460,11955,14960,18230,18326,26533,39962,81529,83867
105,643,643.000,4397,11642,14122,15609,16570,19889,25954,76343,82385
106,705,705.000,2585,11070,13203,14072,15856,18646,22339,32055,40714
107,665,665.000,4347,11176,13693,15106,16111,19394,21701,82085,97017
108,721,721.000,4145,10612,13231,13814,15845,18541,21916,29265,35520
109,692,692.000,2412,11083,13573,14437,16155,19185,23762,40907,51181
110,656,656.000,5406,11265,13745,15244,16261,19560,24465,75507,87403
111,729,729.000,2522,10725,12748,13714,15563,18744,22468,30703,42551
112,712,712.000,3537,10924,13204,14062,16239,19220,21853,30982,51012
113,665,665.000,3148,11057,13829,14962,15912,18875,22494,71563,86450
114,707,707.000,4672,10842,13407,14113,15817,18633,23872,30635,45903
115,707,707.000,4723,10920,13355,14126,15869,19234,22416,34492,51126
116,659,659.000,3073,10894,13690,15175,17387,23820,27992,38289,53289
117,667,667.000,2346,10881,13234,14970,16313,20306,24999,70583,76831
118,688,688.000,3635,10802,13496,14542,16511,20455,25668,42021,50525
119,676,676.000,2941,11223,13787,14509,16711,20208,23806,32578,39013
