Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1042.800,9.577,0.589,2.507,2.800,3.284,10.433,50.033,183.869,292.751,0.104
5,905.200,11.156,0.703,2.552,2.759,3.105,13.720,61.542,178.934,342.373,0.090
10,128.000,77.882,0.579,46.310,71.702,96.030,136.653,160.699,178.188,247.050,0.013
15,136.200,73.031,0.670,36.353,61.302,93.782,127.411,160.957,231.912,245.540,0.014
20,151.200,66.307,0.708,35.927,59.387,85.433,120.036,144.251,169.332,193.972,0.015
25,166.000,60.240,0.635,35.286,51.920,76.861,100.305,134.604,176.389,185.139,0.017
30,154.400,64.285,0.625,35.296,59.095,76.617,110.460,142.909,201.310,209.773,0.016
35,168.000,59.862,0.595,34.590,51.156,76.228,109.317,134.675,167.474,243.045,0.017
40,180.400,55.505,0.665,34.605,44.555,67.438,92.940,126.108,168.027,236.319,0.018
45,175.400,56.640,0.637,34.804,50.786,75.326,101.206,117.698,142.056,167.075,0.018
50,183.400,54.375,0.624,34.171,43.321,67.658,92.677,117.405,175.433,217.296,0.018
55,174.600,57.717,0.586,34.215,50.731,75.892,100.916,117.235,167.740,202.143,0.017
60,147.000,67.687,0.638,42.328,51.176,84.149,133.771,155.217,184.266,203.771,0.015
65,181.600,55.076,0.599,26.055,42.626,68.073,109.365,125.666,184.366,210.199,0.018
70,184.400,54.038,0.598,25.702,35.023,67.169,117.298,134.292,192.143,192.699,0.019
75,133.200,76.004,0.637,42.465,59.123,92.559,134.084,150.759,275.669,276.111,0.013
80,115.800,85.605,0.597,42.823,83.554,125.018,150.496,167.016,217.063,218.032,0.012
85,150.600,66.554,0.579,34.197,50.576,92.071,134.340,150.883,200.662,209.110,0.015
90,168.000,59.276,0.647,33.923,50.281,75.564,108.733,142.460,183.682,192.585,0.017
95,169.600,58.598,0.595,34.065,50.182,75.611,108.761,117.479,159.135,192.252,0.017
100,170.400,58.674,0.710,34.021,50.437,67.227,117.139,134.026,167.669,184.702,0.017
105,167.000,60.339,0.601,34.310,50.697,75.686,100.604,124.071,192.174,200.810,0.017
110,183.200,54.324,0.612,33.816,42.494,66.618,100.968,125.231,142.612,150.804,0.018
115,183.800,53.663,0.666,33.865,42.760,66.989,92.294,117.045,150.293,167.259,0.019
