Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,470.400,21.156,1.097,16.423,16.683,17.340,25.253,32.340,108.864,195.982,0.047
5,626.800,15.912,0.941,16.403,16.616,16.756,17.021,17.288,25.159,50.214,0.063
10,745.400,13.399,6.283,8.312,16.271,16.712,17.012,17.291,25.247,109.134,0.075
15,922.800,10.807,7.107,8.222,8.425,16.367,16.811,17.024,24.982,50.254,0.093
20,958.000,10.412,5.062,8.201,8.395,8.771,16.720,16.962,25.188,108.083,0.096
25,914.600,10.926,7.230,8.225,8.373,8.745,16.741,16.952,33.267,141.494,0.092
30,831.400,12.154,7.551,8.267,8.516,16.633,16.844,17.023,25.049,108.537,0.082
35,910.000,10.877,7.414,8.242,8.398,16.487,16.801,16.990,24.943,50.616,0.092
40,868.800,11.450,0.907,8.228,8.398,16.329,16.810,17.022,50.026,150.701,0.087
45,994.000,10.041,6.944,8.222,8.355,8.602,16.685,16.870,24.764,92.440,0.100
50,1058.000,9.435,7.379,8.219,8.343,8.521,16.462,16.740,17.206,100.377,0.106
55,950.000,10.545,5.985,8.169,8.373,8.813,16.737,16.949,25.135,150.185,0.095
60,1017.800,9.773,6.282,8.187,8.349,8.609,16.634,16.856,20.932,58.493,0.102
65,956.200,10.454,0.806,8.169,8.353,8.686,16.663,16.904,33.402,167.656,0.096
70,973.200,10.240,1.013,8.184,8.352,8.633,16.635,16.832,49.980,100.755,0.098
75,991.600,10.063,5.748,8.163,8.358,8.667,16.637,16.921,32.344,151.060,0.099
80,966.800,10.330,6.565,8.171,8.397,8.847,16.703,16.894,17.770,141.909,0.097
85,934.000,10.689,6.519,8.191,8.365,8.729,16.733,16.967,32.736,141.375,0.094
90,1004.000,9.959,6.541,8.156,8.357,8.660,16.720,16.931,17.637,108.457,0.100
95,1062.000,9.386,6.857,8.177,8.345,8.571,16.417,16.756,17.441,41.963,0.107
100,1024.400,9.743,0.895,8.169,8.345,8.593,16.504,16.815,25.091,108.199,0.103
105,918.200,10.867,1.122,8.220,8.375,8.747,16.777,17.183,34.160,141.758,0.092
110,908.200,10.990,7.169,8.220,8.391,10.435,16.832,17.131,25.469,84.790,0.091
115,937.400,10.515,6.596,8.189,8.383,8.742,16.779,17.025,25.579,149.874,0.095
