Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,27.200,8.133,1.491,5.271,6.029,7.743,10.610,21.624,56.403,60.218,0.123
5,39.800,5.435,3.405,4.392,5.109,6.311,7.326,7.825,9.417,15.439,0.184
10,36.200,5.038,3.143,4.228,4.704,5.431,6.676,7.051,10.840,11.840,0.198
15,32.200,4.931,0.694,4.276,4.794,5.660,6.376,6.864,7.622,8.717,0.203
20,47.200,5.037,0.818,4.174,4.692,5.591,6.635,7.664,10.334,10.988,0.199
25,44.200,5.298,3.361,4.373,4.928,5.971,6.993,7.698,10.134,12.305,0.189
30,33.200,5.123,2.089,4.207,4.909,5.575,6.926,7.911,9.789,12.389,0.195
35,40.200,5.083,0.785,4.202,4.693,5.611,7.165,7.549,8.706,13.235,0.197
40,47.200,5.013,1.939,4.121,4.678,5.414,6.747,7.598,10.490,13.190,0.199
45,34.600,5.543,0.731,4.220,4.818,5.963,7.217,8.448,36.882,40.230,0.180
50,37.800,4.875,2.405,4.115,4.562,5.340,6.427,7.084,9.366,9.709,0.205
55,48.400,5.052,2.403,4.121,4.672,5.691,7.088,8.075,9.096,14.006,0.198
60,33.000,8.809,0.662,4.260,4.793,5.707,7.180,7.593,12.559,610.111,0.114
65,33.600,6.513,0.563,4.192,4.936,5.813,6.783,8.149,41.610,168.180,0.154
70,40.400,4.882,0.593,4.143,4.658,5.448,6.517,7.193,7.697,9.267,0.205
75,33.800,5.485,2.996,4.371,4.989,5.877,7.036,8.233,17.708,33.077,0.182
80,40.400,5.469,0.636,4.295,4.798,5.904,7.271,8.567,16.088,24.526,0.183
85,46.600,5.620,0.675,4.445,5.055,6.184,7.946,9.274,14.021,14.412,0.178
90,35.800,5.487,2.777,4.429,4.865,5.901,7.208,8.906,22.149,23.097,0.182
95,42.200,5.234,2.806,4.354,4.869,5.634,7.001,7.759,9.220,16.364,0.191
100,51.400,5.402,1.024,4.361,4.990,6.018,7.427,8.519,10.604,14.703,0.185
105,35.400,5.106,0.749,4.316,4.723,5.508,6.753,7.798,15.818,19.860,0.196
110,41.800,5.541,2.053,4.188,4.971,6.007,8.027,9.600,14.000,19.786,0.180
115,45.200,4.901,2.993,4.096,4.697,5.308,6.479,7.273,8.387,11.080,0.204
