Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,111.800,90.448,6.923,51.002,85.682,114.294,156.348,189.521,227.523,253.592,0.011
5,79.600,128.341,6.203,81.517,103.232,170.991,240.916,269.088,340.238,426.849,0.008
10,86.000,115.521,5.619,50.424,100.424,159.523,225.889,252.361,341.937,367.599,0.009
15,87.400,113.129,4.334,42.333,90.956,160.372,244.784,284.990,343.873,383.781,0.009
20,149.200,66.459,3.916,25.377,59.494,83.694,125.202,167.063,234.192,250.837,0.015
25,143.400,69.598,4.096,25.329,59.214,84.638,133.802,168.870,275.907,457.632,0.014
30,160.400,62.420,3.671,25.230,58.694,75.451,109.060,167.563,233.377,335.514,0.016
35,169.400,58.796,5.100,25.191,58.228,75.054,109.389,159.333,200.943,325.853,0.017
40,165.000,60.645,3.527,25.092,51.406,68.596,100.317,149.963,226.640,1087.527,0.016
45,171.000,58.358,4.307,25.241,58.666,75.166,93.267,135.492,208.639,225.569,0.017
50,193.600,51.744,6.390,25.115,50.931,67.517,84.037,102.190,201.576,241.841,0.019
55,157.400,63.482,4.237,25.217,58.567,67.567,83.790,101.586,852.408,1089.178,0.016
60,187.800,53.264,4.247,25.205,58.559,68.040,84.697,100.859,133.666,158.159,0.019
65,185.800,53.950,4.428,25.281,58.719,68.043,84.477,93.863,142.288,185.381,0.019
70,194.200,51.329,9.282,25.127,50.759,67.536,83.584,95.932,200.610,233.845,0.019
75,185.000,54.116,4.659,25.163,58.455,68.235,92.101,109.056,166.702,184.980,0.018
80,206.000,48.545,4.017,25.127,51.098,67.340,76.206,92.025,108.834,141.752,0.021
85,206.600,48.354,3.806,25.142,51.004,67.282,76.288,91.889,117.436,182.671,0.021
90,212.200,47.496,6.032,25.141,50.723,67.167,76.112,84.421,109.289,133.787,0.021
95,183.400,54.066,4.782,25.184,58.652,67.582,83.891,108.326,176.154,243.717,0.018
100,188.000,53.283,6.669,25.153,56.805,74.597,92.265,102.059,204.155,247.459,0.019
105,196.000,50.642,4.054,25.141,51.178,67.574,83.904,93.352,150.179,191.508,0.020
110,128.400,78.043,4.200,33.804,66.946,84.906,176.245,214.700,266.009,308.929,0.013
115,167.200,59.274,4.477,25.046,50.263,67.884,84.487,116.255,576.174,1086.003,0.017
