Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1658108071.057050,210062,8,1
1,NewOrder,1658108071.057071,129959,9,1
1,NewOrder,1658108071.057091,206842,1,1
1,NewOrder,1658108071.057164,206726,4,1
1,NewOrder,1658108071.057486,113560,2,1
1,NewOrder,1658108071.057572,113348,3,1
1,NewOrder,1658108071.057590,102712,6,1
1,NewOrder,1658108071.057646,227986,5,1
1,NewOrder,1658108071.057662,113601,0,1
1,NewOrder,1658108071.057683,113390,7,1
1,NewOrder,1658108071.160587,128515,6,1
1,NewOrder,1658108071.171021,42915,3,1
1,NewOrder,1658108071.171189,117900,7,1
1,NewOrder,1658108071.171224,117832,2,1
1,NewOrder,1658108071.171340,117762,0,1
1,NewOrder,1658108071.187144,102043,9,1
1,NewOrder,1658108071.213992,22023,3,1
1,NewOrder,1658108071.236068,16810,3,1
1,NewOrder,1658108071.252928,22439,3,1
1,NewOrder,1658108071.264033,42294,4,1
1,NewOrder,1658108071.264048,14278,1,1
1,NewOrder,1658108071.267253,50147,8,1
1,NewOrder,1658108071.275423,41944,3,1
1,NewOrder,1658108071.278392,97919,1,1
1,NewOrder,1658108071.285729,90551,5,1
1,NewOrder,1658108071.289137,37790,7,1
1,NewOrder,1658108071.289145,87461,2,1
1,NewOrder,1658108071.289173,58886,0,1
1,NewOrder,1658108071.289193,86985,6,1
1,NewOrder,1658108071.289231,58858,9,1
1,NewOrder,1658108071.306422,69860,4,1
1,NewOrder,1658108071.317443,131530,3,1
1,NewOrder,1658108071.317457,58854,8,1
1,NewOrder,1658108071.326989,122296,7,1
1,NewOrder,1658108071.348125,64016,9,1
1,NewOrder,1658108071.348128,63160,0,1
1,NewOrder,1658108071.376225,72373,6,1
1,NewOrder,1658108071.376357,72202,4,1
1,NewOrder,1658108071.376357,58405,5,1
1,NewOrder,1658108071.376372,65026,1,1
1,NewOrder,1658108071.376372,99986,8,1
1,NewOrder,1658108071.376649,46181,2,1
1,NewOrder,1658108071.411364,55635,0,1
1,NewOrder,1658108071.412190,49838,9,1
1,NewOrder,1658108071.422891,222246,2,1
1,NewOrder,1658108071.434816,52324,5,1
1,NewOrder,1658108071.441456,70359,1,1
1,NewOrder,1658108071.448638,167437,4,1
1,NewOrder,1658108071.448650,167544,6,1
1,NewOrder,1658108071.449022,61992,3,1
1,NewOrder,1658108071.449328,58910,7,1
1,NewOrder,1658108071.462092,162328,9,1
1,NewOrder,1658108071.467046,149445,0,1
1,NewOrder,1658108071.476439,156371,8,1
1,NewOrder,1658108071.487207,166481,5,1
1,NewOrder,1658108071.508315,156613,7,1
1,NewOrder,1658108071.511070,156348,3,1
1,NewOrder,1658108071.511874,151667,1,1
1,NewOrder,1658108071.616159,132451,4,1
1,NewOrder,1658108071.616305,109683,6,1
1,NewOrder,1658108071.616532,62560,0,1
1,NewOrder,1658108071.624486,61207,9,1
1,NewOrder,1658108071.632873,58390,8,1
1,NewOrder,1658108071.645198,40978,2,1
1,NewOrder,1658108071.653737,42368,5,1
1,NewOrder,1658108071.663616,48281,1,1
1,NewOrder,1658108071.664989,51593,7,1
1,NewOrder,1658108071.667486,80866,3,1
1,NewOrder,1658108071.679192,55302,0,1
1,NewOrder,1658108071.685782,126874,9,1
1,NewOrder,1658108071.686257,72788,2,1
1,NewOrder,1658108071.691338,55920,8,1
1,NewOrder,1658108071.696172,52320,5,1
1,NewOrder,1658108071.711975,55885,1,1
1,NewOrder,1658108071.716670,41991,7,1
1,NewOrder,1658108071.726080,67403,6,1
1,NewOrder,1658108071.734582,92777,0,1
1,NewOrder,1658108071.747328,45939,8,1
1,NewOrder,1658108071.748395,47994,3,1
1,NewOrder,1658108071.748549,64053,5,1
1,NewOrder,1658108071.748649,43520,4,1
1,NewOrder,1658108071.758730,51927,7,1
1,NewOrder,1658108071.759111,171500,2,1
1,NewOrder,1658108071.767918,76859,1,1
1,NewOrder,1658108071.792229,47336,4,1
1,NewOrder,1658108071.793353,68593,8,1
1,NewOrder,1658108071.793521,92102,6,1
1,NewOrder,1658108071.796432,34501,3,1
1,NewOrder,1658108071.810729,84662,7,1
1,NewOrder,1658108071.812645,118099,5,1
1,NewOrder,1658108071.812716,52066,9,1
1,NewOrder,1658108071.827436,54127,0,1
1,NewOrder,1658108071.830978,46154,3,1
1,NewOrder,1658108071.839625,43884,4,1
1,NewOrder,1658108071.844846,50381,1,1
1,NewOrder,1658108071.862837,46757,8,1
1,NewOrder,1658108071.864861,57008,9,1
1,NewOrder,1658108071.877209,43337,3,1
1,NewOrder,1658108071.881663,52863,0,1
1,NewOrder,1658108071.883589,45819,4,1
1,NewOrder,1658108071.885692,91045,6,1
1,NewOrder,1658108071.895320,60536,1,1
1,NewOrder,1658108071.895461,246133,7,1
1,NewOrder,1658108071.909662,48665,8,1
1,NewOrder,1658108071.920608,61742,3,1
1,NewOrder,1658108071.921924,51002,9,1
1,NewOrder,1658108071.929465,39547,4,1
1,NewOrder,1658108071.930674,147403,2,1
1,NewOrder,1658108071.930784,66614,5,1
1,NewOrder,1658108071.934630,37863,0,1
1,NewOrder,1658108071.955924,43608,1,1
1,NewOrder,1658108071.958376,43815,8,1
1,NewOrder,1658108071.969078,42895,4,1
1,NewOrder,1658108071.972558,34822,0,1
1,NewOrder,1658108071.972969,39290,9,1
1,NewOrder,1658108071.976782,177925,6,1
1,NewOrder,1658108071.982405,40670,3,1
1,NewOrder,1658108071.997479,127696,5,1
1,NewOrder,1658108071.999587,48018,1,1
1,NewOrder,1658108072.002226,38101,8,1
1,NewOrder,1658108072.007436,40458,0,1
1,NewOrder,1658108072.012019,23137,4,1
1,NewOrder,1658108072.012306,58495,9,1
1,NewOrder,1658108072.023138,36210,3,1
1,NewOrder,1658108072.035209,85802,4,1
1,NewOrder,1658108072.040386,34602,8,1
1,NewOrder,1658108072.047664,79175,1,1
1,NewOrder,1658108072.048000,76853,0,1
1,NewOrder,1658108072.059430,85970,3,1
1,NewOrder,1658108072.070896,87906,9,1
1,NewOrder,1658108072.075056,83514,8,1
1,NewOrder,1658108072.078129,91860,2,1
1,NewOrder,1658108072.121078,30969,4,1
1,NewOrder,1658108072.124919,49931,0,1
1,NewOrder,1658108072.125223,116457,5,1
1,NewOrder,1658108072.126890,35520,1,1
1,NewOrder,1658108072.141644,82913,7,1
1,NewOrder,1658108072.145475,38014,3,1
1,NewOrder,1658108072.152102,97026,4,1
1,NewOrder,1658108072.154801,104191,6,1
1,NewOrder,1658108072.158616,96270,8,1
1,NewOrder,1658108072.158839,28617,9,1
1,NewOrder,1658108072.162447,105027,1,1
1,NewOrder,1658108072.170061,115258,2,1
1,NewOrder,1658108072.174908,80281,0,1
1,NewOrder,1658108072.183551,87604,3,1
1,NewOrder,1658108072.187494,89569,9,1
1,NewOrder,1658108072.224623,34434,7,1
1,NewOrder,1658108072.241730,62739,5,1
1,NewOrder,1658108072.249180,74365,4,1
1,NewOrder,1658108072.254949,59809,8,1
1,NewOrder,1658108072.255228,58440,0,1
1,NewOrder,1658108072.259025,99276,6,1
1,NewOrder,1658108072.259094,79559,7,1
1,NewOrder,1658108072.267516,57890,1,1
1,NewOrder,1658108072.271199,45286,3,1
1,NewOrder,1658108072.277138,54793,9,1
1,NewOrder,1658108072.285370,91503,2,1
1,NewOrder,1658108072.304518,110454,5,1
1,NewOrder,1658108072.313727,49456,0,1
1,NewOrder,1658108072.314794,47083,8,1
1,NewOrder,1658108072.316522,42518,3,1
1,NewOrder,1658108072.323597,43932,4,1
1,NewOrder,1658108072.325461,44287,1,1
1,NewOrder,1658108072.331977,47782,9,1
1,NewOrder,1658108072.338811,37554,7,1
1,NewOrder,1658108072.358362,56655,6,1
1,NewOrder,1658108072.359078,47139,3,1
1,NewOrder,1658108072.361949,29080,8,1
1,NewOrder,1658108072.363215,45564,0,1
1,NewOrder,1658108072.367576,47317,4,1
1,NewOrder,1658108072.369819,34126,1,1
1,NewOrder,1658108072.376398,74997,7,1
1,NewOrder,1658108072.376908,74460,2,1
1,NewOrder,1658108072.379814,39944,9,1
1,NewOrder,1658108072.391080,43138,8,1
1,NewOrder,1658108072.403999,37839,1,1
1,NewOrder,1658108072.406253,201409,3,1
1,NewOrder,1658108072.408812,41042,0,1
1,NewOrder,1658108072.414944,52577,4,1
1,NewOrder,1658108072.415005,184197,5,1
1,NewOrder,1658108072.415062,120471,6,1
1,NewOrder,1658108072.419797,46026,9,1
1,NewOrder,1658108072.434297,44112,8,1
1,NewOrder,1658108072.441876,27851,1,1
1,NewOrder,1658108072.449934,41570,0,1
1,NewOrder,1658108072.451479,253592,7,1
1,NewOrder,1658108072.451502,139644,2,1
1,NewOrder,1658108072.465877,38607,9,1
1,NewOrder,1658108072.467561,6923,4,1
1,NewOrder,1658108072.469759,35481,1,1
1,NewOrder,1658108072.474520,37015,4,1
1,NewOrder,1658108072.478461,30812,8,1
1,NewOrder,1658108072.491558,44401,0,1
1,NewOrder,1658108072.504531,90496,9,1
1,NewOrder,1658108072.505272,36168,1,1
1,NewOrder,1658108072.509338,112242,8,1
1,NewOrder,1658108072.511578,106320,4,1
1,NewOrder,1658108072.535592,160403,6,1
1,NewOrder,1658108072.535990,36461,0,1
1,NewOrder,1658108072.541482,64735,1,1
1,NewOrder,1658108072.572499,38940,0,1
1,NewOrder,1658108072.591185,113871,2,1
1,NewOrder,1658108072.595074,46261,9,1
1,NewOrder,1658108072.599247,105824,5,1
1,NewOrder,1658108072.606267,43386,1,1
1,NewOrder,1658108072.607697,51917,3,1
1,NewOrder,1658108072.611472,63119,0,1
1,NewOrder,1658108072.617942,57713,4,1
1,NewOrder,1658108072.621631,31272,8,1
1,NewOrder,1658108072.641390,41991,9,1
1,NewOrder,1658108072.649701,43664,1,1
1,NewOrder,1658108072.652954,59254,8,1
1,NewOrder,1658108072.659648,51939,3,1
1,NewOrder,1658108072.674653,55250,0,1
1,NewOrder,1658108072.675698,45505,4,1
1,NewOrder,1658108072.683423,43861,9,1
1,NewOrder,1658108072.693436,65618,1,1
1,NewOrder,1658108072.696035,45178,6,1
1,NewOrder,1658108072.705100,36129,2,1
1,NewOrder,1658108072.705113,62823,5,1
1,NewOrder,1658108072.705113,63267,7,1
1,NewOrder,1658108072.711644,46972,3,1
1,NewOrder,1658108072.712240,51464,8,1
1,NewOrder,1658108072.721252,38266,4,1
1,NewOrder,1658108072.727338,42280,9,1
1,NewOrder,1658108072.729935,40304,0,1
1,NewOrder,1658108072.741256,26732,6,1
1,NewOrder,1658108072.741275,26708,2,1
1,NewOrder,1658108072.758693,78153,3,1
1,NewOrder,1658108072.759087,123610,1,1
1,NewOrder,1658108072.759564,100313,4,1
1,NewOrder,1658108072.763736,106618,8,1
1,NewOrder,1658108072.767972,128862,5,1
1,NewOrder,1658108072.768021,68607,2,1
1,NewOrder,1658108072.768060,68612,6,1
1,NewOrder,1658108072.768437,66559,7,1
1,NewOrder,1658108072.769656,76739,9,1
1,NewOrder,1658108072.770287,126901,0,1
1,NewOrder,1658108072.835043,89297,7,1
1,NewOrder,1658108072.836661,87967,2,1
1,NewOrder,1658108072.836735,38934,6,1
1,NewOrder,1658108072.836888,28905,3,1
1,NewOrder,1658108072.846465,77756,9,1
