Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,24.200,7.578,2.185,5.666,6.506,8.120,10.051,11.490,17.074,67.639,0.132
5,25.600,10.877,4.250,5.800,7.019,9.546,22.042,40.764,58.056,62.783,0.092
10,20.000,6.788,1.632,5.216,6.210,8.044,9.855,11.410,16.201,16.201,0.147
15,33.000,7.532,3.914,5.704,6.787,8.544,10.640,11.903,14.791,35.814,0.133
20,19.800,7.598,3.589,5.591,7.184,8.853,11.644,13.214,17.130,17.130,0.132
25,28.000,8.596,3.633,5.578,6.934,9.480,12.837,21.630,31.557,34.828,0.116
30,21.400,7.507,3.970,5.679,7.244,8.691,10.571,12.075,13.948,16.621,0.133
35,26.400,7.112,3.481,5.502,6.783,8.402,9.505,11.567,13.962,15.004,0.141
40,31.800,7.004,3.878,5.423,6.507,7.969,10.031,11.565,16.308,16.311,0.143
45,17.600,7.506,3.529,5.964,6.782,8.929,10.364,12.306,20.068,20.068,0.133
50,32.800,8.203,3.268,5.611,6.800,8.527,13.264,17.750,37.604,41.329,0.122
55,18.600,7.529,3.652,5.815,7.386,8.832,10.145,11.652,19.845,19.845,0.133
60,26.000,8.556,4.019,5.279,7.063,9.585,11.566,17.536,47.033,48.557,0.117
65,20.600,7.381,3.715,5.617,7.077,8.458,10.611,11.737,12.778,14.834,0.135
70,12.000,7.361,4.385,5.667,6.743,8.876,10.267,11.082,16.797,16.797,0.136
75,23.000,7.775,2.404,6.203,7.358,9.310,10.892,12.451,14.561,15.055,0.129
80,21.600,7.070,4.172,5.348,6.492,8.305,10.807,11.554,13.281,14.321,0.141
85,29.800,7.017,3.766,5.624,6.764,7.837,10.179,11.230,12.063,14.491,0.143
90,24.800,7.598,3.089,5.637,6.741,9.277,11.238,12.441,18.865,19.565,0.132
95,28.400,8.545,3.936,5.496,6.815,9.395,14.572,18.533,30.850,32.405,0.117
100,22.400,6.842,3.255,5.400,6.542,7.721,9.698,10.806,13.773,14.573,0.146
105,30.600,7.392,3.755,5.412,6.661,8.737,11.662,12.963,16.388,16.578,0.135
110,19.800,7.568,3.523,5.536,7.097,9.095,11.340,12.224,17.533,17.533,0.132
115,23.800,6.048,3.880,4.769,5.631,6.800,8.337,9.294,11.784,14.493,0.165
