Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,26.200,39.577,1.900,29.873,37.203,45.942,62.216,74.110,99.218,106.373,0.025
5,25.000,40.177,2.131,31.158,37.152,44.707,57.432,69.171,107.625,114.760,0.025
10,23.000,40.024,2.590,29.574,36.932,48.871,62.495,65.759,96.357,166.043,0.025
15,36.400,33.368,0.853,25.979,33.577,39.793,48.745,58.303,64.685,73.060,0.030
20,19.600,43.877,0.753,31.675,39.948,52.651,73.240,83.694,94.341,94.341,0.023
25,30.800,37.070,2.548,29.265,35.362,44.160,53.693,60.708,78.924,78.983,0.027
30,19.400,39.513,9.646,29.462,36.423,49.245,59.719,67.984,88.043,88.043,0.025
35,26.800,37.869,0.675,28.051,34.678,48.431,62.565,71.745,81.547,85.810,0.026
40,27.000,36.025,0.890,29.594,34.504,42.881,53.899,60.466,83.369,84.921,0.028
45,19.400,43.733,2.086,32.978,41.127,52.417,65.361,69.603,107.140,107.140,0.023
50,31.000,35.237,0.655,28.215,33.639,42.003,51.185,64.336,80.424,83.890,0.028
55,19.400,41.825,0.673,30.668,40.490,50.252,69.266,78.034,91.730,91.730,0.024
60,29.800,40.978,0.864,31.641,39.019,47.158,63.263,70.456,93.774,126.832,0.024
65,20.600,40.767,1.357,28.768,36.630,47.172,64.513,77.910,116.724,116.763,0.025
70,15.600,57.730,0.807,38.261,58.134,72.979,94.127,105.068,120.693,120.693,0.017
75,23.400,38.980,2.430,29.593,37.778,48.112,57.456,62.108,75.192,75.565,0.026
80,17.800,41.018,0.701,29.340,38.764,50.248,69.135,75.964,95.743,95.743,0.024
85,30.000,34.904,1.933,28.891,34.146,39.771,51.869,57.948,65.307,70.063,0.029
90,20.800,40.906,0.798,31.614,38.655,50.609,62.951,74.242,95.939,109.398,0.024
95,30.600,36.115,0.859,29.186,34.365,41.060,52.236,63.519,75.470,128.326,0.028
100,20.200,38.745,0.731,30.525,38.850,47.726,58.323,61.018,71.559,82.319,0.026
105,27.400,38.611,6.015,28.905,35.747,45.193,59.530,75.473,92.645,106.853,0.026
110,19.400,39.182,0.809,28.029,37.552,49.839,65.180,68.064,90.035,90.035,0.026
115,31.800,32.483,0.711,25.991,30.518,37.798,48.648,57.671,96.749,100.753,0.031
