Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,25.400,43.029,1.283,10.725,47.132,60.688,78.847,91.011,124.281,147.817,0.023
5,24.800,42.137,1.661,27.012,47.831,59.873,71.076,76.644,113.240,137.038,0.024
10,21.800,39.706,1.560,7.841,44.756,61.830,72.230,80.975,100.019,106.574,0.025
15,26.200,39.236,1.596,21.468,45.637,53.297,63.426,75.177,84.176,97.247,0.025
20,22.800,46.361,1.589,27.746,51.322,64.908,76.320,86.797,101.620,102.692,0.022
25,22.800,43.470,1.509,24.455,47.660,61.792,78.646,86.198,102.209,109.619,0.023
30,25.800,44.307,1.494,25.253,44.277,56.776,67.050,72.958,107.398,655.722,0.023
35,28.800,40.906,1.459,25.868,45.780,57.163,68.071,76.326,102.598,103.093,0.024
40,26.800,36.328,1.508,2.889,43.937,54.378,66.747,68.987,92.724,94.506,0.028
45,29.400,39.157,1.451,23.474,43.480,54.080,65.242,68.503,91.057,96.375,0.026
50,20.600,40.815,1.532,21.090,45.940,53.567,61.504,74.056,126.693,127.653,0.025
55,22.600,43.953,1.494,25.467,48.469,61.758,75.438,81.883,99.433,109.297,0.023
60,28.200,38.385,1.448,5.507,44.069,57.169,68.190,75.991,108.903,159.646,0.026
65,27.200,33.634,1.242,2.003,38.713,52.400,73.203,88.508,111.313,133.352,0.030
70,13.800,53.903,1.604,12.817,59.599,81.957,101.948,115.052,136.270,136.270,0.019
75,29.800,36.788,1.445,5.713,42.960,56.641,65.005,69.307,89.055,91.002,0.027
80,18.200,38.319,1.448,11.142,44.171,53.844,65.553,80.762,116.713,116.713,0.026
85,28.400,40.961,1.480,33.592,46.730,55.919,64.256,71.269,81.871,81.887,0.024
90,26.400,38.746,1.357,13.222,43.844,56.242,67.370,77.243,85.692,86.518,0.026
95,22.600,34.753,1.491,2.059,42.138,53.872,63.890,75.068,93.728,129.269,0.029
100,28.600,41.660,1.432,23.546,46.865,56.573,66.180,79.915,99.342,108.639,0.024
105,29.200,36.581,1.460,3.909,43.232,54.334,67.420,75.563,85.184,92.960,0.027
110,25.200,34.073,1.522,3.111,42.305,50.929,58.916,69.016,101.383,107.550,0.029
115,27.200,37.313,1.287,31.699,39.817,49.279,59.550,65.185,77.688,107.379,0.027
