Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,760.600,13.141,1.906,9.210,11.465,14.611,19.885,24.988,39.291,79.851,0.076
5,845.400,11.815,1.672,8.962,10.861,13.174,16.522,20.083,28.861,84.941,0.085
10,861.200,11.597,0.919,8.905,10.808,13.135,15.788,18.874,25.353,83.434,0.086
15,853.600,11.703,0.923,8.907,10.749,13.084,15.701,18.630,27.824,94.402,0.085
20,696.000,14.357,2.040,9.004,10.918,13.071,15.893,18.974,27.498,1026.165,0.070
25,875.400,11.414,1.799,8.874,10.710,12.818,15.405,17.895,25.341,90.928,0.088
30,860.800,11.608,1.763,8.776,10.749,13.099,15.696,18.664,28.883,78.691,0.086
35,850.200,11.756,1.683,8.873,10.819,13.118,16.069,18.788,26.682,105.613,0.085
40,695.000,14.371,1.976,8.899,10.795,13.119,15.882,19.569,28.513,1029.906,0.070
45,866.200,11.531,1.918,8.761,10.750,13.003,16.016,19.361,26.978,77.100,0.087
50,883.600,11.302,1.582,8.713,10.653,12.668,15.146,18.029,25.905,79.988,0.088
55,880.600,11.343,1.970,8.750,10.666,12.848,15.063,17.290,25.182,90.775,0.088
60,850.400,11.747,1.997,8.900,10.825,12.980,15.692,18.983,31.687,87.814,0.085
65,738.400,13.762,1.561,8.823,10.647,12.871,15.300,18.048,27.562,1016.852,0.073
70,881.000,11.152,1.938,8.635,10.516,12.693,14.852,17.143,23.161,83.450,0.090
75,868.600,11.498,1.550,8.868,10.798,12.991,15.574,18.390,25.969,77.078,0.087
80,880.400,11.351,1.738,8.808,10.764,12.775,14.928,17.481,25.691,81.583,0.088
85,699.800,14.643,1.745,9.316,11.243,13.578,16.610,19.714,76.678,1009.982,0.068
90,668.600,14.577,1.972,9.073,11.145,13.360,16.374,19.752,43.160,1015.293,0.069
95,859.400,11.619,1.716,9.054,10.989,13.026,15.478,18.372,26.278,84.807,0.086
100,873.800,11.435,1.909,8.819,10.771,12.929,15.365,17.867,25.782,75.742,0.087
105,848.000,11.789,1.855,8.878,10.796,13.028,16.146,19.294,28.101,100.616,0.085
110,721.800,13.726,1.570,8.783,10.755,13.042,15.581,18.157,26.460,1008.882,0.073
115,857.200,11.614,1.683,8.815,10.729,12.968,15.387,18.417,27.886,91.471,0.086
