Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,470,470.000,1870,14654,19880,21202,24977,31289,36150,87250,88040
1,612,612.000,1373,12180,15816,16420,19673,25026,30075,37898,43169
2,599,599.000,1898,11987,15130,16473,19875,25276,30799,48896,65596
3,592,592.000,1199,13243,16703,16929,20224,23942,27015,38576,43037
4,628,628.000,1455,12327,16021,15870,19437,22540,25058,29763,35726
5,640,640.000,1147,12045,15428,15533,19200,22479,25110,28663,35628
6,638,638.000,1249,12227,15464,15659,19041,22431,24944,34854,45149
7,596,596.000,2139,12921,16523,16739,20016,23949,26787,41090,44476
8,668,668.000,1308,11680,15499,14966,18643,21745,23134,27012,33771
9,635,635.000,1318,11752,15242,16785,19044,21855,23924,28596,1032949
10,384,384.000,1510,18787,24821,24459,29623,34658,37687,47854,59389
11,476,476.000,1438,17371,21591,20811,24988,27894,29746,33167,37730
12,546,546.000,2258,15392,18547,18454,21948,25362,28550,41607,44306
13,567,567.000,1541,14404,17604,17461,21457,24158,25835,29342,38205
14,612,612.000,1534,13095,16543,16339,20232,23284,25434,28683,36023
15,629,629.000,1614,12950,16090,15890,19186,22434,24224,27436,35219
16,603,603.000,1197,13380,16808,16519,20101,22690,24825,28671,37531
17,651,651.000,1367,12232,15968,15438,19498,21873,23124,26654,29428
18,618,618.000,1396,11860,15614,17064,19268,21875,24156,29943,1030730
19,533,533.000,1850,12943,16698,17565,20638,26679,33338,47077,56830
20,645,645.000,1511,12723,15857,15432,18823,21423,23320,26953,32392
21,652,652.000,1229,12346,15772,15382,19118,21516,22784,26158,30779
22,664,664.000,1674,12232,15163,15066,18589,20902,22670,25763,31992
23,569,569.000,1605,13590,17203,17620,21311,24459,27625,57394,61112
24,670,670.000,1222,11973,14887,14843,18290,21119,22705,26373,28244
25,659,659.000,1358,12251,15221,15148,18494,21294,22557,25261,34124
26,569,569.000,1518,13126,17341,17668,21937,26761,31007,37418,45970
27,460,460.000,1509,18050,22173,21578,25837,29641,31004,37831,39307
28,544,544.000,2175,15527,18757,18380,22344,24723,27087,33449,36521
29,582,582.000,1556,14136,17513,17175,20868,23122,24375,28964,49457
30,593,593.000,2012,13497,17514,16902,20784,23166,26132,30357,36421
31,612,612.000,1493,13137,17068,16307,20017,23043,24689,27603,31878
32,623,623.000,1461,12585,16161,15979,19431,22688,24793,29081,37941
33,618,618.000,1535,12820,16339,16125,19568,22686,24543,33777,41330
34,663,663.000,1528,12287,15430,15083,18412,21785,24148,26715,34339
35,643,643.000,1578,12358,15853,15586,19449,21831,23777,26410,31165
36,650,650.000,1221,12247,15615,15346,19038,21649,23279,26282,30144
37,623,623.000,1448,12685,15996,15923,19385,22567,24410,29711,37187
38,636,636.000,1189,12635,15787,15785,19180,21755,23422,43538,51162
39,619,619.000,1533,12503,15650,16154,19290,22299,25037,46202,57665
40,620,620.000,1296,12495,16580,16108,20025,22989,24578,27847,31189
41,684,684.000,1314,11780,14839,14595,18028,20931,22315,26768,43517
42,650,650.000,1220,12104,15333,15369,18938,21931,24066,27727,36309
43,498,498.000,1903,13434,17857,22010,25850,32184,36186,47738,1009052
44,440,440.000,2450,15609,20244,20513,25582,30472,32319,35455,41827
45,556,556.000,1304,14697,18441,17933,21744,25259,27417,30826,42419
46,569,569.000,1363,14074,17648,17626,21408,24545,27456,33506,39158
47,586,586.000,1390,13369,16981,16951,20769,24099,25876,33828,43443
48,611,611.000,1238,13254,17109,16407,20582,22950,24307,27685,30428
49,625,625.000,1232,12804,16263,17322,19304,22600,24640,29985,887073
50,567,567.000,1288,12289,16037,16152,19798,23936,27076,35006,46468
51,652,652.000,1488,12283,15530,15279,18926,22169,23778,28056,47281
52,665,665.000,1146,11994,15207,15051,18798,21978,23573,27154,31548
53,590,590.000,1757,13151,16961,16886,20278,24145,26477,42001,46240
54,702,702.000,1396,11017,14484,14244,17739,20581,22629,26061,40323
55,570,570.000,1600,12402,16549,17777,21229,32516,35374,43220,65324
56,415,415.000,2396,21548,24885,23904,27842,29446,31109,35845,39181
57,451,451.000,1133,18675,22892,21852,26172,29683,31793,34468,37599
58,527,527.000,1813,15797,19143,19027,23048,26837,28872,33124,35170
59,580,580.000,1294,13737,17551,17299,20957,25130,28077,34647,44107
60,623,623.000,1553,12727,16515,15988,20073,23098,25281,28418,30204
61,599,599.000,1746,13057,16472,17761,19721,22443,25041,30366,973520
62,565,565.000,1170,13295,16364,16481,20258,24310,27223,30763,45785
63,642,642.000,1349,11938,15328,15613,19503,22911,25577,30965,38822
64,613,613.000,1348,13014,16319,16282,19275,23094,26028,32513,39910
65,622,622.000,1307,12584,16265,16093,19652,23249,26997,30967,40399
66,645,645.000,1560,12267,15852,15513,19404,22229,24172,29817,50678
67,622,622.000,1330,12130,16013,16045,19168,22899,24810,43235,54226
68,650,650.000,1552,12056,15917,15326,19513,21794,23686,26191,28446
69,678,678.000,1468,11312,14690,14733,18068,21956,23837,28017,38422
70,533,533.000,1449,12650,17311,19866,23510,27744,31203,36797,986362
71,411,411.000,1079,19517,23206,22795,26794,30245,33427,46665,53056
72,536,536.000,1886,16403,19379,18804,22334,24776,26071,30251,35416
73,569,569.000,2163,13717,17868,17446,21891,24733,26864,34180,44038
74,599,599.000,1634,13748,16991,16811,20452,24040,25913,30826,41960
75,628,628.000,1095,11983,16094,15803,19572,22564,24627,29665,50068
76,644,644.000,1581,12128,15951,15491,19627,22421,23756,28087,34948
77,637,637.000,1247,11869,15720,15664,19596,22646,24701,28688,43647
78,647,647.000,1135,11951,15690,15440,19318,22687,24607,28960,35621
79,646,646.000,1111,12540,15815,15484,18828,22162,25124,28245,33654
80,648,648.000,1678,12029,15785,15442,19022,22091,24436,29611,32820
81,660,660.000,1484,11840,15604,15084,18814,21868,23446,28067,31064
82,603,603.000,1312,12752,16439,16630,20197,23360,26570,53604,62642
83,686,686.000,1620,11308,14678,14548,18178,21574,23178,26920,31536
84,668,668.000,1273,11489,15386,16400,19023,21802,23495,27975,1001573
85,433,433.000,1146,13686,20762,21164,27478,34226,39870,51499,51859
86,459,459.000,2058,18434,22772,21477,25349,28695,29543,34383,39760
87,523,523.000,2824,15994,19562,19036,22820,26075,27587,31836,33173
88,566,566.000,1465,13618,17836,17761,21948,25062,28595,40192,57569
89,617,617.000,1512,12855,16578,16113,19957,22509,26163,33600,46998
90,621,621.000,1508,12983,16523,16141,20200,22442,24652,28451,30551
91,610,610.000,2342,13252,16317,16250,19850,23147,24753,28872,39499
92,630,630.000,1395,12639,16067,15972,19800,23186,24701,28412,34033
93,635,635.000,1744,12113,15515,15682,18816,22460,24468,47337,57856
94,641,641.000,1228,12061,15500,15539,18653,22747,25070,38625,47925
95,654,654.000,1441,11805,15393,15317,19191,21994,24352,30321,35228
96,659,659.000,1444,11356,15273,16341,18649,21532,23406,27300,1014444
97,557,557.000,970,12665,16245,16558,19904,24484,27328,43079,47609
98,689,689.000,1258,11144,14722,14442,18178,21062,22888,26784,44137
99,638,638.000,1174,11128,15308,15757,19354,26126,30534,34696,36309
100,432,432.000,4206,20035,23752,22940,26243,30634,32947,41229,50874
101,493,493.000,1650,17474,21270,20401,24626,27946,29548,34877,42450
102,543,543.000,988,14921,18833,18298,22576,26246,27420,31411,41167
103,575,575.000,1213,13126,17506,17527,21998,25501,28517,33983,40527
104,602,602.000,1472,12259,16196,16446,20032,24155,26619,30164,33226
105,630,630.000,1177,12307,15601,15890,19309,22505,24980,32099,47564
106,634,634.000,1351,12522,15575,15747,19210,22968,24861,30430,41962
107,614,614.000,1174,12890,16408,16329,19629,23771,26810,32690,37608
108,637,637.000,1230,11873,15446,15582,19633,23312,26853,31102,36205
109,612,612.000,1296,12416,16254,16384,19532,23805,26595,49469,54610
110,647,647.000,1337,11862,15888,15439,19496,22522,24101,26850,29477
111,689,689.000,1485,11455,14800,14496,17876,21168,23311,26948,30812
112,398,398.000,2530,19591,27137,25397,31547,35993,39029,43363,45234
113,411,411.000,1149,20572,24431,24341,28628,32929,38178,42478,74757
114,454,454.000,2305,18339,22317,21796,26276,29022,31232,36113,42995
115,533,533.000,1920,15752,19586,18731,22482,24963,27576,31877,53243
116,591,591.000,2236,13606,17329,16803,20718,23692,25036,28057,33362
117,588,588.000,1771,13177,17007,17056,21189,24567,28080,33555,44570
118,672,672.000,1372,11870,15171,14876,18195,20940,23137,27910,30466
119,645,645.000,1740,12376,15390,15131,18230,21020,23787,27928,32256
