Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,246.000,24.209,0.814,6.067,8.394,25.566,53.384,68.836,82.092,1037.633,0.041
5,479.600,11.903,0.714,4.482,5.558,8.304,36.740,46.443,58.591,90.457,0.084
10,485.400,12.388,0.651,4.335,5.349,9.155,38.262,49.806,72.624,101.086,0.081
15,445.600,14.060,0.638,4.103,4.962,6.371,29.871,44.889,63.357,1033.976,0.071
20,424.400,12.997,0.631,4.045,5.129,7.304,33.883,44.014,61.656,862.262,0.077
25,443.200,13.450,0.602,4.322,5.289,16.850,40.037,50.066,70.872,79.005,0.074
30,581.400,9.636,0.694,4.053,4.902,6.210,28.741,40.409,58.830,92.440,0.104
35,470.400,12.451,0.611,4.153,5.113,14.146,38.659,48.562,61.177,101.273,0.080
40,579.000,9.589,0.591,3.896,4.787,5.877,28.647,39.916,63.669,119.181,0.104
45,352.800,17.212,0.580,4.194,5.237,21.692,40.546,48.302,63.065,902.256,0.058
50,587.800,9.653,0.676,3.905,4.829,6.037,29.415,42.853,57.694,80.406,0.104
55,448.600,13.118,0.679,4.130,5.088,16.228,38.088,49.886,70.633,102.337,0.076
60,531.600,10.887,0.661,4.045,4.919,7.371,32.076,43.653,60.318,111.081,0.092
65,494.000,12.236,0.632,4.017,4.969,12.454,38.242,46.212,62.700,82.559,0.082
70,533.200,10.467,0.618,3.907,4.877,6.958,31.158,40.666,59.828,103.339,0.096
75,499.200,11.658,0.675,4.223,5.296,10.022,34.284,44.744,60.568,78.598,0.086
80,534.200,11.226,0.638,4.090,5.040,7.350,34.636,43.392,60.262,80.640,0.089
85,511.000,11.562,0.602,3.970,4.933,8.585,37.117,45.464,61.350,80.608,0.086
90,503.200,11.823,0.684,4.128,5.073,13.726,35.291,42.708,60.506,79.383,0.085
95,560.600,10.042,0.644,4.027,4.957,7.031,30.757,38.088,50.881,60.639,0.100
100,539.600,10.793,0.650,3.974,4.920,6.587,33.582,44.479,70.128,87.286,0.093
105,534.000,11.123,0.646,4.020,4.916,6.660,35.809,47.208,58.563,96.319,0.090
110,404.000,15.630,0.677,4.537,5.745,23.615,46.916,54.290,76.643,88.214,0.064
115,598.200,9.287,0.701,3.923,4.889,5.963,25.255,36.580,68.164,133.961,0.108
