Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,34.600,22.252,1.496,8.413,17.440,30.995,48.378,60.940,78.338,98.487,0.045
5,40.400,14.490,0.993,5.689,12.206,18.667,31.563,38.163,53.868,63.724,0.069
10,26.800,14.726,2.692,7.692,13.530,19.484,24.300,34.189,52.147,60.440,0.068
15,47.400,14.523,0.856,6.333,12.163,18.881,30.542,39.573,55.612,73.741,0.069
20,38.400,13.457,0.947,6.396,11.415,17.207,27.059,35.179,48.835,68.770,0.074
25,42.800,15.204,0.903,5.902,13.064,19.932,31.202,41.720,53.444,72.408,0.066
30,38.600,13.428,0.947,5.664,10.430,18.165,27.109,32.423,69.066,79.302,0.074
35,30.200,14.185,0.998,7.058,12.390,18.600,26.384,33.052,43.561,72.467,0.070
40,36.200,14.872,0.925,6.314,12.708,19.603,27.429,37.061,53.680,61.581,0.067
45,40.000,16.392,1.074,6.911,12.385,22.118,35.256,45.239,60.549,84.613,0.061
50,41.400,12.522,0.957,5.116,10.192,17.513,24.604,30.744,42.920,68.598,0.080
55,48.600,12.558,0.915,5.764,10.022,17.086,24.833,28.863,44.930,54.446,0.080
60,31.600,14.817,1.132,7.197,13.005,19.323,28.996,34.521,56.449,69.514,0.067
65,40.400,13.497,0.977,6.081,10.612,17.175,27.251,37.999,48.217,69.552,0.074
70,45.200,13.829,0.951,5.993,12.179,19.102,25.482,33.147,48.989,70.997,0.072
75,50.000,13.313,0.811,5.519,10.687,18.734,25.412,30.742,56.463,87.967,0.075
80,43.800,14.018,1.160,6.418,11.733,18.044,25.740,29.775,57.164,68.956,0.071
85,40.200,13.417,1.041,5.484,12.288,17.168,28.710,33.860,42.954,54.324,0.075
90,39.400,13.131,1.024,4.605,9.156,17.976,26.517,33.967,85.728,92.662,0.076
95,31.600,12.974,0.927,6.314,11.967,17.956,24.371,27.553,40.429,48.068,0.077
100,45.800,13.349,0.946,5.335,10.972,18.072,26.193,35.327,51.236,64.931,0.075
105,42.800,12.959,1.102,5.795,9.940,17.626,25.870,32.870,44.947,53.379,0.077
110,35.800,17.579,0.838,6.285,13.000,18.115,26.065,33.762,55.306,696.744,0.057
115,33.000,13.452,0.760,5.485,11.663,19.793,26.772,30.550,48.464,56.566,0.074
