Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,470,470.000,1668,15299,19764,21291,24700,31489,37119,76572,84527
1,572,572.000,1806,13059,16616,17229,20603,27347,31017,37195,41521
2,581,581.000,1506,12276,15983,17159,20678,25263,29980,63079,91301
3,612,612.000,1544,12572,15921,16406,19911,23475,27040,32715,44056
4,614,614.000,1424,12867,16365,16200,19388,22992,25665,29752,35860
5,642,642.000,2157,12394,15688,15562,19247,22273,24335,29040,33522
6,626,626.000,1497,12284,15718,15951,19611,23268,25494,32353,43055
7,566,566.000,1971,13790,17716,17662,21273,24358,27159,41904,44951
8,650,650.000,1515,12610,15452,15319,18640,21336,23418,26988,37053
9,615,615.000,1425,12525,15724,17313,19395,22061,23524,29142,1021510
10,385,385.000,1352,19074,24015,24258,29209,33950,38931,50627,58566
11,492,492.000,1334,16971,21227,20291,24289,27134,29559,32486,36410
12,520,520.000,2137,15951,19796,19297,22725,26043,28596,42166,50474
13,554,554.000,2062,15085,17973,17986,21579,24521,27062,30277,34909
14,612,612.000,1278,13443,16731,16361,19998,22831,24317,27027,29757
15,624,624.000,1611,12890,16318,15910,19269,22194,24148,29185,33846
16,630,630.000,1598,12527,16373,15863,19617,22587,23950,27032,39971
17,615,615.000,1254,12954,16575,16271,20003,22982,24110,26831,31802
18,621,621.000,2145,11947,15347,17013,18640,21476,23695,45289,1044379
19,525,525.000,2100,13021,16992,17794,20995,27641,31492,49817,59563
20,651,651.000,1420,12186,15808,15465,19251,22128,24431,27643,35134
21,650,650.000,1331,12260,15399,15333,18944,21597,23400,26042,30838
22,651,651.000,1721,12153,15555,15282,18815,21530,23225,26285,28020
23,567,567.000,1282,13548,17660,17759,22146,25431,27388,53261,61490
24,649,649.000,1474,12292,15294,15261,18750,21372,23020,26444,44288
25,660,660.000,1493,12286,15266,15151,18729,21507,22968,26337,34221
26,549,549.000,1309,13183,17481,18331,22698,28637,31731,41967,49586
27,486,486.000,1816,17085,21226,20503,24860,27542,30154,35741,51070
28,536,536.000,2251,15158,18902,18636,22794,25379,29218,33884,39257
29,580,580.000,1284,14195,17441,17197,20806,23467,25214,28469,37661
30,590,590.000,2710,13618,17270,16896,20299,23681,25821,29184,35866
