Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,541.800,18.442,0.642,2.188,19.322,26.578,33.739,39.906,58.650,172.237,0.054
5,591.000,16.899,0.771,1.826,18.282,24.998,30.958,35.112,47.477,1024.016,0.059
10,547.200,18.237,0.749,3.583,20.433,27.630,33.431,36.783,43.284,73.720,0.055
15,592.200,16.895,0.704,3.074,18.762,25.233,30.627,33.944,42.582,64.815,0.059
20,606.800,16.462,0.719,3.109,18.203,24.913,30.616,33.583,40.174,61.979,0.061
25,591.200,16.876,0.740,2.193,18.077,25.248,30.734,33.680,43.330,937.868,0.059
30,569.400,17.559,0.695,3.412,20.262,26.655,31.976,34.717,39.372,63.305,0.057
35,612.400,16.298,0.709,2.828,18.197,24.647,29.666,32.762,39.413,51.972,0.061
40,642.000,15.547,0.628,1.598,17.340,24.276,29.719,33.867,40.524,69.991,0.064
45,562.600,17.730,0.713,1.640,18.709,27.007,35.173,40.830,52.712,88.399,0.056
50,544.000,18.409,0.690,5.158,20.841,27.285,32.860,36.093,42.896,59.905,0.054
55,617.400,16.173,0.678,2.353,18.045,24.684,29.881,32.611,39.259,55.785,0.062
60,598.600,16.707,0.737,2.765,18.369,24.712,29.688,32.400,41.783,1028.338,0.060
65,556.200,17.963,0.704,2.480,19.566,27.086,32.413,35.633,43.301,1027.203,0.056
70,608.400,16.402,0.734,2.437,18.372,24.913,30.089,33.366,38.777,60.135,0.061
75,622.600,16.058,0.683,2.435,17.788,24.348,30.039,33.144,38.860,53.344,0.062
80,629.600,15.834,0.692,2.374,17.551,23.890,29.085,32.356,38.079,47.552,0.063
85,561.600,17.800,0.707,5.734,19.859,26.642,31.912,34.770,41.314,70.328,0.056
90,613.200,16.287,0.726,2.278,18.488,24.994,29.980,32.901,38.707,54.898,0.061
95,619.400,16.117,0.707,2.314,17.608,23.839,29.267,32.547,40.455,982.026,0.062
100,616.800,16.210,0.705,1.994,17.989,24.771,29.885,33.357,42.432,71.529,0.062
105,538.000,18.576,0.696,2.863,20.972,28.279,33.696,36.734,43.682,64.992,0.054
110,598.600,16.687,0.706,3.302,18.740,25.293,30.329,33.226,39.228,51.952,0.060
115,615.600,16.146,0.714,3.943,18.017,23.968,28.877,31.877,37.838,52.965,0.062
