Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,1933,1933.000,1463,2192,2594,5112,3814,12175,14383,27867,181069,1932,1,27867,2594,5112,3814,12175,14383
1,2694,2694.000,1132,1827,2057,3698,2512,10153,11806,21246,70501,2693,1,21246,2057,3698,2512,10153,11806
2,1184,1184.000,1267,3354,4880,8383,7837,19198,29386,53339,75855,1183,1,53339,4880,8383,7837,19198,29386
3,1152,1152.000,1257,3696,5423,8664,8635,18647,30292,49026,65282,1151,1,49026,5423,8664,8635,18647,30292
4,1103,1103.000,1540,4387,5992,9006,9500,17788,25618,49725,81610,1102,1,49725,5992,9006,9500,17788,25618
5,885,885.000,1999,5762,8234,11568,12955,18891,24208,42452,1026123,884,1,42452,8234,11568,12955,18891,24208
6,1022,1022.000,1103,3916,6516,9560,12348,21610,28472,40923,52519,1021,1,40923,6516,9560,12348,21610,28472
7,1131,1131.000,1138,3571,5620,8787,9423,21503,29151,44247,60633,1130,1,44247,5620,8787,9423,21503,29151
8,1115,1115.000,1222,3980,5884,8937,9780,20189,29223,40196,83705,1114,1,40196,5884,8937,9780,20189,29223
9,999,999.000,1140,4007,6224,10012,10668,23772,32692,53174,68668,998,1,53174,6224,10012,10668,23772,32692
10,1183,1183.000,1271,3253,5301,8426,8666,19681,29597,43858,59444,1182,1,43858,5301,8426,8666,19681,29597
11,1111,1111.000,1098,3510,5934,8974,9625,22808,31943,43669,57938,1110,1,43669,5934,8974,9625,22808,31943
12,1071,1071.000,1053,3762,6013,9344,10786,24090,28114,43873,48615,1070,1,43873,6013,9344,10786,24090,28114
13,250,250.000,811,18165,33782,41063,46305,67578,144594,167981,183894,250,0,167981,33782,41063,46305,67578,144594
14,229,229.000,3649,32757,45022,43001,52774,60905,68803,94460,94536,229,0,94460,45022,43001,52774,60905,68803
15,325,325.000,1189,15358,25830,30288,45821,60211,61947,77427,81424,324,1,77427,25830,30288,45821,60211,61947
16,476,476.000,1394,15431,22204,21056,26966,28431,31603,37383,42053,476,0,37383,22204,21056,26966,28431,31603
