Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1613.200,6.160,1.132,2.114,3.097,6.458,12.965,19.602,43.558,181.069,0.162
5,1030.400,9.689,1.103,4.114,6.425,11.073,21.146,28.909,44.684,1026.123,0.103
10,768.800,13.023,0.811,3.780,6.379,14.224,34.649,45.800,67.578,183.894,0.077
15,305.400,32.649,1.189,17.823,27.061,46.059,60.123,66.161,91.339,122.684,0.031
20,270.200,37.019,1.159,28.221,38.619,47.028,55.174,58.220,74.893,88.453,0.027
25,284.600,35.196,1.328,27.922,35.752,43.712,52.990,56.467,66.022,83.606,0.028
30,279.400,35.701,1.445,27.171,35.529,44.012,52.559,55.217,77.035,115.038,0.028
35,269.600,37.166,2.111,27.032,35.449,44.369,52.661,56.825,88.314,145.445,0.027
40,207.600,48.154,1.910,31.050,37.346,51.841,78.343,101.855,321.380,810.388,0.021
45,220.600,45.178,1.184,34.108,45.629,55.277,65.669,73.392,86.589,106.005,0.022
50,251.800,39.919,1.329,28.772,37.989,47.754,57.399,63.692,74.566,1015.823,0.025
55,282.600,35.133,2.365,27.899,35.951,44.207,49.613,54.260,63.158,84.894,0.028
60,257.600,38.856,1.274,27.424,36.068,45.167,54.124,61.962,103.205,948.795,0.026
65,302.000,33.092,0.966,19.356,33.747,43.662,52.658,58.300,76.138,1017.995,0.030
70,259.400,38.499,1.448,17.724,31.873,44.010,59.099,74.920,271.632,1099.426,0.026
75,202.200,49.328,1.345,39.010,47.653,55.733,68.352,88.897,139.525,150.275,0.020
80,251.400,39.989,2.781,30.439,39.573,47.397,55.711,61.687,70.527,85.177,0.025
85,258.600,38.547,1.775,28.350,37.020,45.805,54.044,62.083,71.964,89.122,0.026
90,287.400,34.702,4.159,27.130,35.351,43.583,51.316,53.131,61.115,72.097,0.029
95,239.200,41.836,1.604,26.812,35.415,44.642,60.061,74.467,210.372,221.674,0.024
100,301.400,33.188,1.478,24.990,27.104,40.362,58.303,67.398,87.542,201.252,0.030
105,233.200,42.820,3.912,27.564,44.201,52.059,62.008,68.267,90.877,144.336,0.023
110,256.400,38.997,1.534,30.059,38.085,46.309,55.375,60.428,87.605,94.569,0.026
115,265.800,37.367,1.816,28.040,36.477,45.397,53.148,55.447,68.570,100.024,0.027
