Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,360,360.000,990,11187,24385,30902,36861,46528,58750,183003,1045035,359,1,183003,24385,30902,36861,46528,58750
1,599,599.000,728,1459,17556,14972,25304,30702,33904,41291,50289,599,0,41291,17556,14972,25304,30702,33904
2,595,595.000,891,1968,18547,16636,24835,31824,35582,43493,66313,594,1,43493,18547,16636,24835,31824,35582
3,564,564.000,814,3035,19320,17775,25827,32566,37468,58222,68731,564,0,58222,19320,17775,25827,32566,37468
4,604,604.000,853,1882,18681,16493,25562,29845,33275,39212,51270,604,0,39212,18681,16493,25562,29845,33275
5,666,666.000,797,1590,17126,15056,23609,28641,31398,36800,44781,666,0,36800,17126,15056,23609,28641,31398
6,541,541.000,762,3895,20948,18479,26731,32397,35636,45464,48580,541,0,45464,20948,18479,26731,32397,35636
7,600,600.000,694,2494,18652,16501,25323,30492,33129,38984,69334,599,1,38984,18652,16501,25323,30492,33129
8,630,630.000,713,2377,18328,15951,23948,29434,32572,38422,44036,630,0,38422,18328,15951,23948,29434,32572
9,574,574.000,772,3280,18538,17381,25100,32123,35474,53588,72079,574,0,53588,18538,17381,25100,32123,35474
10,482,482.000,824,7116,22934,20730,31337,36323,40241,50611,71071,481,1,50611,22934,20730,31337,36323,40241
11,512,512.000,804,4331,22994,19513,29503,34464,37939,42928,51010,512,0,42928,22994,19513,29503,34464,37939
12,576,576.000,762,2368,20580,17216,25990,29445,33081,39355,41696,576,0,39355,20580,17216,25990,29445,33081
13,563,563.000,770,4025,19404,17757,27047,31807,35087,43766,50869,562,1,43766,19404,17757,27047,31807,35087
14,583,583.000,776,2764,18626,17178,25037,31190,35611,53067,64575,583,0,53067,18626,17178,25037,31190,35611
15,623,623.000,799,1622,17854,15929,24803,29373,32584,38737,45770,623,0,38737,17854,15929,24803,29373,32584
16,613,613.000,727,4692,17713,16397,24612,30297,33188,37728,46031,613,0,37728,17713,16397,24612,30297,33188
17,620,620.000,848,3404,18237,16039,24110,28115,31315,38248,41878,620,0,38248,18237,16039,24110,28115,31315
18,643,643.000,754,2057,17271,15595,24362,29322,32193,37900,49143,643,0,37900,17271,15595,24362,29322,32193
19,605,605.000,768,2288,18290,16393,24820,30015,33329,40571,63527,605,0,40571,18290,16393,24820,30015,33329
20,652,652.000,732,1797,17569,15364,24159,28474,31326,37885,54514,651,1,37885,17569,15364,24159,28474,31326
21,656,656.000,710,1748,16759,15236,23884,28913,32396,38057,44739,656,0,38057,16759,15236,23884,28913,32396
22,643,643.000,772,1939,17197,15475,23704,28613,32358,39036,43485,642,1,39036,17197,15475,23704,28613,32358
23,632,632.000,740,2283,17662,15822,24093,29179,32150,36407,47755,632,0,36407,17662,15822,24093,29179,32150
24,610,610.000,711,2312,18002,16370,23895,29289,32957,50654,66751,609,1,50654,18002,16370,23895,29289,32957
25,576,576.000,757,2700,19143,17288,25443,30458,33130,51642,71441,575,1,51642,19143,17288,25443,30458,33130
26,608,608.000,723,5297,18254,16517,24175,29830,32421,39686,55727,608,0,39686,18254,16517,24175,29830,32421
27,659,659.000,797,1735,16813,15093,23661,28409,32065,37821,42643,659,0,37821,16813,15093,23661,28409,32065
28,655,655.000,743,2092,17276,15262,23238,28515,32511,37976,42162,655,0,37976,17276,15262,23238,28515,32511
29,502,502.000,808,4156,21956,20130,31307,36828,41673,47256,63652,501,1,47256,21956,20130,31307,36828,41673
30,520,520.000,822,5170,22671,19279,28124,32912,35424,52543,69575,519,1,52543,22671,19279,28124,32912,35424
31,558,558.000,767,2703,20400,17759,26546,31048,34713,44373,56726,558,0,44373,20400,17759,26546,31048,34713
32,594,594.000,729,2653,19251,16842,24879,29297,32737,39814,42255,594,0,39814,19251,16842,24879,29297,32737
33,603,603.000,812,2736,18498,16459,24316,29890,32290,39158,42134,603,0,39158,18498,16459,24316,29890,32290
34,605,605.000,760,2653,18422,16453,25037,29622,33788,38951,46605,605,0,38951,18422,16453,25037,29622,33788
35,594,594.000,785,4177,18827,16816,25194,29943,33471,42770,47997,594,0,42770,18827,16816,25194,29943,33471
36,610,610.000,745,2391,19080,16508,25459,29928,32545,38909,43301,610,0,38909,19080,16508,25459,29928,32545
