Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1200,1200.000,1574,2442,3020,9157,3952,23924,35293,118463,1027732
1,2787,2787.000,1350,1963,2234,3230,2575,3156,3848,20304,370224
2,106,106.000,1040,8992,30435,100820,131954,286632,482136,498096,513490
3,87,87.000,6054,22637,55571,126552,111957,450642,464325,537004,537004
4,60,60.000,4918,16569,25674,175992,151060,806263,828940,880564,880564
5,93,93.000,608,18490,40277,93637,109538,425051,459545,493857,493857
6,122,122.000,738,16273,26085,74606,78331,173691,414620,425899,428103
7,128,128.000,800,14200,20920,78912,100162,180709,402592,560749,562488
8,95,95.000,671,17067,32928,110205,118186,553082,581132,615483,615483
9,174,174.000,530,14757,26878,56084,54637,102709,306898,358904,375697
10,104,104.000,866,24204,59861,93459,98387,194101,397790,434549,447833
11,133,133.000,611,18538,47262,77786,88754,160897,354930,367243,371724
12,141,141.000,910,22243,72264,83908,89567,114753,387549,402417,418952
13,144,144.000,613,17945,47857,54057,82115,124563,132333,147826,148251
14,89,89.000,769,24730,70326,114970,98847,563277,580142,588011,588011
15,133,133.000,568,29408,53193,91800,73226,136558,574229,575342,575544
16,130,130.000,1266,28140,48376,58325,79573,127704,129634,138062,143825
17,85,85.000,2526,21530,60311,125077,144504,515506,570468,592771,592771
18,141,141.000,2061,35899,55332,72706,116350,137223,160442,170543,171360
19,78,78.000,12510,28877,70472,146977,136434,641163,645710,648436,648436
20,112,112.000,696,37331,74576,68964,96207,104668,111411,160044,161789
21,136,136.000,534,35265,61882,76440,128005,162415,185455,185766,185884
22,82,82.000,3164,52896,77659,127318,127079,452392,453885,486966,486966
23,117,117.000,2373,43759,86948,85425,119180,145195,177663,179574,227238
24,92,92.000,709,18861,43452,103798,94351,456082,508620,976541,976541
25,155,155.000,875,20666,60544,60783,94157,124195,144641,177392,180883
26,114,114.000,16810,54726,101936,126178,134869,162111,535045,559641,559706
27,79,79.000,680,48911,60440,75258,102573,169376,177713,266848,266848
28,116,116.000,878,47406,93720,86964,111415,144663,168864,169078,227399
29,111,111.000,12369,39954,85022,99008,140695,259930,260125,268937,268994
30,64,64.000,48616,75854,143894,135180,170676,185622,212810,255435,255435
31,125,125.000,884,51476,69203,81404,113083,157276,160874,176806,207181
32,89,89.000,3341,83031,92479,111274,150840,182743,204829,208316,208316
33,111,111.000,773,72564,85468,93420,121060,139789,171430,185138,185517
34,120,120.000,9639,53344,77263,80534,114082,144028,153079,167633,179258
35,151,151.000,714,41104,61144,69185,100089,115835,149963,175251,184881
36,143,143.000,688,42396,57576,67387,90884,118580,156405,188035,192190
37,103,103.000,9325,71421,90761,95325,131328,149285,167807,191789,191948
38,68,68.000,11276,47214,65562,163452,164652,657935,689222,689282,689282
39,76,76.000,667,103615,123643,116004,148082,159038,164250,194157,194157
40,87,87.000,8287,48668,65279,116156,96185,510506,513678,519662,519662
41,104,104.000,2133,62879,88153,112966,115037,148466,370718,371709,371960
42,97,97.000,703,54699,79657,87074,127429,137532,146483,170319,170319
43,103,103.000,684,54791,77681,98686,102325,123118,353645,355507,416548
44,128,128.000,5747,45702,68920,78279,105640,137324,154276,154741,155048
45,41,41.000,8086,43772,88711,255060,171524,797514,812632,823668,823668
46,95,95.000,19249,70097,111919,102503,137537,146395,155840,274714,274714
47,75,75.000,21610,85146,105606,144236,143349,446317,447150,464381,464381
48,119,119.000,693,36672,53713,72660,119083,138749,185360,185784,186218
49,125,125.000,737,35152,45125,78663,58710,79281,489168,495542,496093
50,162,162.000,679,36334,53040,63609,94789,111723,135599,153293,154740
51,141,141.000,12369,36203,52701,71996,68345,111760,327038,344556,348037
52,161,161.000,3120,36003,47326,78542,77634,119811,444979,462766,464159
53,117,117.000,807,35924,45489,60548,77282,142814,143855,151494,151766
54,153,153.000,670,44850,60675,67264,84638,111971,144488,145157,145712
55,48,48.000,20062,52350,62025,203981,110902,752990,753037,759386,759386
56,128,128.000,860,44050,68141,75404,86459,161423,184504,203058,203132
57,127,127.000,838,43030,54838,93720,104465,176713,380401,403581,404726
58,141,141.000,9746,36651,60047,59668,77645,92648,103008,120795,122612
59,163,163.000,852,25309,40540,76372,70886,94638,436966,503184,1135852
60,102,102.000,762,37756,69217,72331,103466,124740,128275,136815,136889
61,152,152.000,777,43254,52838,68778,86217,135167,152737,209654,209869
62,66,66.000,18376,60781,78443,163107,150747,569465,574675,587863,587863
63,115,115.000,534,68263,77440,75975,93078,101788,111419,139659,151484
64,183,183.000,701,35927,51829,57587,85159,97591,101655,126642,126695
65,79,79.000,768,51691,92704,121380,141510,426850,435194,435534,435534
66,192,192.000,879,19373,43077,51661,77150,100043,102255,178414,188630
67,175,175.000,674,17296,35977,70065,72155,112776,446134,511446,511499
68,217,217.000,711,17440,28058,37440,52462,71692,85653,134840,145728
69,188,188.000,1362,12609,20123,51439,41792,79463,129209,542518,547131
70,321,321.000,530,13403,17700,32356,23370,53753,89195,350250,973947
71,291,291.000,699,11546,14955,34836,20768,31871,106194,527187,549530
72,361,361.000,507,12695,16196,28459,20834,29913,50120,375469,515303
73,311,311.000,486,11566,15854,29397,22990,39607,84759,372711,453309
74,137,137.000,862,59024,68520,72351,86484,101619,135271,135652,136809
75,148,148.000,10190,43327,52152,67339,78010,151384,178725,184544,185299
76,143,143.000,962,34282,43170,75341,68874,134874,395528,410880,411038
77,133,133.000,10086,34676,60204,69136,93556,128701,133914,159641,160733
78,154,154.000,699,42685,60029,65449,84749,117154,143011,143487,143526
79,148,148.000,815,42682,60206,69126,84335,142914,151112,167590,179663
80,81,81.000,716,54170,61800,138864,93187,632741,634727,676530,676530
81,135,135.000,619,34876,51381,69602,93557,125648,193164,196058,202335
82,147,147.000,695,51317,65972,62501,75650,93233,100540,103361,118941
83,195,195.000,745,33940,47940,50814,60741,94345,101790,110487,110777
84,87,87.000,10024,34114,44391,121007,57954,708123,726130,742260,742260
85,151,151.000,565,42760,58610,64119,76555,110249,142268,160012,160464
86,145,145.000,10113,42282,67453,74274,92986,109500,110852,127170,1060507
87,392,392.000,503,986,3365,23461,33708,67383,133099,144363,152020
88,153,153.000,646,46218,51528,83126,75930,109482,423508,482713,483638
89,134,134.000,5594,33786,43595,57129,76668,93603,134102,134523,134544
90,147,147.000,858,42582,59088,64371,72426,125455,155207,160954,161008
91,121,121.000,1061,50676,92946,81497,110446,126412,132139,143575,150083
92,154,154.000,715,42578,59654,66098,84704,125336,126225,141725,143362
93,89,89.000,705,33514,42570,123630,67919,733786,734735,751765,751765
94,106,106.000,25169,59323,69932,86630,132959,147565,149080,151355,153062
95,169,169.000,648,42554,52009,57892,67801,100865,117535,126102,126214
96,169,169.000,810,43816,58639,61233,76239,101352,116677,133497,134616
97,128,128.000,566,43278,70325,74470,112048,126181,134353,134713,139772
98,52,52.000,3127,51322,75763,200709,118245,774668,775868,777654,777654
99,125,125.000,9927,44621,83816,79885,93384,172226,178332,181510,184956
100,160,160.000,714,34112,50780,60333,75359,101793,168436,176812,177209
101,174,174.000,977,34356,52162,64423,76740,143000,158299,200682,201112
102,128,128.000,706,42617,67439,68504,94459,109051,125394,126063,127056
103,123,123.000,900,34562,59023,89977,82451,153048,434308,442856,442893
104,151,151.000,779,42840,51169,60515,76760,101370,135356,142440,142807
105,146,146.000,749,39506,50815,68239,69136,158475,217027,235024,235174
106,166,166.000,636,41359,51557,60598,73226,107598,159022,169893,170463
107,144,144.000,20630,42706,67954,69506,93033,117576,125781,134413,134920
108,96,96.000,10097,40818,59055,111834,99361,482705,501044,503024,503024
