Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,423,423.000,1374,6028,12060,23576,29518,71162,89166,107699,121834,422,1,107699,12060,23576,29518,71162,89166
1,370,370.000,824,4914,13315,27210,49658,69746,79624,94662,100062,369,1,94662,13315,27210,49658,69746,79624
2,459,459.000,1068,4339,10008,21671,34214,59385,75014,109521,137644,459,0,109521,10008,21671,34214,59385,75014
3,542,542.000,1017,2884,7804,19950,27248,53229,67041,83521,1034920,541,1,83521,7804,19950,27248,53229,67041
4,452,452.000,1275,8891,15540,20297,27594,40660,51695,84680,130598,452,0,84680,15540,20297,27594,40660,51695
5,567,567.000,684,3267,12045,17438,27672,41860,49893,62687,95827,566,1,62687,12045,17438,27672,41860,49893
6,616,616.000,796,3541,12401,16189,26955,37131,42678,58183,69084,616,0,58183,12401,16189,26955,37131,42678
7,558,558.000,711,3625,16529,18252,28860,40049,49646,61453,66862,558,0,61453,16529,18252,28860,40049,49646
8,593,593.000,586,4057,13312,16697,24587,37470,44827,64879,70167,592,1,64879,13312,16697,24587,37470,44827
9,598,598.000,892,3749,13034,16591,26070,38078,45313,62487,78487,598,0,62487,13034,16591,26070,38078,45313
10,544,544.000,746,2647,13018,18632,33060,45479,52635,67495,77619,543,1,67495,13018,18632,33060,45479,52635
11,321,321.000,1043,4951,19856,33626,45413,70693,101092,155400,1019501,321,0,155400,19856,33626,45413,70693,101092
12,283,283.000,1231,5918,18023,32605,50557,73278,93994,142837,159550,283,0,142837,18023,32605,50557,73278,93994
13,362,362.000,1013,3766,21436,26809,42589,60762,78871,86219,94626,361,1,86219,21436,26809,42589,60762,78871
14,444,444.000,705,2895,18902,23176,36864,52869,61827,70079,105912,443,1,70079,18902,23176,36864,52869,61827
15,466,466.000,662,3269,13705,22726,28825,50096,93019,132263,153652,466,0,132263,13705,22726,28825,50096,93019
16,310,310.000,601,6053,33164,29908,49558,59404,64881,79002,113850,309,1,79002,33164,29908,49558,59404,64881
17,334,334.000,963,7738,18255,29491,39090,60061,119474,149243,154656,334,0,149243,18255,29491,39090,60061,119474
18,570,570.000,1001,5858,16641,17527,26702,36227,39009,54955,72154,569,1,54955,16641,17527,26702,36227,39009
19,501,501.000,619,6191,14150,19975,33497,44241,52466,59963,80625,501,0,59963,14150,19975,33497,44241,52466
20,320,320.000,1005,6511,13631,34229,53390,80038,109434,205663,217838,320,0,205663,13631,34229,53390,80038,109434
21,275,275.000,1127,11922,34945,32798,50646,68379,69885,76825,83178,274,1,76825,34945,32798,50646,68379,69885
22,404,404.000,621,8711,19044,24653,38049,52123,61753,71283,86970,403,1,71283,19044,24653,38049,52123,61753
23,524,524.000,554,6401,17115,19264,26080,38575,62466,76387,95283,523,1,76387,17115,19264,26080,38575,62466
24,291,291.000,1054,8523,39837,34662,51749,65465,73483,105244,112887,290,1,105244,39837,34662,51749,65465,73483
25,281,281.000,1069,12999,40285,34908,50473,58456,65145,82291,104000,280,1,82291,40285,34908,50473,58456,65145
26,301,301.000,661,12610,39579,33607,49327,56218,62456,84675,105127,301,0,84675,39579,33607,49327,56218,62456
27,364,364.000,836,7952,29985,27454,40584,52164,58753,75999,103747,363,1,75999,29985,27454,40584,52164,58753
28,372,372.000,1060,4910,22289,27062,42581,58473,73330,78917,98962,371,1,78917,22289,27062,42581,58473,73330
29,375,375.000,616,8331,28923,26794,39309,50113,55997,65184,75371,375,0,65184,28923,26794,39309,50113,55997
30,257,257.000,664,12239,35778,38382,46230,78946,119102,140768,158213,256,1,140768,35778,38382,46230,78946,119102
31,383,383.000,1042,8751,28686,26066,38923,48992,54742,64923,73767,383,0,64923,28686,26066,38923,48992,54742
32,432,432.000,1069,7983,21063,23107,36455,45025,49409,56897,68754,431,1,56897,21063,23107,36455,45025,49409
33,411,411.000,1062,7089,24250,24263,37417,44941,52618,72048,108078,411,0,72048,24250,24263,37417,44941,52618
34,481,481.000,950,8383,19167,20802,32026,38068,43804,61118,75339,480,1,61118,19167,20802,32026,38068,43804
