Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
27,47,47.000,651,16667,16716,20775,25075,33307,33566,74915,74915
28,40,40.000,16510,16652,16733,25027,25024,50076,66777,108365,108365
29,48,48.000,741,16629,16701,20678,25022,25228,33502,66636,66636
30,42,42.000,16518,16662,16761,23629,25012,41764,50143,66691,66691
31,44,44.000,16518,16663,16709,22942,25001,25103,58246,91808,91808
32,37,37.000,16447,16653,16704,27052,25133,50057,83286,125024,125024
33,41,41.000,16583,16671,16777,24612,25046,41658,58451,66644,66644
34,50,50.000,803,16649,16739,20351,24997,25098,33396,50125,50125
35,36,36.000,16486,16678,24999,26878,25086,41659,75075,91597,91597
36,46,46.000,785,16625,16709,22112,25070,33417,50078,77504,77504
37,45,45.000,16481,16645,16711,21678,25050,25129,33479,58389,58389
38,49,49.000,16478,16644,16706,20771,17125,25075,25100,83456,83456
39,42,42.000,16516,16651,16705,23419,25007,33362,41414,83407,83407
40,48,48.000,610,16636,16698,20847,25010,41664,41752,50003,50003
41,46,46.000,16441,16627,16707,21379,24973,33342,41645,75160,75160
42,43,43.000,16497,16631,16770,23275,25036,25120,66627,83472,83472
43,49,49.000,16548,16647,16697,20447,24932,26657,33330,58419,58419
44,48,48.000,644,16624,16711,21365,24949,25028,25114,99972,99972
45,44,44.000,16542,16631,16687,21966,25015,25152,50071,66735,66735
46,46,46.000,16570,16642,16688,21917,24973,33306,41684,66918,66918
47,43,43.000,718,16653,16692,23065,24989,33178,41819,116702,116702
48,43,43.000,16503,16637,16684,24238,25133,33385,49923,83520,83520
49,41,41.000,16472,16652,16709,23170,25016,25134,58190,83485,83485
50,42,42.000,16460,16611,16734,24599,25028,33304,75004,83426,83426
51,42,42.000,16380,16641,16788,23229,25065,26083,41618,74319,74319
52,41,41.000,16427,16605,16730,24389,25002,41717,49989,91891,91891
53,42,42.000,16484,16638,16717,23430,25048,25096,25107,141761,141761
54,40,40.000,16555,16641,16805,26459,25053,50059,83425,91707,91707
55,42,42.000,16327,16618,16745,22418,25057,25131,41682,91744,91744
56,42,42.000,16537,16627,16693,24015,25014,25147,33622,124191,124191
57,45,45.000,722,16594,16724,21862,25036,33432,33508,58337,58337
58,39,39.000,16550,16646,24949,25850,25057,50044,75065,75096,75096
59,43,43.000,16356,16634,16727,23249,25019,25060,41553,125099,125099
60,49,49.000,767,16591,16672,20232,24989,25150,33370,66649,66649
61,38,38.000,16545,16646,16715,26524,25039,66640,75051,83507,83507
62,41,41.000,672,16630,16719,23995,25012,33369,74945,91647,91647
63,46,46.000,784,16621,16694,21915,25015,33302,41654,75011,75011
64,43,43.000,16506,16655,16840,23250,25051,33396,49935,66475,66475
65,34,34.000,16472,16634,24891,29177,25028,66606,91918,108493,108493
66,49,49.000,925,16615,16681,20759,25026,33210,41691,66877,66877
67,40,40.000,16462,16666,16764,24583,25002,25111,49986,166687,166687
68,46,46.000,16469,16646,16691,21737,24905,25051,50018,91822,91822
69,40,40.000,683,16629,16704,25004,25008,66773,83409,100076,100076
70,44,44.000,8307,16652,16738,22736,24991,33322,58318,75098,75098
71,47,47.000,16502,16629,16708,21113,25030,25173,33467,58262,58262
72,38,38.000,16551,16642,16729,26532,25079,41775,75135,99947,99947
73,42,42.000,16478,16653,16717,24014,25019,33319,50131,91660,91660
74,49,49.000,16516,16627,16666,20066,16732,25012,25034,75106,75106
75,56,56.000,614,16622,16655,17856,16781,25019,25040,50121,50121
76,52,52.000,676,16629,16681,19243,24990,25079,25142,49967,49967
77,49,49.000,757,16619,16672,20243,24934,25245,33297,75071,75071
78,45,45.000,16521,16635,24956,22414,25050,25105,25162,66831,66831
79,52,52.000,789,16634,16684,19072,24977,25084,25170,41723,41723
80,51,51.000,16522,16650,16677,19625,24977,25074,25142,50130,50130
81,52,52.000,8482,16625,16675,19229,24974,25057,25113,50001,50001
82,52,52.000,584,16651,16680,18912,16767,25006,25091,75076,75076
83,54,54.000,16558,16622,16652,18665,16683,25062,25160,83291,83291
84,50,50.000,789,16608,16672,20018,24979,25150,25661,75008,75008
85,50,50.000,8284,16598,16667,19707,16800,25121,33285,83170,83170
86,55,55.000,715,16613,16679,18187,17346,25061,25125,33287,33287
87,52,52.000,570,16625,16688,20185,24944,25043,49910,75073,75073
88,49,49.000,16514,16638,16690,19554,16730,25066,33335,50107,50107
89,55,55.000,627,16629,16650,18019,16719,24999,25068,50068,50068
90,53,53.000,624,16613,16670,18713,17071,25077,25132,49994,49994
91,52,52.000,611,16630,16670,19384,16724,25058,41730,66697,66697
92,51,51.000,16565,16636,16674,19442,24975,25052,25081,49988,49988
93,54,54.000,16389,16630,16664,18663,16746,25017,25075,50012,50012
94,50,50.000,16535,16631,16664,19827,16694,25050,41754,75111,75111
95,57,57.000,16495,16632,16664,17534,16705,24850,25043,25147,25147
96,57,57.000,570,16594,16672,17401,16761,25036,25191,49994,49994
97,56,56.000,621,16624,16653,18143,16707,25046,25061,33301,33301
98,46,46.000,648,16626,16675,21731,24998,25080,25119,116626,116626
99,56,56.000,624,16605,16665,17550,17629,25057,25078,41650,41650
100,53,53.000,16553,16624,16674,19017,16775,25021,25088,41740,41740
101,53,53.000,16525,16644,16674,18870,16794,25016,25059,41745,41745
102,50,50.000,685,16626,16681,19990,16789,25007,25070,83317,83317
103,51,51.000,16525,16629,16667,19276,24966,25023,25107,41734,41734
104,52,52.000,16539,16634,16688,19381,24956,25044,25074,41577,41577
105,51,51.000,16563,16631,16666,19435,24893,25026,25081,41728,41728
106,48,48.000,16498,16636,16682,20834,24934,25015,25042,91817,91817
107,58,58.000,631,16618,16655,17124,16714,24997,25073,41702,41702
108,48,48.000,16545,16641,16674,20835,24994,25018,25072,100065,100065
109,53,53.000,16570,16644,16664,19018,16734,25011,25034,50030,50030
110,55,55.000,16530,16630,16669,18180,16720,25038,25081,41578,41578
111,53,53.000,687,16618,16673,18708,17133,25069,25174,41772,41772
112,53,53.000,16509,16631,16684,18860,16787,25025,25073,41500,41500
113,53,53.000,16561,16633,16669,18873,16726,25078,25549,33346,33346
114,52,52.000,614,16628,16679,19227,19073,25032,25105,74964,74964
115,55,55.000,565,16618,16670,18334,16742,25049,25076,50208,50208
116,46,46.000,16498,16617,24837,21547,25074,25172,33318,41557,41557
117,55,55.000,16515,16621,16678,18023,16733,24975,25030,33188,33188
118,46,46.000,16547,16634,16670,21925,17223,25063,33400,99978,99978
119,49,49.000,16514,16620,16667,19883,16746,25084,41758,49808,49808
