Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2472.400,4.031,1.444,2.646,3.177,3.724,6.107,7.882,19.671,142.998,0.248
5,2314.000,4.310,1.395,3.124,3.511,3.912,6.889,8.531,18.255,126.467,0.232
10,2252.400,4.424,1.365,3.198,3.591,3.983,7.486,8.577,19.495,101.868,0.226
15,2314.000,4.313,1.428,2.956,3.462,3.933,7.335,8.519,18.745,151.756,0.232
20,2258.600,4.410,1.452,3.193,3.580,3.973,7.501,8.699,19.239,118.907,0.227
25,2250.400,4.431,1.592,3.245,3.606,3.985,7.009,8.365,18.782,117.384,0.226
30,2223.200,4.489,1.565,3.226,3.605,4.006,7.296,8.469,18.347,168.190,0.223
35,2158.200,4.626,1.421,3.248,3.599,4.012,7.155,8.647,24.889,619.853,0.216
40,2237.000,4.458,1.495,3.197,3.563,3.956,7.509,8.639,19.113,127.389,0.224
45,2180.800,4.579,1.507,3.085,3.507,3.889,4.890,7.914,19.483,979.806,0.218
50,2131.800,4.678,1.335,3.059,3.483,3.867,5.887,7.952,27.121,1294.311,0.214
55,1151.400,8.712,1.514,3.167,3.639,4.210,17.150,42.071,92.841,151.683,0.115
60,192.000,52.363,3.232,29.118,42.013,59.017,75.732,92.070,662.912,680.015,0.019
65,194.600,51.024,3.600,25.775,42.044,67.252,92.037,108.785,141.996,192.336,0.020
70,185.600,53.960,5.051,33.648,42.149,59.090,92.164,108.714,426.983,435.662,0.019
75,187.600,53.608,3.279,33.467,42.048,67.165,108.534,125.294,183.635,208.962,0.019
80,104.600,95.880,5.724,34.138,66.960,108.370,166.996,225.104,1057.660,1057.910,0.010
85,120.800,82.416,2.831,41.806,66.738,108.885,183.352,217.086,259.435,292.205,0.012
90,97.400,103.294,3.013,33.870,75.428,158.667,225.193,266.924,366.630,367.121,0.010
95,113.800,86.573,3.540,46.609,79.374,113.414,153.874,163.842,305.078,321.134,0.012
100,135.000,74.192,3.944,37.309,69.792,103.014,128.173,145.516,211.537,224.719,0.013
105,141.000,71.278,3.330,44.150,60.743,94.229,119.283,143.710,185.078,193.903,0.014
110,171.600,58.102,4.023,35.074,44.662,69.223,118.686,135.123,152.493,193.111,0.017
115,181.400,54.331,3.694,34.353,45.750,67.887,93.419,123.484,194.824,244.046,0.018
