Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,440,440.000,1814,15875,16805,23438,21128,25587,30763,177175,182325,439,1,177175,16805,23438,21128,25587,30763
1,551,551.000,2454,16259,16584,17323,17028,18073,24466,33260,33903,550,1,33260,16584,17323,17028,18073,24466
2,551,551.000,1575,16427,16623,18149,16855,17420,24526,91867,92824,550,1,91867,16623,18149,16855,17420,24526
3,590,590.000,14518,16344,16609,16789,16965,17427,17695,24364,25316,589,1,24364,16609,16789,16965,17427,17695
4,604,604.000,7977,16395,16598,16496,16824,17076,17256,17877,18750,603,1,17877,16598,16496,16824,17076,17256
5,636,636.000,3287,16277,16571,15724,16753,17083,24962,33410,33727,635,1,33410,16571,15724,16753,17083,24962
6,561,561.000,7309,16478,16638,17703,16799,17131,17570,99987,101265,561,0,99987,16638,17703,16799,17131,17570
7,569,569.000,7594,16491,16629,17719,16809,17256,24775,50229,50640,568,1,50229,16629,17719,16809,17256,24775
8,600,600.000,7829,16489,16635,16520,16774,17003,17163,25002,26508,599,1,25002,16635,16520,16774,17003,17163
9,642,642.000,7545,8755,16565,15493,16761,17103,18533,58307,59441,641,1,58307,16565,15493,16761,17103,18533
10,708,708.000,7349,8293,16324,14190,16714,17000,17426,66195,67201,707,1,66195,16324,14190,16714,17000,17426
11,577,577.000,7433,16308,16613,17144,16791,17072,17385,99822,100319,576,1,99822,16613,17144,16791,17072,17385
12,730,730.000,7826,8378,16548,13696,16708,16837,16955,17178,18001,729,1,17178,16548,13696,16708,16837,16955
13,760,760.000,7528,8294,8810,13146,16663,16822,16941,82686,83281,759,1,82686,8810,13146,16663,16822,16941
14,840,840.000,7537,8277,8525,11893,16651,16866,17039,24629,24950,839,1,24629,8525,11893,16651,16866,17039
15,984,984.000,7471,8228,8370,10123,8766,16752,16915,17215,17501,983,1,17215,8370,10123,8766,16752,16915
16,926,926.000,7469,8259,8449,10851,16492,16755,16895,17081,17357,925,1,17081,8449,10851,16492,16755,16895
17,1050,1050.000,6969,8204,8365,9443,8600,16541,16793,17230,17831,1049,1,17230,8365,9443,8600,16541,16793
18,1000,1000.000,7503,8207,8373,10002,8602,16749,16895,41266,41684,999,1,41266,8373,10002,8602,16749,16895
19,808,808.000,7512,8228,8460,12372,16570,16880,17182,107956,108402,807,1,107956,8460,12372,16570,16880,17182
20,863,863.000,6001,8159,8407,11485,16551,17032,24928,33539,38128,862,1,33539,8407,11485,16551,17032,24928
21,1009,1009.000,7291,8213,8399,9903,8729,16623,16805,17154,17541,1008,1,17154,8399,9903,8729,16623,16805
22,960,960.000,7002,8202,8430,10430,15972,16786,16993,17385,18118,959,1,17385,8430,10430,15972,16786,16993
23,990,990.000,6971,8175,8403,10090,8841,16676,16886,24460,25287,989,1,24460,8403,10090,8841,16676,16886
24,1037,1037.000,7172,8195,8350,9609,8596,16638,16868,17362,17697,1036,1,17362,8350,9609,8596,16638,16868
25,1026,1026.000,7656,8202,8368,9711,8585,16597,16776,17150,41768,1025,1,17150,8368,9711,8585,16597,16776
26,877,877.000,7456,8228,8370,11375,8693,16738,16981,107981,108352,876,1,107981,8370,11375,8693,16738,16981
27,1110,1110.000,7383,8207,8341,9003,8524,8875,16611,16874,17011,1109,1,16874,8341,9003,8524,8875,16611
28,1070,1070.000,7512,8197,8341,9341,8513,16588,16782,17033,18379,1069,1,17033,8341,9341,8513,16588,16782
29,913,913.000,1427,8233,8443,10906,16390,16778,17019,25146,31652,912,1,25146,8443,10906,16390,16778,17019
30,685,685.000,7203,8312,9083,14563,16746,17124,32478,82852,83228,684,1,82852,9083,14563,16746,17124,32478
31,870,870.000,7554,8187,8382,11491,8747,16801,17046,108381,109327,869,1,108381,8382,11491,8747,16801,17046
32,1020,1020.000,7491,8184,8387,9800,8687,16642,16823,17288,25402,1019,1,17288,8387,9800,8687,16642,16823
33,870,870.000,7338,8205,8386,11494,8719,16700,16999,141119,141745,869,1,141119,8386,11494,8719,16700,16999
34,980,980.000,7517,8203,8355,10195,8668,16765,16932,25266,25570,979,1,25266,8355,10195,8668,16765,16932
35,1090,1090.000,7239,8189,8349,9111,8580,9232,16659,17115,17575,1089,1,17115,8349,9111,8580,9232,16659
36,990,990.000,7236,8190,8423,10185,8879,16728,16972,17268,17762,989,1,17268,8423,10185,8879,16728,16972
37,940,940.000,7329,8144,8352,10554,8754,16825,17092,82861,84132,939,1,82861,8352,10554,8754,16825,17092
38,1090,1090.000,7272,8155,8349,9170,8591,16110,16756,17141,17374,1089,1,17141,8349,9170,8591,16110,16756
39,855,855.000,7655,8208,8371,11634,8715,16718,17030,141664,142000,854,1,141664,8371,11634,8715,16718,17030
40,1087,1087.000,7430,8150,8352,9175,8593,15963,16721,17031,17511,1086,1,17031,8352,9175,8593,15963,16721
41,839,839.000,940,8227,8477,11899,16603,16885,17146,36002,39427,838,1,36002,8477,11899,16603,16885,17146
42,910,910.000,7357,8244,8438,10985,16534,16830,17012,17306,17691,909,1,17306,8438,10985,16534,16830,17012
43,970,970.000,7470,8233,8388,10309,8844,16741,16985,24965,25244,969,1,24965,8388,10309,8844,16741,16985
44,940,940.000,7632,8234,8359,10720,9054,16750,16886,50061,50917,939,1,50061,8359,10720,9054,16750,16886
45,1032,1032.000,7715,8218,8342,9541,8545,16627,16748,17120,17385,1031,1,17120,8342,9541,8545,16627,16748
46,888,888.000,7458,8230,8374,11239,8841,16734,16886,108002,108780,887,1,108002,8374,11239,8841,16734,16886
47,1030,1030.000,7443,8215,8343,9790,8618,16705,16955,25077,25425,1029,1,25077,8343,9790,8618,16705,16955
48,1070,1070.000,7583,8229,8334,9343,8489,9003,16726,17363,41762,1069,1,17363,8334,9343,8489,9003,16726
49,1027,1027.000,7530,8214,8347,9629,8577,16632,16797,17803,25964,1026,1,17803,8347,9629,8577,16632,16797
50,1095,1095.000,7366,8232,8343,9092,8499,8896,16689,17002,17278,1094,1,17002,8343,9092,8499,8896,16689
51,948,948.000,7420,8229,8361,10528,8770,16836,17114,25129,25377,947,1,25129,8361,10528,8770,16836,17114
52,900,900.000,7406,8239,8340,11217,8549,16691,16914,141234,142106,899,1,141234,8340,11217,8549,16691,16914
53,1060,1060.000,5999,8178,8325,9358,8555,16551,16771,17072,17378,1059,1,17072,8325,9358,8555,16551,16771
54,1012,1012.000,6900,8137,8363,9818,8693,16711,16901,25164,25849,1011,1,25164,8363,9818,8693,16711,16901
55,1027,1027.000,5087,8176,8367,9797,8772,16638,16772,17118,18478,1026,1,17118,8367,9797,8772,16638,16772
56,800,800.000,7325,8211,8429,12382,16049,16723,17054,141246,141645,799,1,141246,8429,12382,16049,16723,17054
57,970,970.000,7589,8197,8375,10312,8736,16747,16895,33317,33915,969,1,33317,8375,10312,8736,16747,16895
58,860,860.000,6604,8166,8396,11624,16517,17068,17527,49400,49700,859,1,49400,8396,11624,16517,17068,17527
59,892,892.000,6002,8138,8384,11143,8742,16733,17124,141079,141821,891,1,141079,8384,11143,8742,16733,17124
60,1058,1058.000,3295,8154,8341,9573,8603,16653,16947,25058,25681,1057,1,25058,8341,9573,8603,16653,16947
61,960,960.000,7147,8174,8364,10239,8857,16821,16964,24718,25196,959,1,24718,8364,10239,8857,16821,16964
62,960,960.000,6646,8170,8441,10418,8970,16716,16956,40893,41753,959,1,40893,8441,10418,8970,16716,16956
63,990,990.000,1228,8157,8378,10088,8886,16716,16886,17171,18132,989,1,17171,8378,10088,8886,16716,16886
64,930,930.000,7426,8220,8401,10764,9034,16783,17084,50018,50639,929,1,50018,8401,10764,9034,16783,17084
65,920,920.000,6658,8204,8368,11045,8790,16737,17019,108193,108640,919,1,108193,8368,11045,8790,16737,17019
66,821,821.000,7084,8175,8345,11858,8614,16734,17145,164597,165131,821,0,164597,8345,11858,8614,16734,17145
67,949,949.000,7372,8225,8364,10525,8710,16768,17071,49651,50078,948,1,49651,8364,10525,8710,16768,17071
68,1030,1030.000,7440,8174,8342,9707,8616,16575,16764,18717,44522,1029,1,18717,8342,9707,8616,16575,16764
69,960,960.000,7193,8182,8392,10405,8769,16795,17075,32886,33727,959,1,32886,8392,10405,8769,16795,17075
70,1030,1030.000,7364,8207,8348,10032,8592,16707,16952,25441,49818,1029,1,25441,8348,10032,8592,16707,16952
71,993,993.000,7601,8213,8354,9670,8532,16606,16805,25218,25611,992,1,25218,8354,9670,8532,16606,16805
72,897,897.000,7611,8227,8361,11123,8604,16797,17018,107777,108157,896,1,107777,8361,11123,8604,16797,17018
73,1080,1080.000,7749,8222,8336,9254,8517,16502,16747,16991,17189,1079,1,16991,8336,9254,8517,16502,16747
74,1000,1000.000,7669,8237,8357,9999,8565,16699,16883,25046,25680,999,1,25046,8357,9999,8565,16699,16883
75,570,570.000,7649,8244,8365,17550,8548,16699,24992,400190,400441,569,1,400190,8365,17550,8548,16699,24992
76,1062,1062.000,7256,8221,8346,9351,8495,16437,16717,25071,25745,1061,1,25071,8346,9351,8495,16437,16717
77,1098,1098.000,7515,8198,8344,9097,8550,9183,16621,16977,18038,1097,1,16977,8344,9097,8550,9183,16621
78,1100,1100.000,7498,8208,8343,9089,8535,9009,16667,17017,17254,1099,1,17017,8343,9089,8535,9009,16667
79,920,920.000,7472,8220,8367,10955,8641,16700,16922,107920,108332,919,1,107920,8367,10955,8641,16700,16922
80,1035,1035.000,7433,8207,8345,9542,8535,16367,16832,33485,33906,1034,1,33485,8345,9542,8535,16367,16832
81,1067,1067.000,7183,8206,8351,9340,8561,16550,16768,17007,17486,1066,1,17007,8351,9340,8561,16550,16768
82,1078,1078.000,7372,8195,8336,9257,8527,16417,16755,17565,25399,1077,1,17565,8336,9257,8527,16417,16755
83,980,980.000,7558,8255,8388,10219,8793,16749,16874,17293,18056,979,1,17293,8388,10219,8793,16749,16874
84,980,980.000,7625,8217,8353,10190,8629,16644,16841,49913,50307,979,1,49913,8353,10190,8629,16644,16841
85,996,996.000,7584,8237,8344,10008,8471,8860,16639,107536,108071,995,1,107536,8344,10008,8471,8860,16639
86,1025,1025.000,7462,8213,8361,9715,8594,16645,16840,25474,25720,1024,1,25474,8361,9715,8594,16645,16840
87,1069,1069.000,7534,8168,8345,9343,8551,16642,16861,17274,17475,1068,1,17274,8345,9343,8551,16642,16861
88,1000,1000.000,7665,8225,8371,10000,8654,16675,16813,24608,25117,999,1,24608,8371,10000,8654,16675,16813
89,960,960.000,7522,8221,8346,10495,8566,16706,16906,83175,83518,959,1,83175,8346,10495,8566,16706,16906
90,991,991.000,7120,8234,8385,9950,8626,16561,16784,58145,58500,990,1,58145,8385,9950,8626,16561,16784
91,892,892.000,7119,8180,8380,11267,8735,16908,17351,107587,108025,891,1,107587,8380,11267,8735,16908,17351
92,1006,1006.000,7287,8227,8354,9863,8591,16619,16771,17680,33542,1005,1,17680,8354,9863,8591,16619,16771
93,1100,1100.000,7512,8205,8358,9177,8533,16216,16725,16941,17541,1099,1,16941,8358,9177,8533,16216,16725
94,1060,1060.000,7342,8191,8357,9432,8596,16644,16837,17122,17684,1059,1,17122,8357,9432,8596,16644,16837
95,1052,1052.000,6017,8178,8341,9364,8602,16471,16755,17403,25115,1051,1,17403,8341,9364,8602,16471,16755
96,848,848.000,5789,8202,8365,11881,8692,16721,16957,149365,149794,847,1,149365,8365,11881,8692,16721,16957
97,1034,1034.000,3752,8196,8349,9576,8551,16539,16850,17829,48511,1033,1,17829,8349,9576,8551,16539,16850
98,1010,1010.000,7576,8215,8335,9898,8504,8901,16717,33250,91456,1009,1,33250,8335,9898,8504,8901,16717
99,1080,1080.000,7566,8230,8347,9341,8524,16534,16746,17108,17444,1079,1,17108,8347,9341,8524,16534,16746
100,1028,1028.000,7602,8203,8329,9629,8478,8812,16627,17534,92119,1027,1,17534,8329,9629,8478,8812,16627
101,1092,1092.000,7496,8207,8342,9170,8524,8953,16721,17712,25136,1091,1,17712,8342,9170,8524,8953,16721
102,1130,1130.000,7492,8217,8337,8854,8479,8723,16600,16957,17417,1129,1,16957,8337,8854,8479,8723,16600
103,1010,1010.000,7552,8232,8347,9814,8540,16592,16761,25086,41979,1009,1,25086,8347,9814,8540,16592,16761
104,920,920.000,7551,8240,8357,10874,8581,16678,16987,107839,108300,919,1,107839,8357,10874,8581,16678,16987
105,1062,1062.000,7720,8220,8346,9364,8526,16433,16800,25026,25839,1061,1,25026,8346,9364,8526,16433,16800
106,968,968.000,7569,8207,8371,10400,8671,16813,17207,25479,25936,967,1,25479,8371,10400,8671,16813,17207
107,930,930.000,7464,8230,8396,10695,8627,16714,17410,50283,50815,929,1,50283,8396,10695,8627,16714,17410
108,1031,1031.000,1104,8241,8370,9648,8584,16711,16940,17928,25840,1030,1,17928,8370,9648,8584,16711,16940
109,970,970.000,7454,8271,8393,10347,8714,16751,17027,41722,42062,969,1,41722,8393,10347,8714,16751,17027
110,1070,1070.000,7321,8211,8361,9283,8581,16559,16821,17155,17398,1069,1,17155,8361,9283,8581,16559,16821
111,950,950.000,7607,8254,8374,10553,8575,16592,16785,74758,75495,949,1,74758,8374,10553,8575,16592,16785
112,1060,1060.000,7543,8214,8349,9386,8567,16591,16808,17398,19612,1059,1,17398,8349,9386,8567,16591,16808
113,1100,1100.000,7589,8215,8339,9170,8511,9149,16691,17860,25351,1099,1,17860,8339,9170,8511,9149,16691
114,1030,1030.000,7359,8219,8355,9631,8571,16644,16868,17494,25853,1029,1,17494,8355,9631,8571,16644,16868
115,1031,1031.000,7479,8226,8363,9632,8575,16639,16793,17158,18104,1031,0,17158,8363,9632,8575,16639,16793
116,859,859.000,7598,8205,8361,11657,8573,16583,16830,176509,177321,858,1,176509,8361,11657,8573,16583,16830
117,1098,1098.000,7471,8230,8351,9101,8512,9058,16764,17059,17331,1097,1,17059,8351,9101,8512,9058,16764
118,962,962.000,7477,8234,8359,10340,8595,16714,17114,58226,59094,961,1,58226,8359,10340,8595,16714,17114
119,1076,1076.000,7371,8211,8345,9185,8525,16151,16712,17174,18032,1075,1,17174,8345,9185,8525,16151,16712
