Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,458,458.000,2833,15685,19630,21986,24601,31150,37184,95115,97742
1,586,586.000,1472,12496,16236,17017,20042,26334,30400,37595,42531
2,564,564.000,1374,12779,16340,17622,20554,26102,33116,56594,61346
3,595,595.000,1568,12955,16016,16836,20461,24566,27767,35544,43192
4,621,621.000,1374,12891,16041,16110,19560,23083,25452,30516,33578
5,636,636.000,1472,12151,15328,15629,19457,22849,25244,28927,34438
6,619,619.000,1490,12727,15961,16090,19212,22219,25626,38795,47749
7,579,579.000,2315,13444,16860,17228,20958,24339,28166,40697,43601
8,681,681.000,1049,11680,14721,14641,18136,21180,22785,28340,35380
9,635,635.000,1502,12282,15272,16864,18747,21225,23208,27536,1016921
10,385,385.000,1636,19063,23694,24190,28472,34429,39297,47183,59712
11,489,489.000,2623,16985,21485,20341,24567,27357,29756,33662,41506
12,544,544.000,1575,15056,18344,18431,21734,25287,28608,45068,46771
13,568,568.000,1236,14469,18094,17602,21747,24824,26034,29639,32937
14,603,603.000,2283,13327,16609,16534,19982,22744,25012,27784,47944
15,628,628.000,1360,12755,15735,15941,19455,22550,24808,28090,33753
16,613,613.000,1688,13127,16631,16237,19625,22304,24589,27639,37268
17,622,622.000,1149,12858,16302,16065,19893,22545,24494,26575,49301
18,620,620.000,1801,12556,15231,17140,18510,21132,23502,42552,998037
19,526,526.000,1384,12924,16838,17782,21457,28176,31958,47560,58648
20,648,648.000,1972,12375,15736,15389,19181,21542,23296,26777,28852
21,657,657.000,1400,12158,15338,15192,18767,21361,23217,25649,29715
22,662,662.000,2056,11834,15225,15066,18052,21321,22796,26893,32327
23,579,579.000,1487,13234,17107,17371,21166,24712,27129,48786,60818
24,660,660.000,1509,12003,15275,15036,18686,21249,22819,25727,29278
