Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,582.800,17.094,4.121,12.240,15.247,19.141,24.711,30.560,49.365,167.251,0.058
5,539.000,18.527,3.191,11.411,14.022,17.253,23.158,28.628,49.347,1045.840,0.054
10,549.200,18.181,2.828,11.226,13.874,16.933,20.719,25.683,46.262,1024.041,0.055
15,679.800,14.686,2.763,11.107,13.599,16.411,19.979,24.246,35.403,92.646,0.068
20,682.200,14.646,2.377,11.111,13.701,16.318,19.787,24.448,36.615,88.419,0.068
25,693.800,14.397,2.466,11.008,13.319,16.125,19.573,23.733,33.701,89.296,0.069
30,686.000,14.556,2.587,11.120,13.417,16.117,19.614,24.741,36.393,101.966,0.069
35,695.800,14.348,2.465,11.032,13.498,16.018,19.177,22.990,32.107,90.386,0.070
40,585.400,17.080,2.870,10.944,13.367,16.094,19.611,23.927,35.838,1022.109,0.059
45,685.400,14.573,2.556,11.018,13.575,16.174,20.080,25.675,35.824,108.685,0.069
50,693.800,14.391,2.579,11.101,13.452,16.107,19.212,23.021,34.742,89.784,0.069
55,699.000,14.282,2.628,11.083,13.331,16.058,19.172,23.163,34.114,77.483,0.070
60,680.600,14.684,2.648,11.197,13.580,16.337,19.991,23.835,38.163,84.192,0.068
65,687.200,14.532,2.672,11.174,13.596,16.290,19.384,23.033,33.231,93.062,0.069
70,707.200,14.114,2.546,10.952,13.299,15.952,18.797,22.451,32.889,75.355,0.071
75,700.200,14.263,3.252,11.045,13.472,15.984,18.667,22.851,31.141,98.898,0.070
80,570.800,17.513,2.504,11.198,13.544,16.188,19.736,23.857,39.151,1030.320,0.057
85,562.600,17.747,2.389,11.116,13.529,16.192,19.239,23.522,35.374,1032.081,0.056
90,703.000,14.211,2.521,11.023,13.319,15.967,19.013,22.837,32.968,103.386,0.070
95,694.200,14.388,3.008,11.078,13.333,16.138,19.251,23.187,34.333,82.805,0.070
100,702.800,14.215,3.006,11.016,13.312,15.916,18.606,22.929,32.724,87.882,0.070
105,637.600,15.652,3.657,11.353,14.126,16.854,21.784,26.576,74.938,101.005,0.064
110,673.200,14.844,2.734,11.303,13.711,16.384,19.620,24.164,36.717,112.531,0.067
115,698.400,14.243,3.025,10.947,13.288,15.944,18.966,22.619,33.926,87.184,0.070
