Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,612,612.000,494,5305,13216,16442,18961,27472,33384,215098,218042
1,915,915.000,557,804,10783,10929,17200,24031,29534,51466,66746
2,923,923.000,517,838,10883,10825,17023,23752,30102,42997,68553
3,1007,1007.000,478,759,10632,9881,16018,21022,25983,38577,49463
4,1089,1089.000,462,696,9561,9171,15584,19745,24647,41031,57560
5,934,934.000,476,724,10860,10704,16263,20788,27028,71272,89904
6,1046,1046.000,486,695,10785,9527,15624,18880,22337,32690,40476
7,1047,1047.000,471,684,10762,9504,15608,19313,22996,33927,42024
8,1116,1116.000,457,668,10403,8947,14892,18601,21032,31790,47153
9,1100,1100.000,468,679,10108,9146,15639,19367,23245,33902,44278
10,1023,1023.000,461,679,10345,9971,15765,19822,24318,53758,88358
11,1053,1053.000,469,700,10468,9275,15544,19508,22210,30725,49597
12,1116,1116.000,432,678,10198,8939,15662,19086,22021,30200,40713
13,1144,1144.000,455,678,10183,8721,14743,18437,21042,29765,44799
14,1069,1069.000,468,693,10620,9337,15299,18966,22636,30528,49331
15,1064,1064.000,453,665,9820,9383,15429,20724,26381,36864,44811
16,1046,1046.000,400,684,10326,9526,15665,19224,21642,44453,84938
17,1120,1120.000,465,692,10619,8911,15152,18244,19924,28443,40127
18,1112,1112.000,442,699,10442,9018,15097,18652,21573,29615,40059
19,1073,1073.000,475,704,10719,9279,15424,18673,21373,29356,53810
20,1102,1102.000,489,685,10568,9067,15560,18847,21150,29258,40600
21,978,978.000,484,701,11173,10233,15824,19337,22119,70744,115338
22,1119,1119.000,445,677,10417,8961,15095,18531,21637,29964,37412
23,1112,1112.000,445,689,10059,8927,14922,18532,21310,34747,64119
24,1084,1084.000,447,698,10682,9201,15222,18569,20284,33807,47604
25,1138,1138.000,446,664,10195,8797,14927,18266,21252,30830,47072
26,488,488.000,470,694,10758,26709,15810,19762,22099,985451,1026824
27,731,731.000,494,699,10672,9481,15544,18773,23812,33201,54660
28,1082,1082.000,447,696,9803,9246,15309,18779,22383,42354,94540
29,387,387.000,497,684,10276,31583,15642,19034,20870,949371,1012918
30,893,893.000,480,665,10049,8671,15368,18312,21223,27356,39243
31,1152,1152.000,481,673,9954,8693,15110,18153,20743,32030,50732
32,1174,1174.000,457,668,9796,8480,15003,18174,20110,29831,46514
33,1103,1103.000,463,680,10542,9085,15474,18856,21432,31049,39873
34,1017,1017.000,419,684,10521,9815,15586,19227,22295,46693,105564
35,1068,1068.000,458,674,10383,9347,15470,18368,21168,38638,81197
36,1142,1142.000,470,681,10224,8721,14858,18710,21042,29603,58239
37,1121,1121.000,456,688,10175,8935,15377,18803,21677,30265,44092
38,1071,1071.000,468,696,10420,9323,15711,19168,22309,34232,51441
39,1031,1031.000,455,685,10679,9716,15180,19259,21944,47145,89902
40,1064,1064.000,472,699,10959,9370,15505,18903,21255,30508,40764
41,1176,1176.000,438,666,10071,8475,14752,17829,19644,28582,41472
42,1140,1140.000,465,670,10298,8754,14786,18370,20407,29254,41738
43,646,646.000,470,665,11166,23189,15323,18058,21324,912182,1024965
44,521,521.000,474,722,11115,9607,15849,19418,21498,28099,43612
