Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,532.200,18.775,1.533,16.333,16.622,16.948,17.859,24.632,108.150,177.434,0.053
5,640.000,15.564,6.905,16.312,16.604,16.772,17.018,17.275,25.382,50.815,0.064
10,771.400,12.956,3.760,8.294,8.884,16.684,16.949,17.236,25.351,108.278,0.077
15,941.800,10.585,1.071,8.204,8.369,8.757,16.776,17.030,25.347,108.596,0.094
20,989.800,10.101,6.826,8.179,8.390,8.771,16.706,16.942,24.594,50.948,0.099
25,874.200,11.415,1.292,8.224,8.413,16.388,16.796,17.024,25.344,141.704,0.088
30,810.200,12.304,1.200,8.261,8.623,16.656,16.924,17.181,24.588,108.672,0.081
35,963.800,10.356,5.486,8.168,8.391,8.828,16.754,16.994,24.891,75.046,0.097
40,886.000,11.270,5.037,8.181,8.431,16.280,16.819,17.065,32.814,150.294,0.089
45,1012.800,9.856,5.947,8.142,8.369,8.678,16.635,16.915,25.496,92.824,0.101
50,1017.000,9.818,0.727,8.196,8.372,8.651,16.615,16.796,17.494,99.898,0.102
55,948.000,10.528,0.787,8.226,8.355,8.622,16.720,16.893,25.099,150.408,0.095
60,1013.800,9.850,7.301,8.229,8.347,8.535,16.616,16.784,25.111,116.879,0.102
65,980.800,10.175,1.199,8.211,8.357,8.597,16.677,16.829,24.661,167.303,0.098
70,936.000,10.665,7.411,8.226,8.355,8.584,16.681,16.867,66.260,150.529,0.094
75,1011.400,9.866,7.436,8.222,8.354,8.557,16.600,16.792,24.987,141.583,0.101
80,960.200,10.398,7.468,8.229,8.370,8.676,16.715,16.861,24.650,141.383,0.096
85,968.000,10.313,0.822,8.241,8.365,8.601,16.699,16.870,24.964,141.415,0.097
90,1002.600,9.956,4.665,8.205,8.354,8.588,16.647,16.883,24.966,108.661,0.100
95,1039.200,9.614,7.296,8.212,8.343,8.533,16.531,16.788,25.018,108.067,0.104
100,1033.200,9.661,7.660,8.219,8.349,8.537,16.593,16.813,25.058,75.167,0.104
105,896.400,11.140,0.922,8.251,8.394,8.828,16.804,17.281,41.725,141.821,0.090
110,912.800,10.938,7.362,8.247,8.387,8.992,16.786,17.037,33.393,83.134,0.091
115,892.400,11.144,0.765,8.243,8.374,8.642,16.755,17.067,58.462,183.673,0.090
