Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1652396664.731427,157372,9,1
1,NewOrder,1652396664.731427,165702,2,1
1,NewOrder,1652396664.731427,165937,3,1
1,NewOrder,1652396664.731427,139968,6,1
1,NewOrder,1652396664.731429,165740,8,1
1,NewOrder,1652396664.731432,191865,1,1
1,NewOrder,1652396664.731432,140362,7,1
1,NewOrder,1652396664.731454,165816,5,1
1,NewOrder,1652396664.731460,140910,4,1
1,NewOrder,1652396664.731520,139272,0,1
1,NewOrder,1652396664.871074,54150,0,1
1,NewOrder,1652396664.871450,20201,6,1
1,NewOrder,1652396664.871863,56331,7,1
1,NewOrder,1652396664.872455,33062,4,1
1,NewOrder,1652396664.888867,34460,9,1
1,NewOrder,1652396664.891689,22174,6,1
1,NewOrder,1652396664.897192,39672,2,1
1,NewOrder,1652396664.897279,33260,8,1
1,NewOrder,1652396664.897346,44571,5,1
1,NewOrder,1652396664.897500,69329,3,1
1,NewOrder,1652396664.905562,38206,4,1
1,NewOrder,1652396664.913904,42274,6,1
1,NewOrder,1652396664.923381,36355,1,1
1,NewOrder,1652396664.923381,41371,9,1
1,NewOrder,1652396664.925709,55217,0,1
1,NewOrder,1652396664.928268,18132,7,1
1,NewOrder,1652396664.930582,31873,8,1
1,NewOrder,1652396664.936910,36060,2,1
1,NewOrder,1652396664.941999,38553,5,1
1,NewOrder,1652396664.943832,43300,4,1
1,NewOrder,1652396664.946454,9504,7,1
1,NewOrder,1652396664.956018,42262,7,1
1,NewOrder,1652396664.956231,33538,6,1
1,NewOrder,1652396664.959781,38366,1,1
1,NewOrder,1652396664.962518,29869,8,1
1,NewOrder,1652396664.964820,24251,9,1
1,NewOrder,1652396664.966880,39921,3,1
1,NewOrder,1652396664.973017,33609,2,1
1,NewOrder,1652396664.980635,41785,5,1
1,NewOrder,1652396664.980968,41777,0,1
1,NewOrder,1652396664.987187,44722,4,1
1,NewOrder,1652396664.989131,19150,9,1
1,NewOrder,1652396664.989820,48976,6,1
1,NewOrder,1652396664.992429,53284,8,1
1,NewOrder,1652396664.998191,54316,1,1
1,NewOrder,1652396664.998349,43570,7,1
1,NewOrder,1652396665.006668,33519,2,1
1,NewOrder,1652396665.006855,50409,3,1
1,NewOrder,1652396665.008361,48933,9,1
1,NewOrder,1652396665.022485,34111,5,1
1,NewOrder,1652396665.022784,25879,0,1
1,NewOrder,1652396665.031954,41147,4,1
1,NewOrder,1652396665.038849,26559,6,1
1,NewOrder,1652396665.040234,25175,2,1
1,NewOrder,1652396665.041981,31859,7,1
1,NewOrder,1652396665.045776,44899,8,1
1,NewOrder,1652396665.048715,50520,0,1
1,NewOrder,1652396665.052550,110520,1,1
1,NewOrder,1652396665.056660,33732,5,1
1,NewOrder,1652396665.057310,28225,3,1
1,NewOrder,1652396665.057343,30853,9,1
1,NewOrder,1652396665.065450,100407,2,1
1,NewOrder,1652396665.065450,33757,6,1
1,NewOrder,1652396665.073147,34567,4,1
1,NewOrder,1652396665.073904,33714,7,1
