Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,320,320.000,698,16721,25124,31532,34111,56903,76974,165740,191865
1,449,449.000,852,16902,24797,22170,25487,32596,33680,34101,36197
2,436,436.000,664,18397,25082,23054,25373,32622,33666,34103,35188
3,390,390.000,684,24882,25150,25567,25518,33686,34023,58688,66970
4,389,389.000,754,24817,25169,25644,25950,33575,33977,58677,59066
5,395,395.000,654,24834,25165,25429,25542,33378,33779,67149,67357
6,391,391.000,708,24839,25140,25429,25504,33650,33823,42399,51113
7,379,379.000,584,24932,25148,26864,26555,33781,44843,67215,72968
8,261,261.000,706,26340,27736,37858,37573,62251,105293,167492,167708
9,359,359.000,635,25796,26256,27445,33062,35091,43014,58837,68013
10,378,378.000,651,25500,25858,26712,33353,34773,35870,50721,51151
11,372,372.000,613,25313,25592,26581,26805,34231,34856,59057,68045
12,396,396.000,623,25094,25445,25166,25855,33931,34314,58741,67481
13,380,380.000,612,25147,25418,26389,32540,34112,42148,50431,58839
14,357,357.000,594,25057,25426,28001,33462,37175,45637,83826,90437
15,375,375.000,601,25092,25395,26607,32834,34176,42032,43819,51079
16,361,361.000,4021,25113,25413,27853,33431,34463,42211,75409,76598
17,370,370.000,665,25080,25346,26826,26655,33998,47099,58831,67161
18,361,361.000,659,25041,25296,27587,26301,33862,42460,92380,104921
19,388,388.000,698,25042,25294,26656,25914,33868,42434,58778,59113
20,362,362.000,4374,24932,25247,26543,25492,33482,33949,100357,108941
21,382,382.000,586,24870,25235,26308,25684,33714,34185,92185,100470
22,398,398.000,619,24834,25207,25087,25505,33696,34099,50245,58896
23,378,378.000,538,24859,25238,26312,32412,34100,42457,50830,50884
24,377,377.000,607,24895,25249,26626,26004,33887,49859,66953,67420
25,372,372.000,595,24934,25213,26980,25504,33884,50506,75347,84642
26,390,390.000,611,24781,25233,25501,25628,33785,42044,50387,58852
27,390,390.000,549,24890,25204,25516,25585,33696,34650,54014,67133
28,373,373.000,618,25021,25258,26908,27678,34007,49974,58736,68548
29,397,397.000,597,24981,25192,24981,25409,33359,33805,50449,58942
30,405,405.000,611,24968,25179,24813,25345,33083,33949,49192,50421
31,360,360.000,613,24971,25197,27651,25518,41433,50436,91888,117171
32,198,198.000,677,16855,25082,58200,25378,33974,50540,1016973,1021473
33,324,324.000,654,24845,25242,27115,27518,35094,47825,66967,75592
34,376,376.000,581,24887,25217,25709,27439,33868,34814,50016,59019
35,386,386.000,641,25010,25239,26002,26825,33885,41805,43435,50789
36,357,357.000,593,24896,25214,27908,26465,33981,51156,125379,133760
37,403,403.000,593,24751,25182,24982,25442,33633,33968,50163,50657
38,367,367.000,651,24978,25191,27060,27881,41706,41952,50610,58940
39,383,383.000,701,24997,25182,25971,25678,33692,34820,50032,58664
40,379,379.000,619,24839,25187,26500,26562,34499,42614,56507,58871
41,376,376.000,554,24938,25226,26490,30469,33978,41881,42521,43455
42,388,388.000,639,24935,25208,25896,25725,33837,34506,57883,75608
43,374,374.000,706,24989,25207,26504,25613,33841,42136,57404,58877
44,367,367.000,4970,25017,25204,27306,25521,34003,41891,75165,75737
45,393,393.000,546,24919,25198,25599,25540,33790,35462,58666,58865
46,389,389.000,657,24925,25195,25459,25491,33608,33835,42061,51011
47,374,374.000,787,24948,25192,26546,26108,33735,41652,58715,62354
48,410,410.000,575,18176,25147,24582,25752,33679,34924,75136,75465
49,348,348.000,802,25088,25646,28535,33558,41679,49913,59762,66944
50,374,374.000,674,24977,25193,26764,25451,33628,33896,83384,83574
51,388,388.000,621,24925,25150,25737,25338,33228,33820,83575,92178
52,389,389.000,521,24883,25158,25754,25385,33648,41953,58510,58772
53,376,376.000,660,24937,25182,26666,25539,40726,49014,58660,67233
54,398,398.000,619,24866,25136,24928,25353,33508,35097,50778,58741
55,376,376.000,729,24901,25199,26514,28192,33861,42009,83456,91142
56,399,399.000,568,24901,25161,25138,25389,33580,33950,58949,59083
57,395,395.000,596,24909,25189,25175,25647,33605,33884,41850,42147
58,387,387.000,588,24909,25155,25839,26476,33736,41755,50051,50198
