Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds),success,failed,window,window median,window average,window 75,window 90,window 95
0,438,438.000,757,9440,17323,22447,27931,42252,56519,157535,196469,437,1,157535,17323,22447,27931,42252,56519
1,824,824.000,716,1453,6963,12148,18667,28590,36813,56213,110304,824,0,56213,6963,12148,18667,28590,36813
2,881,881.000,723,1328,5834,11347,17423,25450,32419,65166,93628,880,1,65166,5834,11347,17423,25450,32419
3,918,918.000,748,1296,5735,10762,16868,24792,35400,51159,83303,918,0,51159,5735,10762,16868,24792,35400
4,931,931.000,686,1177,8722,10694,17140,22849,28222,61508,75613,931,0,61508,8722,10694,17140,22849,28222
5,959,959.000,756,1202,7982,10469,17156,22775,31805,45810,91729,958,1,45810,7982,10469,17156,22775,31805
6,973,973.000,741,1187,9254,10232,17022,22094,28308,39449,65582,972,1,39449,9254,10232,17022,22094,28308
7,1025,1025.000,708,1149,6645,9734,16539,21806,26447,36394,75175,1025,0,36394,6645,9734,16539,21806,26447
8,1017,1017.000,685,1172,6071,9834,16268,21552,26285,47110,91057,1016,1,47110,6071,9834,16268,21552,26285
9,935,935.000,722,1210,8598,10609,17114,21763,26825,72033,108910,935,0,72033,8598,10609,17114,21763,26825
10,1073,1073.000,597,1141,5232,9364,15617,21348,25614,38358,59703,1073,0,38358,5232,9364,15617,21348,25614
11,1042,1042.000,737,1152,8470,9518,15977,21075,23789,35810,63599,1041,1,35810,8470,9518,15977,21075,23789
12,971,971.000,716,1166,7901,10262,16841,22724,28902,41583,82281,971,0,41583,7901,10262,16841,22724,28902
13,1036,1036.000,631,1151,7917,9703,16644,22097,26680,39417,55379,1036,0,39417,7917,9703,16644,22097,26680
14,985,985.000,758,1189,9198,10105,16174,21763,26507,58327,77736,984,1,58327,9198,10105,16174,21763,26507
15,632,632.000,684,1126,8516,22250,15461,21331,25814,747932,1032899,631,1,747932,8516,22250,15461,21331,25814
16,602,602.000,594,1201,8225,9859,16359,21815,27608,41617,67028,601,1,41617,8225,9859,16359,21815,27608
17,1034,1034.000,608,1161,5810,9680,16323,22237,26212,43869,68078,1033,1,43869,5810,9680,16323,22237,26212
18,1041,1041.000,608,1144,7013,9518,16595,21091,24481,33600,54569,1041,0,33600,7013,9518,16595,21091,24481
19,1028,1028.000,605,1121,8437,9745,16715,21608,26583,37605,57248,1028,0,37605,8437,9745,16715,21608,26583
20,936,936.000,646,1149,7346,16230,15989,21393,27543,76769,1032101,936,0,76769,7346,16230,15989,21393,27543
21,243,243.000,584,1209,5308,19737,19188,27886,34012,603117,644991,243,0,603117,5308,19737,19188,27886,34012
22,1005,1005.000,696,1179,6692,9911,16926,21788,25709,44947,60575,1005,0,44947,6692,9911,16926,21788,25709
23,1073,1073.000,703,1161,5426,9277,15633,21082,23664,41810,67445,1072,1,41810,5426,9277,15633,21082,23664
24,1046,1046.000,628,1158,8635,9564,16057,21472,25708,38794,59195,1046,0,38794,8635,9564,16057,21472,25708
25,1127,1127.000,723,1125,5411,8854,15325,20048,22540,32581,52017,1127,0,32581,5411,8854,15325,20048,22540
26,301,301.000,675,1118,5414,35068,16371,22513,28713,925124,1043108,300,1,925124,5414,35068,16371,22513,28713
27,832,832.000,634,1230,10356,11319,17519,23176,29097,65406,104260,832,0,65406,10356,11319,17519,23176,29097
28,1005,1005.000,588,1186,7817,9965,16900,21569,25077,43208,100426,1004,1,43208,7817,9965,16900,21569,25077
29,958,958.000,702,1156,9048,10405,16363,22207,26354,51790,153844,957,1,51790,9048,10405,16363,22207,26354
30,960,960.000,694,1146,8776,14119,16280,20505,23508,45797,1028457,959,1,45797,8776,14119,16280,20505,23508
31,371,371.000,716,1247,9287,17401,18734,23510,30340,501224,551891,370,1,501224,9287,17401,18734,23510,30340
32,1066,1066.000,681,1140,6455,9348,16330,20783,23843,37195,56305,1065,1,37195,6455,9348,16330,20783,23843
33,549,549.000,611,1150,7750,24516,16513,22017,33050,909888,1021178,548,1,909888,7750,24516,16513,22017,33050
34,629,629.000,625,1161,8488,10344,16311,22020,26256,40652,376107,628,1,40652,8488,10344,16311,22020,26256
35,1059,1059.000,724,1158,6061,9406,15633,21443,24618,36669,79130,1059,0,36669,6061,9406,15633,21443,24618
36,1103,1103.000,698,1142,5631,9088,15971,20475,23376,33800,42773,1102,1,33800,5631,9088,15971,20475,23376
37,1066,1066.000,593,1158,7572,9337,15679,21348,24795,36209,54544,1066,0,36209,7572,9337,15679,21348,24795
38,1036,1036.000,662,1144,6753,9678,16784,21492,26210,33544,65043,1035,1,33544,6753,9678,16784,21492,26210
39,997,997.000,678,1180,6645,9955,16293,21435,26705,68737,83477,996,1,68737,6645,9955,16293,21435,26705
40,1058,1058.000,697,1170,7975,9432,15828,20939,24817,38280,58386,1058,0,38280,7975,9432,15828,20939,24817
41,1052,1052.000,712,1167,8139,9531,16295,20734,23448,32943,88579,1051,1,32943,8139,9531,16295,20734,23448
42,1061,1061.000,718,1157,8518,9358,15799,21137,23643,35800,55780,1060,1,35800,8518,9358,15799,21137,23643
43,1055,1055.000,748,1200,7483,9467,16219,21148,24300,35079,68667,1055,0,35079,7483,9467,16219,21148,24300
44,1013,1013.000,744,1151,6729,9833,15845,21283,25434,53822,83935,1013,0,53822,6729,9833,15845,21283,25434
45,1030,1030.000,695,1165,6834,11406,16543,20948,23277,37782,1031700,1029,1,37782,6834,11406,16543,20948,23277
46,415,415.000,670,1174,10189,19859,17230,23814,27043,556167,847642,414,1,556167,10189,19859,17230,23814,27043
47,1037,1037.000,678,1163,8204,9629,16513,21119,23955,35854,52036,1037,0,35854,8204,9629,16513,21119,23955
48,1056,1056.000,619,1175,7468,9488,16006,21228,24075,39025,48519,1055,1,39025,7468,9488,16006,21228,24075
49,1020,1020.000,624,1172,6763,9746,17326,21785,25825,38142,50568,1020,0,38142,6763,9746,17326,21785,25825
50,983,983.000,656,1166,8702,10180,16704,21401,25549,59121,78570,983,0,59121,8702,10180,16704,21401,25549
51,1040,1040.000,731,1175,8891,9588,15979,21252,25104,32672,58527,1040,0,32672,8891,9588,15979,21252,25104
52,1066,1066.000,645,1163,8437,9378,15944,21054,23819,34396,52023,1065,1,34396,8437,9378,15944,21054,23819
53,1041,1041.000,751,1187,8546,9592,16482,21178,23480,35209,43164,1041,0,35209,8546,9592,16482,21178,23480
54,1041,1041.000,629,1193,7020,9634,16539,21422,24889,39918,78357,1040,1,39918,7020,9634,16539,21422,24889
55,997,997.000,745,1180,8321,9947,16401,21171,24663,60333,93742,997,0,60333,8321,9947,16401,21171,24663
56,1052,1052.000,678,1163,8379,9621,16422,21590,25628,38014,50107,1052,0,38014,8379,9621,16422,21590,25628
57,1048,1048.000,670,1172,6185,9382,15874,20976,24307,38243,58325,1047,1,38243,6185,9382,15874,20976,24307
58,1043,1043.000,695,1197,7502,9602,16033,21614,26126,37385,55277,1042,1,37385,7502,9602,16033,21614,26126
59,1050,1050.000,695,1154,6747,9504,15905,20946,24125,48273,77916,1050,0,48273,6747,9504,15905,20946,24125
60,941,941.000,701,1186,8078,10638,16327,22341,27060,64128,91947,940,1,64128,8078,10638,16327,22341,27060
61,1009,1009.000,705,1156,9179,9842,16141,21711,26725,38474,77008,1009,0,38474,9179,9842,16141,21711,26725
62,1023,1023.000,585,1128,8220,9761,15772,22277,27976,39518,58170,1023,0,39518,8220,9761,15772,22277,27976
63,1066,1066.000,601,1117,7729,9371,16088,20955,24152,35562,52810,1065,1,35562,7729,9371,16088,20955,24152
64,1059,1059.000,692,1137,6865,9430,15978,20593,23556,41880,74606,1059,0,41880,6865,9430,15978,20593,23556
65,1005,1005.000,686,1166,7208,9914,16480,20950,24171,62455,88269,1005,0,62455,7208,9914,16480,20950,24171
